#Beta=5.9000, ml=0.006600, ms=0.132000, u0=1.000, Nt=4, Ns=16^3 
#Iters 	 TraceF3iDzF3iMinusF4iDzF4i.real 	 TraceF3iDzF3iMinusF4iDzF4i.imag 	 AvgTraceF3iDzF3iMinusF4iDzF4i.real 	 AvgTraceF3iDzF3iMinusF4iDzF4i.imag 	 TraceF4iDzF3iPlusF3iDzF4i.real 	 TraceF4iDzF3iPlusF3iDzF4i.imag 	 AvgTraceF4iDzF3iPlusF3iDzF4i.real 	 AvgTraceF4iDzF3iPlusF3iDzF4i.imag 
449 	 -4.153723e-03 	 -2.849429e-04 	 -1.154142e-02 	 -1.642818e-04 	 -1.237921e-03 	 -1.583619e-03 	 -2.241957e-05 	 8.446202e-05 
450 	 -4.252378e-03 	 -8.238235e-04 	 -1.152523e-02 	 -1.657475e-04 	 -2.651329e-03 	 -8.957710e-04 	 -2.826159e-05 	 8.228372e-05 
451 	 -1.856755e-03 	 3.624003e-05 	 -1.150379e-02 	 -1.652996e-04 	 1.362810e-03 	 -2.198143e-04 	 -2.517718e-05 	 8.161388e-05 
452 	 -2.177340e-03 	 1.194505e-03 	 -1.148315e-02 	 -1.622912e-04 	 3.407994e-05 	 -2.428645e-03 	 -2.504608e-05 	 7.606021e-05 
453 	 9.542614e-04 	 7.305572e-04 	 -1.145570e-02 	 -1.603202e-04 	 1.344480e-03 	 -3.175347e-04 	 -2.202284e-05 	 7.519135e-05 
454 	 -4.589404e-03 	 6.991434e-04 	 -1.144057e-02 	 -1.584271e-04 	 2.697343e-03 	 -2.174835e-03 	 -1.603305e-05 	 7.023534e-05 
455 	 -5.449135e-03 	 -4.739834e-04 	 -1.142741e-02 	 -1.591206e-04 	 1.271901e-03 	 2.983667e-04 	 -1.320242e-05 	 7.073673e-05 
456 	 -7.502907e-03 	 -1.803702e-03 	 -1.141880e-02 	 -1.627272e-04 	 -1.199547e-03 	 4.319071e-05 	 -1.580406e-05 	 7.067632e-05 
457 	 -7.502907e-03 	 -1.803702e-03 	 -1.141023e-02 	 -1.663179e-04 	 -1.199547e-03 	 4.319071e-05 	 -1.839430e-05 	 7.061618e-05 
458 	 -4.814700e-03 	 1.902313e-04 	 -1.139583e-02 	 -1.655394e-04 	 -5.303886e-04 	 -1.126345e-03 	 -1.951220e-05 	 6.800273e-05 
459 	 -4.874583e-03 	 -6.291952e-04 	 -1.138162e-02 	 -1.665496e-04 	 -6.572595e-04 	 -1.879842e-03 	 -2.090162e-05 	 6.375906e-05 
460 	 -4.304685e-03 	 -1.652417e-03 	 -1.136624e-02 	 -1.697797e-04 	 -3.167457e-03 	 -1.864648e-03 	 -2.774196e-05 	 5.956687e-05 
461 	 -4.312758e-03 	 3.923811e-04 	 -1.135094e-02 	 -1.685603e-04 	 -3.476183e-03 	 -1.742730e-03 	 -3.522231e-05 	 5.565733e-05 
462 	 -5.304722e-03 	 3.419528e-04 	 -1.133785e-02 	 -1.674553e-04 	 -4.679054e-03 	 -2.424978e-03 	 -4.527389e-05 	 5.028799e-05 
463 	 -1.318008e-04 	 -6.489582e-05 	 -1.131365e-02 	 -1.672338e-04 	 -2.120940e-03 	 -3.654819e-03 	 -4.975697e-05 	 4.228560e-05 
464 	 -5.689965e-03 	 1.677960e-03 	 -1.130153e-02 	 -1.632571e-04 	 -5.115404e-03 	 -3.656363e-03 	 -6.067431e-05 	 3.431437e-05 
465 	 -4.900211e-03 	 3.346510e-04 	 -1.128776e-02 	 -1.621863e-04 	 -5.572897e-04 	 -2.987867e-03 	 -6.174230e-05 	 2.781506e-05 
466 	 -3.661803e-03 	 1.500553e-03 	 -1.127140e-02 	 -1.586182e-04 	 -3.158921e-03 	 -2.045233e-03 	 -6.838861e-05 	 2.336646e-05 
467 	 -3.824853e-03 	 2.585392e-03 	 -1.125545e-02 	 -1.527424e-04 	 -3.838183e-03 	 -1.806147e-03 	 -7.646098e-05 	 1.944887e-05 
468 	 -6.981097e-03 	 1.514775e-03 	 -1.124632e-02 	 -1.491793e-04 	 -5.304427e-03 	 -6.253323e-04 	 -8.763184e-05 	 1.807113e-05 
469 	 -8.469090e-03 	 -1.017110e-03 	 -1.124040e-02 	 -1.510299e-04 	 9.683738e-04 	 1.085143e-03 	 -8.538023e-05 	 2.034634e-05 
470 	 -7.665119e-03 	 1.362512e-04 	 -1.123279e-02 	 -1.504187e-04 	 2.475274e-03 	 1.142911e-03 	 -7.993203e-05 	 2.273477e-05 
471 	 -9.706576e-03 	 1.121850e-03 	 -1.122955e-02 	 -1.477175e-04 	 5.830564e-04 	 -9.342481e-04 	 -7.852441e-05 	 2.070296e-05 
472 	 -9.206363e-03 	 8.033853e-04 	 -1.122526e-02 	 -1.457024e-04 	 -9.615625e-05 	 1.711539e-03 	 -7.856177e-05 	 2.428524e-05 
473 	 -7.317582e-03 	 8.093320e-04 	 -1.121700e-02 	 -1.436833e-04 	 -1.381583e-03 	 1.436764e-03 	 -8.131657e-05 	 2.727145e-05 
474 	 -5.224019e-03 	 -7.130609e-05 	 -1.120436e-02 	 -1.435306e-04 	 -1.862290e-03 	 1.110277e-03 	 -8.507390e-05 	 2.955628e-05 
475 	 -3.832371e-03 	 -4.120774e-04 	 -1.118884e-02 	 -1.440960e-04 	 -2.663193e-03 	 8.453121e-04 	 -9.050152e-05 	 3.127366e-05 
476 	 -6.035016e-03 	 1.197068e-03 	 -1.117801e-02 	 -1.412784e-04 	 -1.330680e-03 	 8.283152e-04 	 -9.310693e-05 	 3.294811e-05 
477 	 -1.451003e-03 	 -9.527923e-04 	 -1.115762e-02 	 -1.429797e-04 	 -2.611581e-03 	 1.367376e-03 	 -9.838675e-05 	 3.574566e-05 
478 	 2.658506e-04 	 7.581113e-06 	 -1.113372e-02 	 -1.426647e-04 	 -1.773272e-03 	 3.307533e-04 	 -1.018907e-04 	 3.636283e-05 
479 	 -2.271356e-03 	 1.104557e-03 	 -1.111522e-02 	 -1.400609e-04 	 3.985013e-04 	 5.556897e-04 	 -1.008460e-04 	 3.744702e-05 
480 	 -5.072056e-03 	 3.498109e-05 	 -1.110263e-02 	 -1.396962e-04 	 2.722144e-04 	 1.726806e-04 	 -1.000688e-04 	 3.772875e-05 
481 	 -2.459075e-03 	 4.492389e-04 	 -1.108466e-02 	 -1.384718e-04 	 -1.612936e-03 	 -3.688838e-04 	 -1.032141e-04 	 3.688341e-05 
482 	 -3.467277e-03 	 -4.328610e-04 	 -1.106886e-02 	 -1.390826e-04 	 3.021924e-04 	 -8.475368e-04 	 -1.023730e-04 	 3.504851e-05 
483 	 -6.098545e-03 	 -4.149634e-04 	 -1.105856e-02 	 -1.396538e-04 	 1.129421e-03 	 -1.076563e-03 	 -9.982269e-05 	 3.274704e-05 
484 	 -8.397467e-03 	 -1.359298e-03 	 -1.105307e-02 	 -1.421737e-04 	 -3.293324e-03 	 -9.698627e-04 	 -1.064208e-04 	 3.067553e-05 
485 	 -9.387329e-03 	 -1.087943e-04 	 -1.104963e-02 	 -1.421049e-04 	 -5.887915e-03 	 -9.195877e-04 	 -1.183414e-04 	 2.871622e-05 
486 	 -8.881874e-03 	 -4.681808e-04 	 -1.104517e-02 	 -1.427758e-04 	 -2.045394e-03 	 -1.309656e-03 	 -1.223066e-04 	 2.596237e-05 
487 	 -6.911374e-03 	 -1.868286e-03 	 -1.103668e-02 	 -1.463190e-04 	 -3.606897e-03 	 -1.060862e-05 	 -1.294618e-04 	 2.588728e-05 
488 	 -6.565881e-03 	 -1.237247e-03 	 -1.102752e-02 	 -1.485545e-04 	 -4.017279e-03 	 -5.189467e-04 	 -1.374286e-04 	 2.477081e-05 
489 	 -9.419827e-03 	 -1.549694e-03 	 -1.102423e-02 	 -1.514198e-04 	 -1.747553e-03 	 3.251880e-04 	 -1.407213e-04 	 2.538516e-05 
490 	 -7.953220e-03 	 -1.500943e-03 	 -1.101797e-02 	 -1.541739e-04 	 -2.300009e-03 	 -1.725615e-03 	 -1.451280e-04 	 2.181169e-05 
491 	 -7.953220e-03 	 -1.500943e-03 	 -1.101172e-02 	 -1.569168e-04 	 -2.300009e-03 	 -1.725615e-03 	 -1.495168e-04 	 1.825278e-05 
492 	 -4.549700e-03 	 -2.954885e-03 	 -1.099859e-02 	 -1.626038e-04 	 -1.840125e-04 	 -1.297386e-03 	 -1.495869e-04 	 1.557872e-05 
493 	 -4.549700e-03 	 -2.954885e-03 	 -1.098551e-02 	 -1.682676e-04 	 -1.840125e-04 	 -1.297386e-03 	 -1.496567e-04 	 1.291550e-05 
494 	 -4.386899e-03 	 -2.647318e-03 	 -1.097215e-02 	 -1.732859e-04 	 -1.426468e-03 	 -1.486397e-04 	 -1.522414e-04 	 1.258847e-05 
495 	 -6.585433e-03 	 -9.152946e-04 	 -1.096329e-02 	 -1.747849e-04 	 -1.883862e-03 	 -9.698159e-04 	 -1.557396e-04 	 1.060381e-05 
496 	 -6.794430e-03 	 -1.062702e-03 	 -1.095489e-02 	 -1.765751e-04 	 -1.183582e-03 	 -2.010804e-03 	 -1.578118e-04 	 6.528394e-06 
497 	 -6.865634e-03 	 -4.289029e-03 	 -1.094666e-02 	 -1.848497e-04 	 -2.547920e-03 	 -1.541498e-03 	 -1.626209e-04 	 3.413653e-06 
498 	 -7.494694e-03 	 -3.591889e-03 	 -1.093973e-02 	 -1.916911e-04 	 -7.699256e-04 	 -5.494641e-04 	 -1.638404e-04 	 2.303456e-06 
499 	 -4.379911e-03 	 -2.432451e-03 	 -1.092658e-02 	 -1.961816e-04 	 -9.024162e-05 	 1.388962e-05 	 -1.636929e-04 	 2.326675e-06 
500 	 -8.488880e-03 	 -1.293954e-03 	 -8.488880e-03 	 -1.293954e-03 	 -1.717219e-05 	 1.447754e-03 	 -1.717219e-05 	 1.447754e-03 
501 	 -8.488880e-03 	 -1.293954e-03 	 -8.488880e-03 	 -1.293954e-03 	 -1.717219e-05 	 1.447754e-03 	 -1.7
