#Beta=5.9000, ml=0.006600, ms=0.132000, u0=1.000, Nt=4, Ns=16^3 
#Iters 	 TraceF3iDzF3iMinusF4iDzF4i.real 	 TraceF3iDzF3iMinusF4iDzF4i.imag 	 AvgTraceF3iDzF3iMinusF4iDzF4i.real 	 AvgTraceF3iDzF3iMinusF4iDzF4i.imag 	 TraceF4iDzF3iPlusF3iDzF4i.real 	 TraceF4iDzF3iPlusF3iDzF4i.imag 	 AvgTraceF4iDzF3iPlusF3iDzF4i.real 	 AvgTraceF4iDzF3iPlusF3iDzF4i.imag 
141 	 -6.012193e-03 	 -2.426293e-03 	 -2.286972e-02 	 -2.481889e-04 	 -2.616211e-03 	 1.580353e-03 	 1.717678e-04 	 -2.757553e-04 
142 	 -6.471006e-03 	 -2.449872e-03 	 -2.275424e-02 	 -2.636937e-04 	 -9.066806e-04 	 1.022398e-03 	 1.641731e-04 	 -2.666134e-04 
143 	 -8.764499e-03 	 -2.151834e-03 	 -2.265641e-02 	 -2.768975e-04 	 -2.800434e-03 	 1.846637e-03 	 1.434416e-04 	 -2.518354e-04 
144 	 -1.204834e-02 	 -2.656649e-03 	 -2.258274e-02 	 -2.934235e-04 	 -9.573004e-05 	 2.907895e-04 	 1.417807e-04 	 -2.480672e-04 
145 	 -1.015958e-02 	 -2.290462e-03 	 -2.249706e-02 	 -3.071962e-04 	 -1.144919e-03 	 -4.734495e-04 	 1.329069e-04 	 -2.496215e-04 
146 	 -7.928053e-03 	 -1.840250e-03 	 -2.239727e-02 	 -3.176966e-04 	 5.763061e-05 	 -3.353034e-04 	 1.323913e-04 	 -2.502084e-04 
147 	 -9.666065e-03 	 -4.060591e-04 	 -2.231067e-02 	 -3.182977e-04 	 -2.195836e-03 	 -6.122822e-04 	 1.165530e-04 	 -2.526715e-04 
148 	 -9.189635e-03 	 -1.837206e-03 	 -2.222201e-02 	 -3.285606e-04 	 -1.349924e-03 	 9.126871e-04 	 1.066444e-04 	 -2.447974e-04 
149 	 -5.496929e-03 	 -1.814806e-03 	 -2.210976e-02 	 -3.385354e-04 	 -1.550181e-03 	 -1.201382e-03 	 9.552472e-05 	 -2.512175e-04 
150 	 -4.936308e-03 	 -1.811735e-03 	 -2.199527e-02 	 -3.483567e-04 	 -1.863662e-03 	 -1.117912e-03 	 8.246348e-05 	 -2.569954e-04 
151 	 -7.052585e-03 	 -1.803270e-03 	 -2.189631e-02 	 -3.579919e-04 	 -4.332310e-03 	 -5.205426e-05 	 5.322657e-05 	 -2.556382e-04 
152 	 -6.789142e-03 	 -5.606913e-04 	 -2.179693e-02 	 -3.593254e-04 	 -1.474458e-04 	 -3.127830e-04 	 5.190636e-05 	 -2.560142e-04 
153 	 -3.960091e-03 	 5.904591e-04 	 -2.168034e-02 	 -3.531177e-04 	 -2.434811e-04 	 3.556986e-04 	 4.997572e-05 	 -2.520160e-04 
154 	 -5.655197e-03 	 -3.105994e-04 	 -2.157629e-02 	 -3.528416e-04 	 -1.418275e-03 	 -2.139161e-04 	 4.044162e-05 	 -2.517686e-04 
155 	 -4.509091e-03 	 -6.236330e-04 	 -2.146617e-02 	 -3.545886e-04 	 -2.502193e-03 	 -5.686029e-04 	 2.403753e-05 	 -2.538127e-04 
156 	 -3.867719e-03 	 -2.826490e-03 	 -2.135336e-02 	 -3.704342e-04 	 -4.910748e-03 	 -4.005343e-04 	 -7.595709e-06 	 -2.547533e-04 
157 	 -6.623704e-03 	 -1.938247e-03 	 -2.125954e-02 	 -3.804202e-04 	 -1.236637e-03 	 -1.100932e-03 	 -1.542400e-05 	 -2.601429e-04 
158 	 -2.238350e-03 	 -8.066466e-04 	 -2.113916e-02 	 -3.831179e-04 	 -2.860448e-03 	 -2.921043e-04 	 -3.343048e-05 	 -2.603452e-04 
159 	 -4.197005e-03 	 -2.769781e-03 	 -2.103260e-02 	 -3.981283e-04 	 -5.192132e-03 	 1.020114e-03 	 -6.587514e-05 	 -2.522920e-04 
160 	 -7.895747e-03 	 -2.381050e-03 	 -2.095050e-02 	 -4.105216e-04 	 -5.100296e-04 	 1.969538e-03 	 -6.865111e-05 	 -2.384056e-04 
161 	 -8.678589e-03 	 -2.403940e-03 	 -2.087427e-02 	 -4.229031e-04 	 1.735064e-03 	 2.891977e-03 	 -5.744791e-05 	 -2.189622e-04 
162 	 -7.747303e-03 	 -2.300355e-03 	 -2.079324e-02 	 -4.344923e-04 	 1.663298e-03 	 2.116585e-03 	 -4.682602e-05 	 -2.045453e-04 
163 	 -6.123391e-03 	 -1.993844e-03 	 -2.070324e-02 	 -4.440588e-04 	 3.002146e-03 	 -3.886291e-04 	 -2.812067e-05 	 -2.056746e-04 
164 	 -6.739395e-03 	 -2.825453e-03 	 -2.061810e-02 	 -4.585795e-04 	 1.208045e-03 	 -4.304426e-04 	 -2.058307e-05 	 -2.070451e-04 
165 	 -6.356905e-03 	 -1.878148e-03 	 -2.053167e-02 	 -4.671830e-04 	 1.510658e-04 	 -6.005872e-04 	 -1.954278e-05 	 -2.094302e-04 
166 	 -6.472054e-03 	 -2.388685e-03 	 -2.044697e-02 	 -4.787583e-04 	 -4.031509e-03 	 -5.354760e-04 	 -4.371125e-05 	 -2.113944e-04 
167 	 -9.941412e-03 	 -1.850958e-04 	 -2.038406e-02 	 -4.769998e-04 	 -1.886587e-03 	 4.267654e-04 	 -5.474643e-05 	 -2.075731e-04 
168 	 -1.009952e-02 	 -8.099926e-04 	 -2.032285e-02 	 -4.789819e-04 	 -2.011839e-03 	 7.971005e-04 	 -6.639579e-05 	 -2.015929e-04 
169 	 -1.164680e-02 	 -1.280562e-03 	 -2.027151e-02 	 -4.837250e-04 	 -1.617166e-03 	 1.918224e-04 	 -7.557195e-05 	 -1.992650e-04 
170 	 -9.179583e-03 	 5.507638e-04 	 -2.020626e-02 	 -4.776398e-04 	 1.281451e-03 	 -9.987513e-04 	 -6.758946e-05 	 -2.039678e-04 
171 	 -1.218349e-02 	 1.318221e-03 	 -2.015935e-02 	 -4.671377e-04 	 -3.267010e-03 	 1.353289e-05 	 -8.629952e-05 	 -2.026959e-04 
172 	 -1.203946e-02 	 8.617801e-04 	 -2.011214e-02 	 -4.594114e-04 	 -2.621450e-03 	 1.374553e-03 	 -1.010388e-04 	 -1.935258e-04 
173 	 -9.625944e-03 	 1.721379e-04 	 -2.005152e-02 	 -4.557608e-04 	 -1.726432e-03 	 -7.676076e-04 	 -1.104341e-04 	 -1.968442e-04 
174 	 -1.243759e-02 	 1.455119e-03 	 -2.000776e-02 	 -4.447788e-04 	 -1.416633e-04 	 -6.898354e-04 	 -1.106136e-04 	 -1.996775e-04 
175 	 -1.184718e-02 	 2.100317e-03 	 -1.996113e-02 	 -4.302354e-04 	 2.869917e-03 	 -1.477151e-03 	 -9.358198e-05 	 -2.069774e-04 
176 	 -1.045420e-02 	 2.624331e-03 	 -1.990712e-02 	 -4.128799e-04 	 3.028117e-03 	 -3.567981e-03 	 -7.584505e-05 	 -2.260740e-04 
177 	 -6.932469e-03 	 3.369249e-03 	 -1.983381e-02 	 -3.915119e-04 	 5.732383e-04 	 -1.937161e-03 	 -7.217791e-05 	 -2.357411e-04 
178 	 -1.008303e-02 	 2.353086e-03 	 -1.977903e-02 	 -3.760928e-04 	 2.283818e-03 	 -1.777744e-03 	 -5.894198e-05 	 -2.444041e-04 
179 	 -1.077190e-02 	 1.066716e-03 	 -1.972871e-02 	 -3.680324e-04 	 3.732929e-04 	 -3.890970e-04 	 -5.652726e-05 	 -2.452124e-04 
180 	 -8.713080e-03 	 3.214602e-04 	 -1.966752e-02 	 -3.642019e-04 	 -8.523119e-04 	 -1.337665e-03 	 -6.094829e-05 	 -2.512816e-04 
181 	 -7.721270e-03 	 -9.427834e-04 	 -1.960151e-02 	 -3.673985e-04 	 8.868293e-05 	 -4.835135e-05 	 -6.012160e-05 	 -2.501604e-04 
182 	 -8.532134e-03 	 -1.455763e-03 	 -1.954069e-02 	 -3.733785e-04 	 -3.222010e-04 	 -7.070374e-04 	 -6.156159e-05 	 -2.526707e-04 
183 	 -1.088654e-02 	 9.111792e-04 	 -1.949340e-02 	 -3.663591e-04 	 -1.728923e-03 	 -2.013424e-03 	 -7.067285e-05 	 -2.622923e-04 
184 	 -1.101970e-02 	 1.733508e-03 	 -1.944735e-02 	 -3.549468e-04 	 -2.474138e-04 	 -2.805041e-04 	 -7.163340e-05 	 -2.623913e-04 
185 	 -7.270389e-03 	 1.883052e-03 	 -1.938153e-02 	 -3.428495e-04 	 -6.241060e-03 	 1.473053e-03 	 -1.049817e-04 	 -2.530105e-04 
186 	 -1.014094e-02 	 2.846444e-03 	 -1.933185e-02 	 -3.257027e-04 	 -4.628821e-03 	 1.823321e-04 	 -1.293034e-04 	 -2.506700e-04 
187 	 -7.177195e-03 	 3.161054e-03 	 -1.926685e-02 	 -3.070570e-04 	 -3.000716e-03 	 2.559030e-03 	 -1.446585e-04 	 -2.356448e-04 
188 	 -7.193454e-03 	 2.334776e-03 	 -1.920263e-02 	 -2.930047e-04 	 -2.744221e-03 	 2.140706e-03 	 -1.584860e-04 	 -2.230047e-04 
189 	 -8.187004e-03 	 2.144043e-03 	 -1.914435e-02 	 -2.801102e-04 	 -2.415993e-03 	 1.243865e-03 	 -1.704305e-04 	 -2.152435e-04 
190 	 -7.705404e-03 	 -7.046781e-04 	 -1.908414e-02 	 -2.823448e-04 	 -9.948082e-06 	 9.917426e-04 	 -1.695858e-04 	 -2.088909e-04 
191 	 -8.879811e-03 	 -2.494287e-03 	 -1.903072e-02 	 -2.939257e-04 	 2.090005e-03 	 6.817183e-04 	 -1.577555e-04 	 -2.042280e-04 
192 	 -6.869380e-03 	 -3.720929e-04 	 -1.896738e-02 	 -2.943328e-04 	 -9.135105e-04 	 2.719143e-04 	 -1.616917e-04 	 -2.017481e-04 
193 	 -5.487828e-03 	 3.381279e-04 	 -1.889753e-02 	 -2.910558e-04 	 -2.540466e-03 	 2.112435e-03 	 -1.740170e-04 	 -1.897575e-04 
194 	 -4.223794e-03 	 2.434786e-04 	 -1.882190e-02 	 -2.883005e-04 	 -2.267122e-03 	 2.591806e-03 	 -1.848062e-04 	 -1.754196e-04 
195 	 -6.624111e-03 	 -5.808809e-04 	 -1.875934e-02 	 -2.898009e-04 	 -1.947416e-03 	 1.008487e-03 	 -1.938452e-04 	 -1.693483e-04 
196 	 -4.829561e-03 	 -4.738936e-04 	 -1.868827e-02 	 -2.907401e-04 	 -3.282138e-03 	 1.217123e-03 	 -2.096018e-04 	 -1.622744e-04 
197 	 -5.181212e-03 	 -1.220797e-03 	 -1.861971e-02 	 -2.954612e-04 	 -1.461401e-03 	 1.318441e-03 	 -2.159561e-04 	 -1.547581e-04 
198 	 -4.107467e-03 	 -1.645927e-03 	 -1.854641e-02 	 -3.022817e-04 	 1.126987e-03 	 1.472557e-03 	 -2.091736e-04 	 -1.465394e-04 
199 	 -5.060929e-03 	 -2.024666e-03 	 -1.847865e-02 	 -3.109369e-04 	 2.259970e-03 	 1.974054e-03 	 -1.967658e-04 	 -1.358831e-04 
200 	 -5.522503e-03 	 -1.182787e-03 	 -1.841387e-02 	 -3.152962e-04 	 2.733444e-03 	 6.195141e-04 	 -1.821148e-04 	 -1.321061e-04 
201 	 -2.118434e-03 	 -1.441873e-03 	 -1.833280e-02 	 -3.209011e-04 	 3.077511e-03 	 -6.905942e-04 	 -1.658977e-04 	 -1.348847e-04 
202 	 -3.859779e-04 	 -5.206678e-04 	 -1.824395e-02 	 -3.218900e-04 	 3.295883e-03 	 8.856340e-05 	 -1.487602e-04 	 -1.337785e-04 
203 	 -1.652532e-03 	 -1.023014e-03 	 -1.816222e-02 	 -3.253438e-04 	 4.250279e-03 	 5.883628e-04 	 -1.270901e-04 	 -1.302211e-04 
204 	 -3.919102e-03 	 -1.450058e-03 	 -1.809240e-02 	 -3.308571e-04 	 1.378489e-03 	 1.507038e-03 	 -1.197098e-04 	 -1.221954e-04 
205 	 -5.251671e-03 	 -1.365241e-04 	 -1.802976e-02 	 -3.299091e-04 	 -7.294768e-04 	 2.028271e-03 	 -1.226842e-04 	 -1.117053e-04 
206 	 -8.590286e-03 	 -1.491638e-03 	 -1.798394e-02 	 -3.355486e-04 	 -2.454521e-03 	 2.561867e-03 	 -1.340038e-04 	 -9.872678e-05 
207 	 -8.983208e-03 	 -3.211371e-04 	 -1.794046e-02 	 -3.354790e-04 	 5.398974e-05 	 1.767802e-03 	 -1.330956e-04 	 -8.970973e-05 
208 	 -6.536185e-03 	 -3.811653e-04 	 -1.788563e-02 	 -3.356986e-04 	 9.061066e-04 	 1.141032e-03 	 -1.280995e-04 	 -8.379270e-05 
209 	 -4.332882e-03 	 -1.415457e-03 	 -1.782078e-02 	 -3.408649e-04 	 2.191990e-03 	 -3.109535e-04 	 -1.169986e-04 	 -8.487959e-05 
210 	 -3.193023e-03 	 6.826080e-04 	 -1.775113e-02 	 -3.359913e-04 	 2.892979e-03 	 -1.163757e-03 	 -1.026653e-04 	 -9.001710e-05 
211 	 -2.852677e-03 	 -1.510448e-05 	 -1.768052e-02 	 -3.344705e-04 	 3.709806e-03 	 -1.210804e-03 	 -8.459676e-05 	 -9.532889e-05 
212 	 -7.244151e-04 	 -9.931444e-04 	 -1.760054e-02 	 -3.375774e-04 	 7.515037e-04 	 -1.796905e-03 	 -8.065289e-05 	 -1.033552e-04 
213 	 -5.436421e-04 	 -1.166288e-03 	 -1.752046e-02 	 -3.414681e-04 	 1.556526e-03 	 -1.231208e-03 	 -7.296661e-05 	 -1.086503e-04 
214 	 -3.503176e-03 	 -1.120318e-04 	 -1.745496e-02 	 -3.403960e-04 	 -8.815439e-04 	 -1.149420e-03 	 -7.674501e-05 	 -1.135137e-04 
215 	 -7.638625e-04 	 -2.077110e-03 	 -1.737732e-02 	 -3.484737e-04 	 -2.286674e-03 	 8.163597e-04 	 -8.702375e-05 	 -1.091887e-04 
216 	 -6.322294e-03 	 -1.458032e-03 	 -1.732614e-02 	 -3.536105e-04 	 -8.666671e-03 	 9.257999e-04 	 -1.267443e-04 	 -1.043971e-04 
217 	 -1.656397e-03 	 -1.890242e-03 	 -1.725393e-02 	 -3.606918e-04 	 -7.090423e-03 	 1.820324e-03 	 -1.588350e-04 	 -9.552740e-05 
218 	 -2.331376e-03 	 -9.931699e-04 	 -1.718548e-02 	 -3.635931e-04 	 -5.662532e-03 	 1.144771e-03 	 -1.840813e-04 	 -8.983795e-05 
219 	 -5.982303e-03 	 6.862428e-04 	 -1.713432e-02 	 -3.587993e-04 	 -4.427485e-03 	 -6.429573e-04 	 -2.034576e-04 	 -9.236361e-05 
220 	 -6.297027e-03 	 1.569806e-03 	 -1.708506e-02 	 -3.500329e-04 	 -5.585434e-03 	 -1.880695e-03 	 -2.279211e-04 	 -1.004924e-04 
221 	 -7.171582e-03 	 1.376368e-03 	 -1.704021e-02 	 -3.422211e-04 	 -3.912750e-03 	 -1.533356e-03 	 -2.445946e-04 	 -1.069759e-04 
222 	 -6.130083e-03 	 -1.596893e-03 	 -1.699106e-02 	 -3.478728e-04 	 -3.704812e-03 	 -2.881510e-04 	 -2.601811e-04 	 -1.077920e-04 
223 	 -8.106722e-03 	 4.070313e-04 	 -1.695122e-02 	 -3.444876e-04 	 -1.776134e-03 	 -9.387704e-04 	 -2.669791e-04 	 -1.115184e-04 
224 	 -5.414763e-03 	 3.553636e-04 	 -1.689972e-02 	 -3.413633e-04 	 -2.186406e-03 	 4.201340e-04 	 -2.755480e-04 	 -1.091450e-04 
225 	 -8.652140e-03 	 -1.186244e-03 	 -1.686306e-02 	 -3.451183e-04 	 -1.762532e-03 	 2.166798e-03 	 -2.821568e-04 	 -9.902965e-05 
226 	 -7.168001e-03 	 5.693304e-04 	 -1.682016e-02 	 -3.410720e-04 	 -4.482779e-03 	 1.413779e-03 	 -3.007436e-04 	 -9.233581e-05 
227 	 -5.759017e-03 	 -1.092560e-03 	 -1.677144e-02 	 -3.443826e-04 	 -4.126291e-03 	 2.377195e-03 	 -3.175963e-04 	 -8.145682e-05 
228 	 -8.179357e-03 	 -2.067936e-03 	 -1.673375e-02 	 -3.519420e-04 	 -7.245071e-04 	 2.176769e-03 	 -3.193810e-04 	 -7.155232e-05 
229 	 -1.058796e-02 	 -1.904139e-03 	 -1.670692e-02 	 -3.587202e-04 	 -1.238531e-03 	 1.124064e-03 	 -3.233947e-04 	 -6.633129e-05 
230 	 -9.280035e-03 	 -2.675137e-04 	 -1.667462e-02 	 -3.583236e-04 	 2.425168e-04 	 9.801580e-05 	 -3.209342e-04 	 -6.561673e-05 
231 	 -5.277020e-03 	 -5.535191e-04 	 -1.662528e-02 	 -3.591686e-04 	 -5.067069e-03 	 -1.095022e-03 	 -3.414803e-04 	 -7.007303e-05 
232 	 -6.885329e-03 	 8.373474e-04 	 -1.658330e-02 	 -3.540112e-04 	 -1.719304e-04 	 1.534031e-04 	 -3.407495e-04 	 -6.910977e-05 
233 	 -5.580656e-03 	 1.581628e-03 	 -1.653608e-02 	 -3.457038e-04 	 -7.446462e-04 	 7.208918e-04 	 -3.424829e-04 	 -6.571921e-05 
234 	 -4.927939e-03 	 -9.754364e-05 	 -1.648647e-02 	 -3.446432e-04 	 -9.836408e-04 	 2.350678e-03 	 -3.452229e-04 	 -5.539273e-05 
235 	 -9.158747e-04 	 -1.516861e-04 	 -1.642021e-02 	 -3.438221e-04 	 -1.494371e-03 	 3.348303e-03 	 -3.501129e-04 	 -4.090891e-05 
236 	 -1.424092e-03 	 6.188888e-04 	 -1.635667e-02 	 -3.397429e-04 	 -9.112472e-04 	 2.150994e-03 	 -3.524906e-04 	 -3.162119e-05 
237 	 -4.926993e-03 	 -1.485332e-03 	 -1.630845e-02 	 -3.445766e-04 	 -1.639801e-03 	 2.088637e-03 	 -3.579223e-04 	 -2.267495e-05 
238 	 -3.423546e-03 	 4.610776e-06 	 -1.625431e-02 	 -3.431094e-04 	 -2.896960e-03 	 2.602611e-04 	 -3.685905e-04 	 -2.148615e-05 
239 	 -4.142018e-03 	 -3.730742e-04 	 -1.620363e-02 	 -3.432348e-04 	 -6.072792e-03 	 3.135822e-04 	 -3.924575e-04 	 -2.008419e-05 
240 	 -4.293378e-03 	 1.989849e-04 	 -1.615400e-02 	 -3.409755e-04 	 -2.520515e-03 	 -1.347720e-03 	 -4.013244e-04 	 -2.561600e-05 
241 	 -6.181503e-03 	 -9.230112e-04 	 -1.611262e-02 	 -3.433906e-04 	 -2.100839e-03 	 1.060437e-04 	 -4.083763e-04 	 -2.506970e-05 
242 	 -6.049080e-03 	 1.874066e-04 	 -1.607104e-02 	 -3.411972e-04 	 -4.695889e-03 	 2.161850e-03 	 -4.260933e-04 	 -1.603284e-05 
243 	 -5.378678e-03 	 1.435719e-03 	 -1.602704e-02 	 -3.338848e-04 	 -4.967488e-04 	 5.567233e-04 	 -4.263841e-04 	 -1.367582e-05 
244 	 -2.618874e-03 	 2.690816e-04 	 -1.597208e-02 	 -3.314136e-04 	 1.685291e-03 	 6.985287e-04 	 -4.177296e-04 	 -1.075695e-05 
245 	 -4.185925e-03 	 -2.470177e-05 	 -1.592398e-02 	 -3.301618e-04 	 1.804637e-03 	 1.999766e-03 	 -4.086588e-04 	 -2.550730e-06 
246 	 -5.678810e-03 	 7.707722e-04 	 -1.588233e-02 	 -3.256864e-04 	 -7.093578e-04 	 1.581974e-03 	 -4.098811e-04 	 3.890427e-06 
247 	 -8.817471e-03 	 1.749543e-03 	 -1.585373e-02 	 -3.172847e-04 	 -3.160153e-03 	 2.052375e-03 	 -4.210158e-04 	 1.218389e-05 
248 	 -1.070094e-02 	 9.341364e-04 	 -1.583295e-02 	 -3.122386e-04 	 2.303365e-03 	 8.181787e-04 	 -4.100304e-04 	 1.543387e-05 
249 	 -7.343336e-03 	 2.181324e-03 	 -1.579886e-02 	 -3.022243e-04 	 5.778094e-03 	 2.746939e-04 	 -3.851785e-04 	 1.647507e-05 
250 	 -4.965002e-03 	 3.343354e-03 	 -1.575552e-02 	 -2.876420e-04 	 7.339174e-03 	 4.881027e-04 	 -3.542811e-04 	 1.836158e-05 
251 	 -4.551083e-03 	 2.995180e-03 	 -1.571088e-02 	 -2.745630e-04 	 5.149701e-03 	 -7.406406e-04 	 -3.323529e-04 	 1.533767e-05 
252 	 -4.135654e-03 	 -4.225369e-04 	 -1.566495e-02 	 -2.751502e-04 	 1.760410e-03 	 1.632275e-03 	 -3.240483e-04 	 2.175409e-05 
253 	 -7.429222e-03 	 4.214713e-04 	 -1.563240e-02 	 -2.723968e-04 	 3.313999e-03 	 1.841441e-03 	 -3.096686e-04 	 2.894652e-05 
254 	 -9.204521e-03 	 -1.096415e-03 	 -1.560709e-02 	 -2.756410e-04 	 1.808107e-03 	 1.655062e-03 	 -3.013309e-04 	 3.534855e-05 
255 	 -8.322006e-03 	 -1.990072e-03 	 -1.557852e-02 	 -2.823642e-04 	 4.545385e-03 	 1.088882e-03 	 -2.823242e-04 	 3.948006e-05 
256 	 -8.322006e-03 	 -1.990072e-03 	 -1.555017e-02 	 -2.890350e-04 	 4.545385e-03 	 1.088882e-03 	 -2.634660e-04 	 4.357928e-05 
257 	 -1.054665e-02 	 -1.027999e-03 	 -1.553071e-02 	 -2.919103e-04 	 3.605316e-04 	 7.031465e-04 	 -2.610380e-04 	 4.614569e-05 
258 	 -9.830137e-03 	 -1.228173e-03 	 -1.550861e-02 	 -2.955392e-04 	 -1.796430e-03 	 -1.051085e-03 	 -2.669891e-04 	 4.189286e-05 
259 	 -6.824920e-03 	 -7.378094e-04 	 -1.547508e-02 	 -2.972468e-04 	 3.956298e-03 	 -1.558378e-03 	 -2.506830e-04 	 3.571421e-05 
260 	 -4.868138e-03 	 9.444312e-04 	 -1.543429e-02 	 -2.924711e-04 	 4.716294e-03 	 -8.243584e-05 	 -2.315792e-04 	 3.525978e-05 
261 	 -4.965453e-03 	 1.203146e-03 	 -1.539418e-02 	 -2.867408e-04 	 5.191979e-03 	 1.287038e-03 	 -2.107993e-04 	 4.005587e-05 
262 	 -5.135598e-03 	 -1.995750e-04 	 -1.535502e-02 	 -2.864081e-04 	 5.573433e-03 	 3.273037e-03 	 -1.887221e-04 	 5.239549e-05 
263 	 -3.515568e-03 	 1.810193e-03 	 -1.531000e-02 	 -2.784363e-04 	 5.479823e-03 	 2.901012e-03 	 -1.671687e-04 	 6.322673e-05 
264 	 1.672294e-07 	 1.189272e-03 	 -1.525201e-02 	 -2.728768e-04 	 5.916703e-03 	 1.307250e-03 	 -1.441237e-04 	 6.793894e-05 
265 	 1.905764e-03 	 6.343728e-04 	 -1.518726e-02 	 -2.694532e-04 	 5.180231e-03 	 1.747798e-03 	 -1.240318e-04 	 7.427803e-05 
266 	 -1.744382e-03 	 3.370263e-04 	 -1.513673e-02 	 -2.671732e-04 	 1.073813e-03 	 8.200409e-04 	 -1.195286e-04 	 7.708165e-05 
267 	 -4.394108e-03 	 1.006198e-03 	 -1.509649e-02 	 -2.624040e-04 	 2.310934e-03 	 1.064333e-03 	 -1.104258e-04 	 8.077922e-05 
268 	 -5.851933e-03 	 2.281820e-03 	 -1.506200e-02 	 -2.529106e-04 	 -1.269662e-03 	 -5.734842e-04 	 -1.147513e-04 	 7.833794e-05 
269 	 -4.605990e-03 	 1.057276e-03 	 -1.502313e-02 	 -2.480400e-04 	 -1.511646e-03 	 1.998698e-06 	 -1.199442e-04 	 7.805415e-05 
270 	 -4.605990e-03 	 1.057276e-03 	 -1.498455e-02 	 -2.432055e-04 	 -1.511646e-03 	 1.998698e-06 	 -1.250986e-04 	 7.777247e-05 
271 	 -6.048566e-03 	 1.356997e-03 	 -1.495157e-02 	 -2.373007e-04 	 3.097852e-03 	 -2.835620e-03 	 -1.132058e-04 	 6.702194e-05 
272 	 -8.943919e-03 	 6.405039e-04 	 -1.492949e-02 	 -2.340735e-04 	 5.545940e-03 	 -2.293044e-03 	 -9.240014e-05 	 5.834523e-05 
273 	 -9.190921e-03 	 -1.050921e-05 	 -1.490847e-02 	 -2.332546e-04 	 2.979938e-03 	 -2.796727e-03 	 -8.114616e-05 	 4.788709e-05 
274 	 -8.233319e-03 	 -2.995758e-04 	 -1.488410e-02 	 -2.334966e-04 	 3.258669e-03 	 -3.464093e-03 	 -6.895705e-05 	 3.506964e-05 
275 	 -7.351372e-03 	 -6.593885e-04 	 -1.485671e-02 	 -2.350453e-04 	 3.560711e-03 	 -3.150956e-03 	 -5.575826e-05 	 2.348410e-05 
276 	 -9.269102e-03 	 5.618384e-04 	 -1.483647e-02 	 -2.321581e-04 	 2.572780e-03 	 7.002123e-04 	 -4.623457e-05 	 2.593601e-05 
277 	 -1.137333e-02 	 8.599823e-04 	 -1.482396e-02 	 -2.282153e-04 	 1.551329e-03 	 -1.160818e-03 	 -4.046719e-05 	 2.165170e-05 
278 	 -8.166428e-03 	 -6.736374e-04 	 -1.480002e-02 	 -2.298176e-04 	 -1.627192e-03 	 1.189831e-03 	 -4.617484e-05 	 2.585378e-05 
279 	 -9.346458e-03 	 -8.772991e-04 	 -1.478047e-02 	 -2.321383e-04 	 -2.051075e-03 	 1.077624e-03 	 -5.336086e-05 	 2.962357e-05 
280 	 -1.004991e-02 	 -1.557195e-03 	 -1.476357e-02 	 -2.368706e-04 	 -2.686893e-03 	 9.904203e-04 	 -6.276633e-05 	 3.305498e-05 
281 	 -8.893102e-03 	 -8.659578e-04 	 -1.474268e-02 	 -2.391094e-04 	 5.367555e-04 	 -8.032243e-04 	 -6.063280e-05 	 3.007890e-05 
282 	 -8.893102e-03 	 -8.659578e-04 	 -1.472194e-02 	 -2.413322e-04 	 5.367555e-04 	 -8.032243e-04 	 -5.851440e-05 	 2.712392e-05 
283 	 -7.348100e-03 	 -4.448769e-04 	 -1.469588e-02 	 -2.420515e-04 	 3.448142e-03 	 8.869696e-05 	 -4.612339e-05 	 2.734150e-05 
284 	 -4.791492e-03 	 -1.138962e-03 	 -1.466101e-02 	 -2.452096e-04 	 4.289795e-04 	 -3.066163e-04 	 -4.445049e-05 	 2.616559e-05 
285 	 -3.254384e-03 	 -2.355621e-03 	 -1.462099e-02 	 -2.526146e-04 	 -3.746742e-03 	 -7.234119e-04 	 -5.744099e-05 	 2.353549e-05 
286 	 -4.454135e-03 	 -1.592562e-03 	 -1.458544e-02 	 -2.572997e-04 	 -1.130021e-03 	 -7.130614e-04 	 -6.119127e-05 	 2.095998e-05 
287 	 -5.052573e-03 	 -1.022614e-03 	 -1.455222e-02 	 -2.599663e-04 	 -3.313106e-04 	 4.356687e-04 	 -6.213245e-05 	 2.240496e-05 
288 	 -5.353536e-03 	 7.090815e-04 	 -1.452028e-02 	 -2.566015e-04 	 8.343477e-04 	 2.768333e-03 	 -5.901967e-05 	 3.193943e-05 
289 	 -5.353536e-03 	 7.090815e-04 	 -1.448856e-02 	 -2.532601e-04 	 8.343477e-04 	 2.768333e-03 	 -5.592843e-05 	 4.140792e-05 
290 	 -2.934701e-03 	 -8.013569e-04 	 -1.444872e-02 	 -2.551501e-04 	 1.047309e-03 	 1.604824e-03 	 -5.212417e-05 	 4.679901e-05 
291 	 -4.004204e-03 	 -7.403551e-04 	 -1.441283e-02 	 -2.568174e-04 	 -2.027229e-04 	 5.447234e-04 	 -5.264169e-05 	 4.851009e-05 
292 	 -9.890735e-04 	 -7.885797e-04 	 -1.436686e-02 	 -2.586385e-04 	 6.610307e-04 	 1.478941e-03 	 -5.019760e-05 	 5.340882e-05 
293 	 -4.167188e-03 	 -3.496981e-05 	 -1.433205e-02 	 -2.578752e-04 	 2.459979e-03 	 7.317046e-04 	 -4.163045e-05 	 5.572383e-05 
