#Beta=5.9000, ml=0.006600, ms=0.132000, u0=1.000, Nt=4, Ns=16^3 
#Iters 	 TraceF3iF3iMinusF4iF4i.real 	 TraceF3iF3iMinusF4iF4i.imag 	 AvgTraceF3iF3iMinusF4iF4i.real 	 AvgTraceF3iF3iMinusF4iF4i.imag 	 TraceF4iF3iPlusF3iF4i.real 	 TraceF4iF3iPlusF3iF4i.imag 	 AvgTraceF4iF3iPlusF3iF4i.real 	 AvgTraceF4iF3iPlusF3iF4i.imag 
301 	 3.911888e-03 	 2.497243e-20 	 4.640532e-03 	 -3.993844e-21 	 -3.153099e-03 	 -2.105909e-19 	 1.014675e-03 	 -1.462303e-20 
302 	 6.621309e-03 	 1.393176e-19 	 4.647091e-03 	 -3.519303e-21 	 -2.428126e-03 	 -3.503921e-19 	 1.003275e-03 	 -1.573485e-20 
303 	 2.672029e-03 	 -5.335568e-20 	 4.640572e-03 	 -3.683779e-21 	 -4.091708e-04 	 -5.635251e-20 	 9.986132e-04 	 -1.586890e-20 
304 	 8.565001e-04 	 -9.807372e-20 	 4.628125e-03 	 -3.994273e-21 	 1.279853e-03 	 -5.196758e-19 	 9.995383e-04 	 -1.752616e-20 
305 	 -2.807738e-03 	 -2.711287e-19 	 4.603745e-03 	 -4.870123e-21 	 4.587266e-04 	 -3.641332e-20 	 9.977652e-04 	 -1.758809e-20 
306 	 -6.026556e-04 	 -3.058795e-19 	 4.586730e-03 	 -5.853814e-21 	 -4.581238e-03 	 8.920316e-21 	 9.795331e-04 	 -1.750146e-20 
307 	 -3.816575e-03 	 -1.372638e-19 	 4.559358e-03 	 -6.281859e-21 	 -7.793923e-03 	 -6.262212e-20 	 9.509551e-04 	 -1.764843e-20 
308 	 8.314754e-04 	 -2.552051e-19 	 4.547255e-03 	 -7.090052e-21 	 -4.110541e-03 	 -1.513600e-19 	 9.345217e-04 	 -1.808256e-20 
309 	 1.224324e-03 	 -8.877003e-20 	 4.536501e-03 	 -7.354388e-21 	 -7.271567e-03 	 6.835980e-19 	 9.079648e-04 	 -1.581175e-20 
310 	 7.379124e-04 	 3.610508e-19 	 4.524247e-03 	 -6.165984e-21 	 -4.787130e-03 	 -4.704548e-20 	 8.895935e-04 	 -1.591250e-20 
311 	 2.963737e-03 	 -9.760859e-21 	 4.519229e-03 	 -6.177544e-21 	 -2.703685e-03 	 -1.508777e-20 	 8.780395e-04 	 -1.590985e-20 
312 	 -2.603921e-04 	 -1.276975e-19 	 4.503910e-03 	 -6.567030e-21 	 -1.151966e-03 	 -1.468355e-19 	 8.715331e-04 	 -1.632948e-20 
313 	 2.690022e-03 	 -4.522021e-20 	 4.498115e-03 	 -6.690523e-21 	 3.532297e-03 	 2.281505e-19 	 8.800340e-04 	 -1.554840e-20 
314 	 5.472625e-04 	 2.720963e-19 	 4.485533e-03 	 -5.802667e-21 	 4.890254e-05 	 -2.260606e-19 	 8.773870e-04 	 -1.621882e-20 
315 	 5.078615e-03 	 -2.631930e-19 	 4.487415e-03 	 -6.619779e-21 	 -1.325088e-03 	 -3.607972e-19 	 8.703951e-04 	 -1.731272e-20 
316 	 5.078615e-03 	 -2.631930e-19 	 4.489286e-03 	 -7.431719e-21 	 -1.325088e-03 	 -3.607972e-19 	 8.634473e-04 	 -1.839969e-20 
317 	 5.446440e-03 	 -3.255207e-19 	 4.492306e-03 	 -8.435155e-21 	 5.741150e-03 	 -5.715830e-19 	 8.788344e-04 	 -2.014475e-20 
318 	 5.019143e-03 	 6.641757e-20 	 4.493963e-03 	 -8.199769e-21 	 5.282136e-03 	 1.543188e-20 	 8.926813e-04 	 -2.003288e-20 
319 	 6.648737e-03 	 -1.698526e-20 	 4.500717e-03 	 -8.227309e-21 	 5.855874e-03 	 -8.195126e-20 	 9.082399e-04 	 -2.022698e-20 
320 	 2.892468e-03 	 -1.522187e-19 	 4.495692e-03 	 -8.677282e-21 	 9.801990e-03 	 -7.267195e-21 	 9.360328e-04 	 -2.018648e-20 
321 	 5.417031e-03 	 -2.630630e-20 	 4.498562e-03 	 -8.732201e-21 	 2.733863e-03 	 -8.743961e-20 	 9.416335e-04 	 -2.039599e-20 
322 	 2.503552e-03 	 1.039939e-19 	 4.492366e-03 	 -8.382120e-21 	 3.529782e-03 	 -2.300461e-19 	 9.496713e-04 	 -2.104708e-20 
323 	 -1.364344e-03 	 -3.819801e-19 	 4.474234e-03 	 -9.538771e-21 	 2.805907e-03 	 -6.062204e-19 	 9.554181e-04 	 -2.285876e-20 
324 	 2.316076e-03 	 -2.283035e-19 	 4.467573e-03 	 -1.021397e-20 	 -1.008389e-03 	 1.500722e-19 	 9.493570e-04 	 -2.232502e-20 
325 	 3.644212e-03 	 -1.145446e-19 	 4.465039e-03 	 -1.053499e-20 	 -1.518902e-03 	 8.484929e-20 	 9.417623e-04 	 -2.199525e-20 
326 	 6.270737e-03 	 1.226573e-19 	 4.470578e-03 	 -1.012642e-20 	 -1.719275e-03 	 2.119539e-19 	 9.335997e-04 	 -2.127762e-20 
327 	 2.465226e-03 	 -7.291839e-20 	 4.464446e-03 	 -1.031845e-20 	 -4.560085e-04 	 -2.119721e-19 	 9.293501e-04 	 -2.186078e-20 
328 	 9.441727e-04 	 2.188788e-19 	 4.453713e-03 	 -9.619675e-21 	 2.592327e-03 	 -1.183873e-19 	 9.344201e-04 	 -2.215507e-20 
329 	 2.853694e-03 	 -6.546168e-20 	 4.448850e-03 	 -9.789407e-21 	 6.796062e-03 	 -1.553131e-19 	 9.522367e-04 	 -2.255981e-20 
330 	 1.795641e-03 	 -3.171952e-20 	 4.440810e-03 	 -9.855862e-21 	 4.886742e-03 	 7.502590e-20 	 9.641594e-04 	 -2.226409e-20 
331 	 -2.022618e-03 	 -2.871698e-19 	 4.421283e-03 	 -1.069367e-20 	 6.229249e-03 	 -1.385918e-19 	 9.800660e-04 	 -2.261553e-20 
332 	 -2.764281e-03 	 -1.083047e-19 	 4.399640e-03 	 -1.098768e-20 	 -1.077616e-04 	 2.766075e-19 	 9.767895e-04 	 -2.171426e-20 
333 	 -2.679105e-03 	 6.251421e-20 	 4.378382e-03 	 -1.076695e-20 	 -2.859630e-04 	 -2.250076e-19 	 9.729974e-04 	 -2.232475e-20 
334 	 -6.416237e-03 	 2.575437e-19 	 4.346063e-03 	 -9.963626e-21 	 2.097669e-03 	 1.734809e-19 	 9.763647e-04 	 -2.173851e-20 
335 	 -4.069855e-03 	 1.940147e-19 	 4.320941e-03 	 -9.354735e-21 	 5.265188e-04 	 -2.775993e-19 	 9.750219e-04 	 -2.250227e-20 
336 	 2.428458e-03 	 2.903382e-19 	 4.315308e-03 	 -8.462792e-21 	 2.227750e-03 	 3.262814e-20 	 9.787502e-04 	 -2.233819e-20 
337 	 2.303992e-03 	 6.171046e-20 	 4.309340e-03 	 -8.254563e-21 	 -2.709803e-03 	 -1.741298e-19 	 9.678050e-04 	 -2.278861e-20 
338 	 -2.320613e-03 	 -4.277610e-20 	 4.289725e-03 	 -8.356698e-21 	 -4.479256e-03 	 -3.533852e-19 	 9.516894e-04 	 -2.376671e-20 
339 	 4.034505e-03 	 -2.560416e-19 	 4.288972e-03 	 -9.087332e-21 	 -6.220062e-04 	 2.645766e-19 	 9.470472e-04 	 -2.291614e-20 
340 	 1.782147e-03 	 -2.244218e-19 	 4.281599e-03 	 -9.720668e-21 	 -1.809047e-03 	 -1.280571e-19 	 9.389411e-04 	 -2.322538e-20 
341 	 4.942372e-03 	 -4.625243e-19 	 4.283537e-03 	 -1.104854e-20 	 -1.053173e-03 	 3.405279e-19 	 9.330991e-04 	 -2.215865e-20 
342 	 4.486583e-03 	 -7.618754e-20 	 4.284130e-03 	 -1.123900e-20 	 1.943309e-03 	 9.041580e-20 	 9.360529e-04 	 -2.182949e-20 
343 	 6.532506e-03 	 -5.371824e-19 	 4.290686e-03 	 -1.277237e-20 	 -3.918288e-04 	 2.527376e-19 	 9.321815e-04 	 -2.102900e-20 
344 	 4.015049e-03 	 -4.070524e-19 	 4.289884e-03 	 -1.391853e-20 	 -5.616385e-03 	 3.673840e-20 	 9.131450e-04 	 -2.086107e-20 
345 	 -9.039438e-04 	 -9.996697e-20 	 4.274830e-03 	 -1.416794e-20 	 -2.404243e-03 	 -3.809392e-19 	 9.035294e-04 	 -2.190477e-20 
346 	 -1.343544e-03 	 -1.820904e-19 	 4.258592e-03 	 -1.465327e-20 	 -1.089537e-03 	 -2.486608e-19 	 8.977691e-04 	 -2.256014e-20 
347 	 5.796107e-05 	 -2.629698e-20 	 4.246486e-03 	 -1.468682e-20 	 -6.314806e-03 	 -7.709778e-20 	 8.769836e-04 	 -2.271731e-20 
348 	 -3.313290e-03 	 1.262364e-19 	 4.224763e-03 	 -1.428187e-20 	 -2.498366e-03 	 -3.878431e-19 	 8.672843e-04 	 -2.376652e-20 
349 	 -2.481055e-03 	 1.409768e-21 	 4.205548e-03 	 -1.423691e-20 	 -5.073084e-03 	 -1.849396e-19 	 8.502632e-04 	 -2.422833e-20 
350 	 -3.015546e-04 	 2.109511e-19 	 4.192671e-03 	 -1.359352e-20 	 8.757552e-04 	 5.426549e-19 	 8.503360e-04 	 -2.260867e-20 
351 	 -1.069268e-03 	 -8.825486e-20 	 4.177679e-03 	 -1.380623e-20 	 -2.793860e-04 	 -3.411781e-19 	 8.471174e-04 	 -2.351627e-20 
352 	 -3.219747e-03 	 -2.368107e-19 	 4.156664e-03 	 -1.443976e-20 	 1.983313e-04 	 -2.429893e-19 	 8.452743e-04 	 -2.413978e-20 
353 	 -3.661127e-04 	 2.110764e-19 	 4.143852e-03 	 -1.380091e-20 	 -2.122160e-03 	 1.600495e-19 	 8.368680e-04 	 -2.361799e-20 
354 	 2.460807e-03 	 1.868443e-19 	 4.139097e-03 	 -1.323411e-20 	 3.534660e-03 	 6.385156e-19 	 8.444888e-04 	 -2.174756e-20 
355 	 2.587476e-03 	 -5.968573e-19 	 4.134727e-03 	 -1.487812e-20 	 3.716460e-03 	 -1.782252e-19 	 8.525789e-04 	 -2.218834e-20 
356 	 2.034656e-03 	 4.218029e-21 	 4.128827e-03 	 -1.482448e-20 	 2.929735e-03 	 -1.326839e-19 	 8.584136e-04 	 -2.249872e-20 
357 	 -8.363247e-04 	 1.959301e-19 	 4.114919e-03 	 -1.423413e-20 	 2.235617e-03 	 -7.561506e-20 	 8.622713e-04 	 -2.264751e-20 
358 	 3.516384e-03 	 1.367780e-19 	 4.113248e-03 	 -1.381231e-20 	 -7.272154e-05 	 1.773322e-19 	 8.596596e-04 	 -2.208890e-20 
359 	 3.516384e-03 	 1.367780e-19 	 4.111585e-03 	 -1.339284e-20 	 -7.272154e-05 	 1.773322e-19 	 8.570624e-04 	 -2.153341e-20 
360 	 4.466581e-03 	 1.205357e-19 	 4.112571e-03 	 -1.302081e-20 	 2.879874e-03 	 -2.318633e-19 	 8.626814e-04 	 -2.211766e-20 
361 	 6.203841e-03 	 -2.165439e-19 	 4.118364e-03 	 -1.358459e-20 	 2.268574e-03 	 9.878563e-20 	 8.665758e-04 	 -2.178275e-20 
362 	 2.726511e-03 	 2.488332e-19 	 4.114519e-03 	 -1.285968e-20 	 5.763619e-03 	 -1.821131e-19 	 8.801035e-04 	 -2.222565e-20 
363 	 3.861056e-03 	 5.110410e-19 	 4.113821e-03 	 -1.141643e-20 	 4.370652e-03 	 2.080587e-19 	 8.897194e-04 	 -2.159126e-20 
364 	 2.233612e-03 	 -7.976192e-20 	 4.108656e-03 	 -1.160419e-20 	 4.012349e-03 	 2.339912e-19 	 8.982980e-04 	 -2.088911e-20 
365 	 5.482870e-04 	 2.561219e-19 	 4.098901e-03 	 -1.087069e-20 	 7.923295e-03 	 3.234934e-19 	 9.175446e-04 	 -1.994560e-20 
366 	 -2.054060e-03 	 -3.928146e-19 	 4.082090e-03 	 -1.191426e-20 	 4.280832e-03 	 4.562067e-20 	 9.267339e-04 	 -1.976645e-20 
367 	 -3.403127e-04 	 2.872600e-19 	 4.070040e-03 	 -1.109907e-20 	 1.950415e-03 	 4.944886e-20 	 9.295232e-04 	 -1.957786e-20 
368 	 -6.199171e-03 	 -2.107558e-21 	 4.042134e-03 	 -1.107463e-20 	 -3.328013e-03 	 3.537686e-20 	 9.179538e-04 	 -1.942852e-20 
369 	 1.463345e-03 	 -3.994242e-19 	 4.035146e-03 	 -1.212707e-20 	 -1.745861e-03 	 -1.044597e-19 	 9.107348e-04 	 -1.965896e-20 
370 	 5.428756e-03 	 -1.461008e-19 	 4.038912e-03 	 -1.248916e-20 	 -4.397583e-03 	 -2.014470e-19 	 8.963880e-04 	 -2.015028e-20 
371 	 1.823138e-03 	 4.411643e-19 	 4.032940e-03 	 -1.126638e-20 	 -8.133058e-03 	 7.299060e-19 	 8.720499e-04 	 -1.812856e-20 
372 	 -1.475854e-03 	 4.780096e-19 	 4.018131e-03 	 -9.951119e-21 	 -8.166272e-03 	 -4.431161e-19 	 8.477533e-04 	 -1.927100e-20 
373 	 -1.311066e-03 	 4.979402e-20 	 4.003844e-03 	 -9.790945e-21 	 -7.747402e-03 	 1.791566e-19 	 8.247100e-04 	 -1.873903e-20 
374 	 -1.345765e-03 	 -9.848368e-20 	 3.989540e-03 	 -1.002809e-20 	 -9.657627e-03 	 3.836962e-19 	 7.966824e-04 	 -1.766300e-20 
375 	 -3.057657e-03 	 3.858538e-19 	 3.970747e-03 	 -8.972406e-21 	 -7.300108e-03 	 7.895935e-20 	 7.750909e-04 	 -1.740534e-20 
376 	 9.380250e-04 	 3.260702e-19 	 3.962682e-03 	 -8.081335e-21 	 -4.579866e-03 	 -2.323714e-19 	 7.608490e-04 	 -1.797706e-20 
377 	 2.898342e-03 	 -1.911255e-19 	 3.959858e-03 	 -8.566863e-21 	 -9.532775e-03 	 4.287360e-19 	 7.335450e-04 	 -1.679214e-20 
378 	 2.142228e-03 	 1.449789e-19 	 3.955050e-03 	 -8.160657e-21 	 -2.678789e-03 	 -5.525587e-20 	 7.245176e-04 	 -1.689390e-20 
379 	 3.373934e-03 	 3.176092e-19 	 3.953517e-03 	 -7.301106e-21 	 -4.548447e-03 	 5.947573e-20 	 7.106048e-04 	 -1.669239e-20 
380 	 3.379370e-03 	 2.408500e-20 	 3.952006e-03 	 -7.218511e-21 	 -7.498505e-03 	 4.035868e-19 	 6.890019e-04 	 -1.558639e-20 
381 	 -3.481062e-04 	 -2.472716e-19 	 3.940719e-03 	 -7.848572e-21 	 -2.826159e-03 	 3.657011e-19 	 6.797758e-04 	 -1.458564e-20 
382 	 -2.003678e-03 	 -1.801694e-19 	 3.925158e-03 	 -8.299674e-21 	 -1.027201e-03 	 5.572592e-20 	 6.753072e-04 	 -1.440158e-20 
383 	 -3.255884e-03 	 1.143988e-19 	 3.906409e-03 	 -7.979312e-21 	 1.926321e-03 	 9.548518e-20 	 6.785736e-04 	 -1.411467e-20 
384 	 -3.255884e-03 	 1.143988e-19 	 3.887757e-03 	 -7.660619e-21 	 1.926321e-03 	 9.548518e-20 	 6.818229e-04 	 -1.382925e-20 
385 	 -4.644023e-03 	 -2.015422e-19 	 3.865596e-03 	 -8.164208e-21 	 5.095839e-03 	 -2.637904e-19 	 6.932879e-04 	 -1.447850e-20 
386 	 -8.867584e-04 	 2.055762e-19 	 3.853285e-03 	 -7.610476e-21 	 8.494551e-03 	 -1.400346e-19 	 7.134984e-04 	 -1.480378e-20 
387 	 -1.631240e-03 	 1.217587e-19 	 3.839113e-03 	 -7.276189e-21 	 5.152541e-03 	 -4.532160e-19 	 7.249688e-04 	 -1.593662e-20 
388 	 -3.811233e-03 	 1.033129e-19 	 3.819395e-03 	 -6.991165e-21 	 -7.964599e-05 	 3.733149e-20 	 7.228951e-04 	 -1.579934e-20 
389 	 -6.326775e-03 	 -2.226026e-19 	 3.793313e-03 	 -7.545436e-21 	 3.241646e-03 	 1.458563e-19 	 7.293700e-04 	 -1.538377e-20 
390 	 -1.522322e-03 	 1.608994e-19 	 3.779683e-03 	 -7.113527e-21 	 7.267677e-04 	 3.045410e-19 	 7.293633e-04 	 -1.456345e-20 
391 	 5.255111e-05 	 4.183659e-19 	 3.770150e-03 	 -6.025344e-21 	 7.699678e-04 	 -7.293591e-19 	 7.294672e-04 	 -1.639157e-20 
392 	 -1.607457e-03 	 2.635003e-19 	 3.756432e-03 	 -5.337779e-21 	 2.191786e-03 	 3.417042e-20 	 7.331976e-04 	 -1.626259e-20 
393 	 -4.157147e-03 	 3.036636e-19 	 3.736296e-03 	 -4.551516e-21 	 -1.166670e-03 	 7.691452e-19 	 7.283633e-04 	 -1.426409e-20 
394 	 -6.893702e-04 	 -1.262227e-19 	 3.725063e-03 	 -4.860326e-21 	 -2.565891e-03 	 3.940089e-20 	 7.200023e-04 	 -1.412789e-20 
395 	 3.655172e-03 	 -3.515022e-19 	 3.724886e-03 	 -5.737900e-21 	 -1.853414e-03 	 6.599454e-20 	 7.134873e-04 	 -1.392505e-20 
396 	 5.729381e-03 	 -5.565742e-20 	 3.729948e-03 	 -5.863960e-21 	 5.983145e-04 	 -2.379468e-20 	 7.131964e-04 	 -1.394997e-20 
397 	 5.987751e-03 	 -4.865839e-20 	 3.735635e-03 	 -5.971754e-21 	 4.729821e-05 	 -4.175045e-19 	 7.115191e-04 	 -1.496648e-20 
398 	 8.157998e-03 	 5.698117e-20 	 3.746747e-03 	 -5.813581e-21 	 1.253690e-04 	 9.135714e-20 	 7.100464e-04 	 -1.469933e-20 
399 	 5.623238e-03 	 -3.954058e-19 	 3.751450e-03 	 -6.790003e-21 	 -1.430682e-03 	 3.361794e-19 	 7.046811e-04 	 -1.381994e-20 
400 	 6.543505e-03 	 2.910427e-19 	 3.758430e-03 	 -6.045421e-21 	 -2.872655e-03 	 -5.906897e-21 	 6.957378e-04 	 -1.380016e-20 
401 	 8.535091e-03 	 1.637260e-19 	 3.770342e-03 	 -5.622051e-21 	 -1.273986e-03 	 -1.259432e-19 	 6.908258e-04 	 -1.407981e-20 
402 	 8.547765e-03 	 -1.700375e-21 	 3.782226e-03 	 -5.612295e-21 	 -1.708818e-03 	 -3.156521e-20 	 6.848565e-04 	 -1.412331e-20 
403 	 1.209388e-02 	 1.831494e-19 	 3.802850e-03 	 -5.143904e-21 	 -2.207665e-03 	 -5.407255e-19 	 6.776790e-04 	 -1.543002e-20 
404 	 4.688923e-03 	 -6.639206e-20 	 3.805043e-03 	 -5.295508e-21 	 4.643044e-04 	 3.573172e-19 	 6.771509e-04 	 -1.450737e-20 
405 	 4.484679e-03 	 1.222144e-19 	 3.806721e-03 	 -4.980669e-21 	 6.497295e-03 	 4.459289e-19 	 6.915216e-04 	 -1.337049e-20 
406 	 6.674423e-03 	 -2.347745e-20 	 3.813785e-03 	 -5.026228e-21 	 2.357694e-03 	 -1.370382e-19 	 6.956255e-04 	 -1.367509e-20 
407 	 6.322100e-03 	 -4.375460e-19 	 3.819948e-03 	 -6.088930e-21 	 3.330441e-03 	 5.350130e-19 	 7.020992e-04 	 -1.232697e-20 
408 	 6.830533e-03 	 -2.608715e-19 	 3.827327e-03 	 -6.713397e-21 	 3.024120e-04 	 -7.025452e-20 	 7.011196e-04 	 -1.246895e-20 
409 	 9.610316e-03 	 -9.533930e-20 	 3.841466e-03 	 -6.930086e-21 	 -2.420755e-03 	 1.335359e-19 	 6.934867e-04 	 -1.211197e-20 
410 	 2.508117e-03 	 -3.968660e-19 	 3.838214e-03 	 -7.881149e-21 	 4.516125e-03 	 3.286389e-21 	 7.028102e-04 	 -1.207441e-20 
411 	 2.508117e-03 	 -3.968660e-19 	 3.834978e-03 	 -8.827584e-21 	 4.516125e-03 	 3.286389e-21 	 7.120883e-04 	 -1.203703e-20 
412 	 2.632877e-03 	 6.672829e-19 	 3.832060e-03 	 -7.186540e-21 	 1.327267e-03 	 -3.803211e-20 	 7.135815e-04 	 -1.210013e-20 
413 	 1.155956e-02 	 3.741846e-20 	 3.850771e-03 	 -7.078537e-21 	 7.723688e-03 	 2.195892e-19 	 7.305551e-04 	 -1.153914e-20 
414 	 6.942786e-03 	 -3.427182e-19 	 3.858239e-03 	 -7.889261e-21 	 4.225168e-03 	 -1.867327e-19 	 7.389962e-04 	 -1.196231e-20 
415 	 1.002203e-02 	 2.868357e-19 	 3.873092e-03 	 -7.179080e-21 	 1.222029e-03 	 -5.537519e-20 	 7.401601e-04 	 -1.206692e-20 
416 	 8.262135e-03 	 1.041589e-19 	 3.883642e-03 	 -6.911441e-21 	 2.843300e-03 	 -4.332640e-19 	 7.452157e-04 	 -1.307941e-20 
417 	 1.198472e-02 	 2.111363e-19 	 3.903069e-03 	 -6.388545e-21 	 4.424268e-03 	 -1.791026e-19 	 7.540384e-04 	 -1.347755e-20 
418 	 8.853640e-03 	 2.694613e-20 	 3.914913e-03 	 -6.308797e-21 	 3.652199e-03 	 1.172527e-19 	 7.609718e-04 	 -1.316480e-20 
419 	 9.171544e-03 	 4.004890e-19 	 3.927458e-03 	 -5.337919e-21 	 3.123336e-03 	 2.982044e-19 	 7.666099e-04 	 -1.242167e-20 
420 	 9.967983e-03 	 3.531986e-19 	 3.941841e-03 	 -4.484260e-21 	 -1.395894e-03 	 2.408837e-19 	 7.614611e-04 	 -1.181857e-20 
421 	 1.204521e-02 	 -4.578494e-19 	 3.961089e-03 	 -5.561137e-21 	 -9.309038e-04 	 -4.005415e-20 	 7.574412e-04 	 -1.188563e-20 
422 	 1.081716e-02 	 -2.832131e-20 	 3.977335e-03 	 -5.615071e-21 	 1.001028e-03 	 -1.426705e-19 	 7.580184e-04 	 -1.219555e-20 
423 	 1.245722e-02 	 -2.172060e-19 	 3.997382e-03 	 -6.115286e-21 	 -1.254154e-03 	 -2.488283e-20 	 7.532615e-04 	 -1.222554e-20 
424 	 8.993308e-03 	 -5.828421e-19 	 4.009165e-03 	 -7.475491e-21 	 -7.363871e-03 	 2.999282e-19 	 7.341173e-04 	 -1.148933e-20 
425 	 6.975261e-03 	 3.436486e-21 	 4.016144e-03 	 -7.449816e-21 	 -3.576607e-03 	 -6.057320e-20 	 7.239745e-04 	 -1.160482e-20 
426 	 5.651516e-03 	 6.507177e-19 	 4.019983e-03 	 -5.904822e-21 	 9.850486e-04 	 1.309001e-19 	 7.245873e-04 	 -1.127031e-20 
427 	 4.311425e-03 	 -4.034423e-19 	 4.020666e-03 	 -6.835823e-21 	 -3.328425e-03 	 -6.989780e-20 	 7.150955e-04 	 -1.140761e-20 
428 	 5.046810e-03 	 -3.508967e-19 	 4.023063e-03 	 -7.639703e-21 	 1.866100e-04 	 -6.913906e-20 	 7.138607e-04 	 -1.154249e-20 
429 	 3.768338e-03 	 -5.875288e-20 	 4.022469e-03 	 -7.758848e-21 	 5.085178e-03 	 -2.060093e-21 	 7.240503e-04 	 -1.152039e-20 
430 	 8.834518e-03 	 -4.732219e-20 	 4.033660e-03 	 -7.850856e-21 	 8.056599e-03 	 9.583880e-20 	 7.411027e-04 	 -1.127072e-20 
431 	 7.411419e-03 	 3.438440e-19 	 4.041497e-03 	 -7.034859e-21 	 4.237268e-03 	 -3.557948e-19 	 7.492144e-04 	 -1.207008e-20 
432 	 7.650833e-03 	 -9.440579e-20 	 4.049852e-03 	 -7.237106e-21 	 5.826908e-03 	 -4.056742e-20 	 7.609684e-04 	 -1.213604e-20 
433 	 9.459264e-03 	 -7.734937e-20 	 4.062345e-03 	 -7.399028e-21 	 8.653466e-03 	 -2.337853e-19 	 7.791958e-04 	 -1.264793e-20 
434 	 -8.346696e-04 	 -7.527728e-20 	 4.051062e-03 	 -7.555430e-21 	 7.031992e-03 	 -2.602186e-20 	 7.936032e-04 	 -1.267875e-20 
435 	 3.654512e-03 	 1.658625e-19 	 4.050150e-03 	 -7.156768e-21 	 5.029759e-03 	 3.051701e-19 	 8.033415e-04 	 -1.194806e-20 
436 	 6.719381e-03 	 -9.194957e-20 	 4.056272e-03 	 -7.351247e-21 	 5.779042e-03 	 3.774508e-19 	 8.147537e-04 	 -1.105495e-20 
437 	 5.815907e-03 	 -2.781888e-20 	 4.060299e-03 	 -7.398084e-21 	 5.634509e-03 	 -6.327932e-22 	 8.257828e-04 	 -1.103110e-20 
438 	 6.965255e-03 	 1.368504e-20 	 4.066931e-03 	 -7.349949e-21 	 2.541272e-03 	 -2.399368e-19 	 8.296995e-04 	 -1.155371e-20 
439 	 1.898848e-03 	 -1.738357e-19 	 4.061992e-03 	 -7.729187e-21 	 1.586593e-03 	 -5.454015e-20 	 8.314236e-04 	 -1.165163e-20 
440 	 3.337002e-03 	 1.242724e-19 	 4.060345e-03 	 -7.429184e-21 	 2.387265e-03 	 -5.357740e-19 	 8.349596e-04 	 -1.284282e-20 
441 	 1.482967e-03 	 2.605297e-19 	 4.054500e-03 	 -6.821567e-21 	 4.167576e-03 	 2.401748e-19 	 8.425166e-04 	 -1.226908e-20 
442 	 4.184387e-03 	 -4.121764e-21 	 4.054794e-03 	 -6.815459e-21 	 9.435639e-03 	 5.284092e-19 	 8.619580e-04 	 -1.104583e-20 
443 	 1.948962e-03 	 -1.173276e-19 	 4.050040e-03 	 -7.064922e-21 	 8.514852e-03 	 -2.668708e-19 	 8.792332e-04 	 -1.162331e-20 
444 	 6.359535e-03 	 3.695813e-19 	 4.055242e-03 	 -6.216620e-21 	 4.381490e-03 	 2.033725e-19 	 8.871211e-04 	 -1.113909e-20 
445 	 6.427372e-03 	 -2.805053e-19 	 4.060573e-03 	 -6.832999e-21 	 2.711151e-03 	 -3.335875e-19 	 8.912201e-04 	 -1.186369e-20 
446 	 1.016628e-02 	 2.104680e-19 	 4.074263e-03 	 -6.345777e-21 	 3.591207e-03 	 -2.062864e-20 	 8.972739e-04 	 -1.188334e-20 
447 	 3.633659e-03 	 -8.985228e-20 	 4.073277e-03 	 -6.532592e-21 	 4.963769e-04 	 -1.251024e-19 	 8.963770e-04 	 -1.213663e-20 
448 	 5.887425e-03 	 -9.953365e-20 	 4.077326e-03 	 -6.740184e-21 	 3.006037e-03 	 1.551410e-19 	 9.010861e-04 	 -1.176324e-20 
449 	 8.742068e-03 	 -2.843260e-19 	 4.087715e-03 	 -7.358415e-21 	 -2.636172e-03 	 6.027043e-19 	 8.932080e-04 	 -1.039472e-20 
450 	 6.394843e-03 	 2.832938e-19 	 4.092842e-03 	 -6.712521e-21 	 -3.630712e-03 	 -5.386642e-20 	 8.831548e-04 	 -1.049132e-20 
451 	 6.763073e-03 	 8.642157e-20 	 4.098763e-03 	 -6.506016e-21 	 -3.098154e-03 	 -7.098740e-20 	 8.743271e-04 	 -1.062546e-20 
452 	 4.489278e-03 	 -3.011765e-19 	 4.099627e-03 	 -7.157941e-21 	 -2.545688e-03 	 -3.350900e-19 	 8.667607e-04 	 -1.134330e-20 
453 	 7.606716e-03 	 2.692758e-19 	 4.107369e-03 	 -6.547712e-21 	 -3.577267e-03 	 -3.138853e-19 	 8.569505e-04 	 -1.201116e-20 
454 	 5.841113e-03 	 2.915799e-19 	 4.111188e-03 	 -5.891044e-21 	 -2.590890e-03 	 -2.351393e-19 	 8.493561e-04 	 -1.250264e-20 
455 	 1.895565e-03 	 -3.584998e-19 	 4.106318e-03 	 -6.666008e-21 	 -1.000059e-03 	 -1.710361e-19 	 8.452915e-04 	 -1.285106e-20 
456 	 -5.928609e-04 	 6.958075e-19 	 4.096013e-03 	 -5.125496e-21 	 -3.386702e-03 	 -1.157474e-20 	 8.360108e-04 	 -1.284826e-20 
457 	 -5.928609e-04 	 6.958075e-19 	 4.085753e-03 	 -3.591726e-21 	 -3.386702e-03 	 -1.157474e-20 	 8.267707e-04 	 -1.284547e-20 
458 	 -2.270508e-03 	 -4.720344e-19 	 4.071875e-03 	 -4.614527e-21 	 -2.046432e-03 	 -1.785172e-19 	 8.204973e-04 	 -1.320720e-20 
