#Beta=5.9000, ml=0.006600, ms=0.132000, u0=1.000, Nt=4, Ns=16^3 
#Iters 	 TraceF3iF3iMinusF4iF4i.real 	 TraceF3iF3iMinusF4iF4i.imag 	 AvgTraceF3iF3iMinusF4iF4i.real 	 AvgTraceF3iF3iMinusF4iF4i.imag 	 TraceF4iF3iPlusF3iF4i.real 	 TraceF4iF3iPlusF3iF4i.imag 	 AvgTraceF4iF3iPlusF3iF4i.real 	 AvgTraceF4iF3iPlusF3iF4i.imag 
143 	 4.226657e-03 	 1.660628e-19 	 4.866067e-03 	 -6.796336e-21 	 -6.753041e-03 	 5.420060e-20 	 -3.925534e-05 	 -2.670462e-20 
144 	 5.651695e-03 	 1.380479e-19 	 4.871523e-03 	 -5.790474e-21 	 -5.565182e-03 	 -4.988106e-21 	 -7.762983e-05 	 -2.655381e-20 
145 	 6.990620e-03 	 -2.522157e-19 	 4.886137e-03 	 -7.489959e-21 	 -3.175570e-03 	 -1.640754e-20 	 -9.899493e-05 	 -2.648384e-20 
146 	 4.956253e-03 	 -1.919446e-20 	 4.886618e-03 	 -7.570126e-21 	 -5.364428e-03 	 5.848006e-19 	 -1.350595e-04 	 -2.229696e-20 
147 	 2.089602e-03 	 -3.840674e-19 	 4.867590e-03 	 -1.013133e-20 	 -3.946888e-03 	 -4.977766e-20 	 -1.609904e-04 	 -2.248390e-20 
148 	 2.136980e-03 	 -1.961768e-19 	 4.849140e-03 	 -1.138840e-20 	 -7.616776e-03 	 9.086414e-20 	 -2.113673e-04 	 -2.171804e-20 
149 	 3.828505e-03 	 3.905163e-20 	 4.842290e-03 	 -1.104987e-20 	 -7.120528e-03 	 -1.820012e-19 	 -2.577375e-04 	 -2.279376e-20 
150 	 -3.831767e-04 	 1.403924e-19 	 4.807454e-03 	 -1.004026e-20 	 -6.511069e-03 	 3.267198e-20 	 -2.994264e-04 	 -2.242399e-20 
151 	 2.795413e-03 	 8.347576e-20 	 4.794129e-03 	 -9.420946e-21 	 -6.205338e-03 	 1.300638e-19 	 -3.385384e-04 	 -2.141414e-20 
152 	 7.277243e-03 	 4.252655e-19 	 4.810465e-03 	 -6.561167e-21 	 1.485555e-03 	 -5.468472e-19 	 -3.265377e-04 	 -2.487094e-20 
153 	 6.575344e-03 	 1.069623e-19 	 4.822000e-03 	 -5.819183e-21 	 4.244410e-03 	 1.877553e-19 	 -2.966623e-04 	 -2.348122e-20 
154 	 5.494566e-03 	 1.664350e-19 	 4.826368e-03 	 -4.700650e-21 	 2.264337e-03 	 2.071306e-19 	 -2.800324e-04 	 -2.198374e-20 
155 	 8.596508e-03 	 -3.090060e-19 	 4.850691e-03 	 -6.663910e-21 	 6.584109e-03 	 -1.972015e-19 	 -2.357476e-04 	 -2.311418e-20 
156 	 4.010919e-03 	 -1.521635e-20 	 4.845308e-03 	 -6.718733e-21 	 3.492228e-03 	 -2.559429e-19 	 -2.118503e-04 	 -2.460667e-20 
157 	 5.235655e-03 	 2.142272e-19 	 4.847794e-03 	 -5.311434e-21 	 5.532337e-03 	 2.224148e-19 	 -1.752632e-04 	 -2.303329e-20 
158 	 8.372449e-03 	 2.537770e-19 	 4.870102e-03 	 -3.671634e-21 	 7.403925e-03 	 -1.320479e-19 	 -1.272936e-04 	 -2.372325e-20 
159 	 7.784760e-03 	 6.221819e-20 	 4.888434e-03 	 -3.257233e-21 	 4.562435e-03 	 -6.583655e-20 	 -9.779846e-05 	 -2.398812e-20 
160 	 6.371503e-03 	 -1.070895e-19 	 4.897703e-03 	 -3.906185e-21 	 8.789204e-03 	 -4.600654e-20 	 -4.225470e-05 	 -2.412573e-20 
161 	 6.714242e-03 	 7.292659e-20 	 4.908986e-03 	 -3.428963e-21 	 9.196431e-03 	 4.231163e-20 	 1.512844e-05 	 -2.371308e-20 
162 	 7.956209e-03 	 2.827107e-19 	 4.927796e-03 	 -1.662668e-21 	 7.848525e-03 	 1.509286e-19 	 6.348274e-05 	 -2.263504e-20 
163 	 4.407402e-03 	 1.197362e-19 	 4.924603e-03 	 -9.178901e-22 	 4.697596e-03 	 -4.003008e-19 	 9.191288e-05 	 -2.495201e-20 
164 	 1.106977e-03 	 -2.565984e-19 	 4.901325e-03 	 -2.476917e-21 	 2.679146e-03 	 3.056929e-20 	 1.076887e-04 	 -2.461347e-20 
165 	 2.467524e-03 	 1.395146e-19 	 4.886574e-03 	 -1.616363e-21 	 1.708022e-03 	 -5.902389e-20 	 1.173877e-04 	 -2.482201e-20 
166 	 6.414205e-03 	 -3.830266e-20 	 4.895777e-03 	 -1.837364e-21 	 -8.874878e-04 	 -3.008855e-19 	 1.113342e-04 	 -2.648505e-20 
167 	 7.704622e-03 	 -2.804793e-19 	 4.912597e-03 	 -3.505879e-21 	 1.835703e-03 	 -7.063047e-20 	 1.216598e-04 	 -2.674939e-20 
168 	 7.795873e-03 	 1.397433e-19 	 4.929759e-03 	 -2.653205e-21 	 -2.308920e-03 	 -2.831179e-19 	 1.071920e-04 	 -2.827539e-20 
169 	 9.854990e-03 	 -1.636411e-19 	 4.958902e-03 	 -3.605796e-21 	 -2.777388e-04 	 -4.824407e-20 	 1.049143e-04 	 -2.839355e-20 
170 	 9.706134e-03 	 -5.380914e-19 	 4.986827e-03 	 -6.749829e-21 	 2.655538e-03 	 6.491962e-20 	 1.199180e-04 	 -2.784465e-20 
171 	 8.190310e-03 	 4.041560e-19 	 5.005561e-03 	 -4.346871e-21 	 2.427995e-03 	 -2.588968e-19 	 1.334155e-04 	 -2.919583e-20 
172 	 6.772956e-03 	 3.565319e-19 	 5.015837e-03 	 -2.248739e-21 	 6.202885e-03 	 4.783993e-19 	 1.687031e-04 	 -2.624470e-20 
173 	 5.759988e-03 	 -7.787546e-20 	 5.020138e-03 	 -2.685887e-21 	 6.639066e-03 	 7.955058e-20 	 2.061041e-04 	 -2.563316e-20 
174 	 9.018460e-03 	 2.817454e-19 	 5.043117e-03 	 -1.051225e-21 	 3.061856e-03 	 -3.477261e-20 	 2.225165e-04 	 -2.568569e-20 
175 	 1.129444e-02 	 -4.923825e-20 	 5.078839e-03 	 -1.326579e-21 	 1.695151e-03 	 -6.761126e-20 	 2.309315e-04 	 -2.592526e-20 
176 	 8.220698e-03 	 4.469515e-20 	 5.096690e-03 	 -1.065092e-21 	 -1.956942e-03 	 -9.575153e-20 	 2.185004e-04 	 -2.632200e-20 
177 	 6.234144e-03 	 4.668700e-19 	 5.103116e-03 	 1.578609e-21 	 -2.531196e-03 	 9.056056e-20 	 2.029654e-04 	 -2.566165e-20 
178 	 6.754772e-03 	 5.467231e-21 	 5.112395e-03 	 1.600455e-21 	 -2.266690e-04 	 2.619009e-19 	 2.005517e-04 	 -2.404613e-20 
179 	 5.803368e-03 	 1.932294e-19 	 5.116256e-03 	 2.671008e-21 	 1.148430e-03 	 6.935082e-21 	 2.058471e-04 	 -2.387305e-20 
180 	 7.333750e-03 	 -1.312415e-19 	 5.128575e-03 	 1.927050e-21 	 3.985825e-03 	 -3.076624e-19 	 2.268470e-04 	 -2.544966e-20 
181 	 6.399357e-03 	 -2.315558e-19 	 5.135596e-03 	 6.370891e-22 	 1.349576e-03 	 8.018606e-20 	 2.330499e-04 	 -2.486604e-20 
182 	 5.633592e-03 	 -3.716006e-19 	 5.138332e-03 	 -1.408173e-21 	 1.533341e-03 	 -2.141571e-21 	 2.401944e-04 	 -2.474118e-20 
183 	 4.609176e-03 	 5.813497e-20 	 5.135441e-03 	 -1.082800e-21 	 -1.080988e-03 	 2.055287e-19 	 2.329748e-04 	 -2.348287e-20 
184 	 2.949190e-03 	 -4.793354e-19 	 5.123559e-03 	 -3.682000e-21 	 7.185402e-04 	 -8.093383e-20 	 2.356138e-04 	 -2.379510e-20 
185 	 3.885398e-03 	 -1.737974e-19 	 5.116866e-03 	 -4.601542e-21 	 5.285304e-03 	 1.070889e-19 	 2.629094e-04 	 -2.308762e-20 
186 	 5.254035e-03 	 -3.588313e-19 	 5.117603e-03 	 -6.506003e-21 	 1.074078e-03 	 3.035908e-19 	 2.672705e-04 	 -2.133129e-20 
187 	 3.846549e-03 	 3.917724e-20 	 5.110806e-03 	 -6.261708e-21 	 3.404015e-03 	 5.693329e-19 	 2.840445e-04 	 -1.817266e-20 
188 	 9.198164e-03 	 -9.080521e-20 	 5.132548e-03 	 -6.711407e-21 	 2.315567e-03 	 -4.334443e-19 	 2.948505e-04 	 -2.038155e-20 
189 	 8.152080e-03 	 -5.559330e-20 	 5.148524e-03 	 -6.970042e-21 	 5.964513e-03 	 -2.719207e-19 	 3.248487e-04 	 -2.171244e-20 
190 	 6.053045e-03 	 -1.529574e-19 	 5.153285e-03 	 -7.738396e-21 	 3.773532e-03 	 3.117437e-19 	 3.429997e-04 	 -1.995741e-20 
191 	 7.772362e-03 	 1.665222e-19 	 5.166997e-03 	 -6.826037e-21 	 6.476763e-03 	 3.492266e-19 	 3.751136e-04 	 -1.802451e-20 
192 	 3.971739e-03 	 -1.695001e-19 	 5.160772e-03 	 -7.673298e-21 	 1.143375e-02 	 -8.050519e-19 	 4.327107e-04 	 -2.212361e-20 
193 	 1.244558e-02 	 5.102029e-19 	 5.198517e-03 	 -4.990001e-21 	 9.808963e-03 	 -9.707419e-20 	 4.812923e-04 	 -2.251196e-20 
194 	 1.227873e-02 	 5.889412e-21 	 5.235013e-03 	 -4.933922e-21 	 8.066754e-03 	 -5.334012e-19 	 5.203926e-04 	 -2.514541e-20 
195 	 9.846796e-03 	 -1.846978e-19 	 5.258663e-03 	 -5.855788e-21 	 1.155287e-02 	 -2.194035e-20 	 5.769695e-04 	 -2.512897e-20 
196 	 4.545210e-03 	 3.195832e-19 	 5.255023e-03 	 -4.195384e-21 	 1.023647e-02 	 -3.878021e-19 	 6.262526e-04 	 -2.697934e-20 
197 	 2.351507e-03 	 3.136899e-19 	 5.240284e-03 	 -2.581753e-21 	 1.304486e-02 	 1.166490e-19 	 6.892912e-04 	 -2.625027e-20 
198 	 -5.277455e-05 	 -9.282674e-20 	 5.213552e-03 	 -3.037536e-21 	 9.506771e-03 	 -3.987011e-22 	 7.338240e-04 	 -2.611970e-20 
199 	 6.373284e-03 	 -4.891093e-20 	 5.219380e-03 	 -3.268056e-21 	 5.742310e-03 	 7.403266e-21 	 7.589922e-04 	 -2.595124e-20 
200 	 1.872278e-03 	 -1.846486e-19 	 5.202644e-03 	 -4.174958e-21 	 5.929129e-03 	 -1.644617e-19 	 7.848429e-04 	 -2.664380e-20 
201 	 3.241089e-03 	 1.520248e-19 	 5.192885e-03 	 -3.397845e-21 	 3.737853e-03 	 1.785531e-19 	 7.995345e-04 	 -2.562292e-20 
202 	 3.738726e-03 	 -5.970165e-20 	 5.185686e-03 	 -3.676577e-21 	 1.197737e-03 	 -1.882953e-20 	 8.015058e-04 	 -2.558929e-20 
203 	 2.562045e-03 	 1.915862e-19 	 5.172762e-03 	 -2.714691e-21 	 7.231790e-05 	 2.605123e-20 	 7.979138e-04 	 -2.533490e-20 
204 	 -2.303015e-04 	 -1.543017e-19 	 5.146276e-03 	 -3.457765e-21 	 3.493786e-03 	 -8.461065e-20 	 8.111288e-04 	 -2.562547e-20 
205 	 5.779386e-04 	 3.739769e-20 	 5.123992e-03 	 -3.258470e-21 	 1.669146e-03 	 2.337819e-19 	 8.153143e-04 	 -2.436006e-20 
206 	 2.220329e-03 	 -1.906837e-19 	 5.109896e-03 	 -4.168301e-21 	 6.485996e-03 	 -1.195009e-19 	 8.428419e-04 	 -2.482191e-20 
207 	 1.607071e-03 	 -6.113919e-21 	 5.092974e-03 	 -4.177700e-21 	 1.300534e-03 	 1.157730e-19 	 8.450529e-04 	 -2.414271e-20 
208 	 -2.873594e-03 	 -5.475153e-19 	 5.054674e-03 	 -6.789900e-21 	 4.203079e-03 	 -3.293635e-19 	 8.611973e-04 	 -2.561012e-20 
209 	 -4.263098e-03 	 3.040119e-19 	 5.010091e-03 	 -5.302810e-21 	 3.655839e-03 	 2.727041e-19 	 8.745688e-04 	 -2.418278e-20 
210 	 5.285448e-04 	 -1.913154e-19 	 4.988750e-03 	 -6.188584e-21 	 3.810955e-03 	 -1.820666e-19 	 8.885516e-04 	 -2.493461e-20 
211 	 -2.140507e-04 	 -1.495896e-19 	 4.964092e-03 	 -6.868210e-21 	 6.150181e-03 	 -1.712921e-19 	 9.134882e-04 	 -2.562824e-20 
212 	 3.820282e-03 	 -3.843730e-19 	 4.958697e-03 	 -8.648893e-21 	 5.525127e-03 	 -2.515113e-19 	 9.352412e-04 	 -2.669373e-20 
213 	 1.080462e-02 	 -3.546774e-19 	 4.986143e-03 	 -1.027344e-20 	 3.170056e-03 	 -2.067199e-19 	 9.457333e-04 	 -2.753892e-20 
214 	 7.195596e-03 	 2.661292e-19 	 4.996467e-03 	 -8.981839e-21 	 5.189327e-03 	 1.414920e-19 	 9.655632e-04 	 -2.674906e-20 
215 	 1.052548e-02 	 -1.307268e-19 	 5.022184e-03 	 -9.548095e-21 	 4.751537e-03 	 8.478601e-20 	 9.831724e-04 	 -2.623029e-20 
216 	 9.644809e-03 	 1.804453e-19 	 5.043585e-03 	 -8.668496e-21 	 9.900564e-03 	 -4.439611e-19 	 1.024457e-03 	 -2.816423e-20 
217 	 3.671932e-03 	 4.735798e-20 	 5.037264e-03 	 -8.410309e-21 	 7.519792e-03 	 -1.453547e-19 	 1.054389e-03 	 -2.870428e-20 
218 	 5.124009e-03 	 -5.169569e-20 	 5.037662e-03 	 -8.608866e-21 	 5.492459e-03 	 4.496554e-21 	 1.074747e-03 	 -2.855198e-20 
219 	 7.250017e-03 	 2.292374e-19 	 5.047764e-03 	 -7.522810e-21 	 7.067376e-03 	 -3.961256e-19 	 1.102111e-03 	 -3.023040e-20 
220 	 8.881178e-03 	 1.255313e-19 	 5.065188e-03 	 -6.918018e-21 	 7.037371e-03 	 8.075599e-20 	 1.129089e-03 	 -2.972591e-20 
221 	 8.708289e-03 	 -4.601133e-20 	 5.081673e-03 	 -7.094911e-21 	 1.053103e-02 	 -3.548944e-19 	 1.171632e-03 	 -3.119727e-20 
222 	 4.559843e-03 	 5.467634e-20 	 5.079322e-03 	 -6.816662e-21 	 4.336123e-03 	 -8.144172e-20 	 1.185886e-03 	 -3.142359e-20 
223 	 6.480729e-03 	 -1.313111e-19 	 5.085607e-03 	 -7.374933e-21 	 1.187201e-03 	 1.983372e-19 	 1.185892e-03 	 -3.039327e-20 
224 	 9.355175e-03 	 1.950560e-19 	 5.104667e-03 	 -6.471224e-21 	 1.662984e-03 	 -3.174330e-19 	 1.188022e-03 	 -3.167470e-20 
225 	 1.300161e-02 	 4.022671e-19 	 5.139765e-03 	 -4.654609e-21 	 -2.083360e-03 	 3.074101e-19 	 1.173483e-03 	 -3.016766e-20 
226 	 1.420295e-02 	 2.053750e-19 	 5.179867e-03 	 -3.725275e-21 	 -1.178387e-04 	 -1.424180e-19 	 1.167769e-03 	 -3.066434e-20 
227 	 9.272794e-03 	 -9.358846e-20 	 5.197898e-03 	 -4.121148e-21 	 -3.346211e-03 	 -5.232372e-20 	 1.147883e-03 	 -3.075976e-20 
228 	 1.467391e-02 	 -1.656162e-19 	 5.239459e-03 	 -4.829459e-21 	 -1.576539e-05 	 3.502399e-19 	 1.142780e-03 	 -2.908871e-20 
229 	 7.187177e-03 	 2.779600e-19 	 5.247965e-03 	 -3.594571e-21 	 -1.967190e-03 	 2.940379e-20 	 1.129199e-03 	 -2.883328e-20 
230 	 8.503496e-03 	 -6.718881e-20 	 5.262119e-03 	 -3.871067e-21 	 -3.665561e-03 	 2.100513e-19 	 1.108352e-03 	 -2.779465e-20 
231 	 1.006137e-02 	 -3.540564e-19 	 5.282895e-03 	 -5.387021e-21 	 -5.947021e-04 	 -2.565120e-19 	 1.100980e-03 	 -2.878477e-20 
232 	 8.527458e-03 	 -1.989906e-19 	 5.296880e-03 	 -6.221520e-21 	 1.619302e-03 	 3.142529e-19 	 1.103214e-03 	 -2.730616e-20 
233 	 7.501683e-03 	 1.965661e-19 	 5.306343e-03 	 -5.351187e-21 	 2.380873e-03 	 2.308305e-19 	 1.108697e-03 	 -2.619828e-20 
234 	 8.692870e-03 	 3.172429e-19 	 5.320815e-03 	 -3.972579e-21 	 4.130064e-03 	 -3.456664e-20 	 1.121609e-03 	 -2.623404e-20 
235 	 1.026862e-02 	 -7.718697e-20 	 5.341870e-03 	 -4.284130e-21 	 7.891928e-04 	 -1.633636e-19 	 1.120195e-03 	 -2.681757e-20 
236 	 7.150516e-03 	 -5.527399e-21 	 5.349534e-03 	 -4.289398e-21 	 4.873329e-04 	 1.541509e-19 	 1.117513e-03 	 -2.605075e-20 
237 	 5.493722e-03 	 1.709954e-19 	 5.350142e-03 	 -3.549800e-21 	 -2.740365e-03 	 2.212282e-19 	 1.101235e-03 	 -2.500738e-20 
238 	 6.146782e-03 	 -1.613602e-19 	 5.353489e-03 	 -4.212869e-21 	 2.956448e-03 	 -1.995921e-19 	 1.109030e-03 	 -2.574093e-20 
239 	 4.451921e-03 	 -9.189105e-20 	 5.349717e-03 	 -4.579723e-21 	 2.709125e-03 	 -1.656553e-19 	 1.115725e-03 	 -2.632635e-20 
240 	 5.211912e-03 	 -1.329549e-19 	 5.349143e-03 	 -5.114619e-21 	 7.419947e-04 	 -4.909524e-20 	 1.114168e-03 	 -2.642122e-20 
241 	 6.258974e-03 	 -7.065422e-20 	 5.352918e-03 	 -5.386568e-21 	 -9.673791e-04 	 1.874073e-19 	 1.105531e-03 	 -2.553396e-20 
242 	 7.993131e-03 	 1.926206e-21 	 5.363828e-03 	 -5.356350e-21 	 -4.090979e-03 	 3.771389e-19 	 1.084058e-03 	 -2.387002e-20 
243 	 1.952621e-03 	 -1.499570e-19 	 5.349790e-03 	 -5.951414e-21 	 -6.594738e-03 	 -3.814213e-19 	 1.052458e-03 	 -2.534143e-20 
244 	 2.485500e-03 	 -6.707397e-20 	 5.338051e-03 	 -6.201917e-21 	 -2.587424e-03 	 8.128125e-20 	 1.037540e-03 	 -2.490445e-20 
245 	 3.296886e-03 	 7.326142e-20 	 5.329720e-03 	 -5.877577e-21 	 -3.322393e-03 	 3.556070e-19 	 1.019744e-03 	 -2.335134e-20 
246 	 5.451802e-03 	 1.138048e-19 	 5.330216e-03 	 -5.391063e-21 	 3.367884e-04 	 -7.296680e-19 	 1.016968e-03 	 -2.622255e-20 
247 	 2.774054e-03 	 -4.893563e-20 	 5.319867e-03 	 -5.567356e-21 	 -2.023624e-03 	 5.563211e-19 	 1.004658e-03 	 -2.386407e-20 
248 	 4.000050e-03 	 2.517541e-19 	 5.314545e-03 	 -4.529770e-21 	 1.488883e-03 	 2.226872e-19 	 1.006611e-03 	 -2.286991e-20 
249 	 3.452789e-03 	 -1.834345e-19 	 5.307069e-03 	 -5.248263e-21 	 2.755559e-03 	 -2.500766e-19 	 1.013634e-03 	 -2.378239e-20 
250 	 5.118591e-03 	 -1.336178e-19 	 5.306315e-03 	 -5.761741e-21 	 2.910042e-03 	 -2.473965e-19 	 1.021220e-03 	 -2.467685e-20 
251 	 1.810795e-03 	 -1.159346e-19 	 5.292388e-03 	 -6.200677e-21 	 4.499443e-03 	 1.805727e-19 	 1.035078e-03 	 -2.385912e-20 
252 	 5.178541e-03 	 3.909391e-20 	 5.291936e-03 	 -6.020937e-21 	 3.156336e-03 	 -2.437172e-19 	 1.043495e-03 	 -2.473157e-20 
253 	 3.069396e-03 	 1.796328e-20 	 5.283152e-03 	 -5.926137e-21 	 3.143327e-03 	 -8.320155e-20 	 1.051795e-03 	 -2.496268e-20 
254 	 2.989730e-03 	 -1.158895e-19 	 5.274122e-03 	 -6.359064e-21 	 6.603854e-03 	 3.146512e-19 	 1.073654e-03 	 -2.362562e-20 
255 	 7.997253e-05 	 -1.137149e-19 	 5.253753e-03 	 -6.780067e-21 	 7.270295e-03 	 -2.724284e-19 	 1.097954e-03 	 -2.460131e-20 
256 	 7.997253e-05 	 -1.137149e-19 	 5.233543e-03 	 -7.197782e-21 	 7.270295e-03 	 -2.724284e-19 	 1.122065e-03 	 -2.556939e-20 
257 	 -1.409534e-04 	 -4.961131e-19 	 5.212631e-03 	 -9.100176e-21 	 8.045373e-03 	 1.552728e-19 	 1.149004e-03 	 -2.486572e-20 
258 	 1.234528e-03 	 -1.905813e-19 	 5.197212e-03 	 -9.803591e-21 	 3.481862e-03 	 4.026839e-20 	 1.158046e-03 	 -2.461326e-20 
259 	 8.475371e-04 	 -9.797770e-20 	 5.180418e-03 	 -1.014403e-20 	 3.756962e-04 	 -4.634403e-19 	 1.155025e-03 	 -2.630758e-20 
260 	 1.772647e-03 	 -1.552896e-19 	 5.167311e-03 	 -1.070228e-20 	 1.400073e-03 	 3.110058e-19 	 1.155968e-03 	 -2.501022e-20 
261 	 1.957529e-03 	 3.042603e-20 	 5.155013e-03 	 -1.054470e-20 	 2.300143e-03 	 -5.565602e-20 	 1.160351e-03 	 -2.512763e-20 
262 	 3.361084e-03 	 -8.249730e-20 	 5.148166e-03 	 -1.081933e-20 	 3.519998e-03 	 4.234252e-19 	 1.169358e-03 	 -2.341560e-20 
263 	 8.291862e-04 	 1.082611e-20 	 5.131744e-03 	 -1.073703e-20 	 6.082493e-03 	 -2.176025e-19 	 1.188039e-03 	 -2.415395e-20 
264 	 2.053113e-03 	 -1.229656e-19 	 5.120082e-03 	 -1.116214e-20 	 5.698562e-03 	 4.526725e-19 	 1.205124e-03 	 -2.234779e-20 
265 	 2.126084e-03 	 1.978293e-20 	 5.108784e-03 	 -1.104536e-20 	 -1.656622e-03 	 2.040874e-19 	 1.194325e-03 	 -2.149332e-20 
266 	 8.539836e-04 	 -3.521497e-20 	 5.092789e-03 	 -1.113623e-20 	 -1.855292e-04 	 3.341297e-19 	 1.189138e-03 	 -2.015639e-20 
267 	 6.472553e-04 	 2.071337e-20 	 5.076139e-03 	 -1.101694e-20 	 -2.449196e-03 	 -1.134673e-19 	 1.175511e-03 	 -2.050587e-20 
268 	 3.559544e-03 	 -1.778716e-20 	 5.070480e-03 	 -1.104220e-20 	 -1.663818e-03 	 5.365610e-20 	 1.164916e-03 	 -2.022915e-20 
269 	 5.572059e-04 	 -2.246430e-19 	 5.053702e-03 	 -1.183626e-20 	 -3.912690e-04 	 2.514298e-20 	 1.159131e-03 	 -2.006048e-20 
270 	 5.572059e-04 	 -2.246430e-19 	 5.037048e-03 	 -1.262443e-20 	 -3.912690e-04 	 2.514298e-20 	 1.153389e-03 	 -1.989306e-20 
271 	 -1.571887e-03 	 2.706596e-19 	 5.012661e-03 	 -1.157910e-20 	 -1.304056e-03 	 -2.466057e-19 	 1.144321e-03 	 -2.072964e-20 
272 	 2.324778e-03 	 6.999309e-19 	 5.002779e-03 	 -8.963256e-21 	 -5.726801e-03 	 -2.652148e-20 	 1.119060e-03 	 -2.075093e-20 
273 	 8.615562e-04 	 -2.548819e-19 	 4.987610e-03 	 -9.864057e-21 	 -1.638857e-03 	 -3.221496e-20 	 1.108957e-03 	 -2.079292e-20 
274 	 1.007448e-03 	 4.196816e-19 	 4.973084e-03 	 -8.296373e-21 	 -4.037822e-03 	 -8.814933e-20 	 1.090174e-03 	 -2.103875e-20 
275 	 -5.544385e-04 	 -3.648684e-20 	 4.952983e-03 	 -8.398883e-21 	 -1.031064e-03 	 -3.090698e-20 	 1.082460e-03 	 -2.107463e-20 
276 	 8.905195e-05 	 -1.617100e-19 	 4.935361e-03 	 -8.954358e-21 	 -1.117734e-03 	 1.448236e-19 	 1.074488e-03 	 -2.047355e-20 
277 	 9.932285e-04 	 3.827155e-20 	 4.921129e-03 	 -8.783868e-21 	 2.840204e-03 	 7.094203e-19 	 1.080863e-03 	 -1.783856e-20 
278 	 -4.572648e-03 	 -2.106787e-19 	 4.886979e-03 	 -9.510108e-21 	 6.481277e-03 	 -9.130502e-20 	 1.100289e-03 	 -1.810282e-20 
279 	 -4.357004e-03 	 3.198719e-19 	 4.853846e-03 	 -8.329527e-21 	 6.482478e-03 	 -3.702343e-19 	 1.119580e-03 	 -1.936494e-20 
280 	 -8.754475e-04 	 2.359831e-20 	 4.833384e-03 	 -8.215499e-21 	 -4.172838e-04 	 -2.995592e-19 	 1.114091e-03 	 -2.036564e-20 
281 	 1.636948e-03 	 -1.265584e-20 	 4.822009e-03 	 -8.231301e-21 	 -2.061431e-03 	 4.588404e-19 	 1.102790e-03 	 -1.866028e-20 
282 	 1.636948e-03 	 -1.265584e-20 	 4.810715e-03 	 -8.246991e-21 	 -2.061431e-03 	 4.588404e-19 	 1.091569e-03 	 -1.696701e-20 
283 	 3.341707e-03 	 2.089995e-20 	 4.805524e-03 	 -8.143998e-21 	 -6.269718e-03 	 3.061623e-20 	 1.065558e-03 	 -1.679887e-20 
284 	 2.687854e-03 	 3.537957e-19 	 4.798067e-03 	 -6.869563e-21 	 -3.843895e-03 	 7.753060e-20 	 1.048271e-03 	 -1.646673e-20 
285 	 1.558300e-03 	 3.345019e-19 	 4.786700e-03 	 -5.671768e-21 	 -3.706332e-03 	 2.999580e-19 	 1.031588e-03 	 -1.535647e-20 
286 	 8.171757e-03 	 4.295836e-19 	 4.798536e-03 	 -4.149896e-21 	 -1.131040e-03 	 1.084136e-19 	 1.024026e-03 	 -1.492370e-20 
287 	 4.621306e-03 	 -7.588162e-20 	 4.797918e-03 	 -4.399833e-21 	 -1.927234e-03 	 1.062869e-19 	 1.013743e-03 	 -1.450137e-20 
288 	 3.032500e-04 	 -4.676444e-20 	 4.782311e-03 	 -4.546932e-21 	 -1.939009e-03 	 2.698848e-19 	 1.003491e-03 	 -1.351392e-20 
289 	 3.032500e-04 	 -4.676444e-20 	 4.766813e-03 	 -4.693013e-21 	 -1.939009e-03 	 2.698848e-19 	 9.933091e-04 	 -1.253330e-20 
290 	 5.832142e-05 	 2.853532e-19 	 4.750577e-03 	 -3.692854e-21 	 -2.822530e-04 	 -1.002059e-19 	 9.889106e-04 	 -1.283562e-20 
291 	 -1.255329e-03 	 2.186621e-19 	 4.729938e-03 	 -2.928748e-21 	 1.718300e-03 	 1.977788e-19 	 9.914171e-04 	 -1.211186e-20 
292 	 1.864490e-03 	 2.292863e-19 	 4.720125e-03 	 -2.133491e-21 	 1.177906e-03 	 -1.370225e-19 	 9.920557e-04 	 -1.253963e-20 
293 	 1.230099e-03 	 1.217255e-20 	 4.708213e-03 	 -2.084665e-21 	 6.110955e-03 	 -5.492053e-19 	 1.009526e-03 	 -1.437125e-20 
294 	 2.805502e-03 	 -3.650180e-19 	 4.701742e-03 	 -3.319132e-21 	 6.301658e-03 	 -5.587928e-19 	 1.027527e-03 	 -1.622303e-20 
295 	 4.811252e-03 	 -2.926328e-19 	 4.702113e-03 	 -4.299856e-21 	 4.223675e-03 	 -3.135891e-19 	 1.038361e-03 	 -1.723105e-20 
296 	 -1.021127e-03 	 -8.202546e-20 	 4.682778e-03 	 -4.562442e-21 	 4.852896e-03 	 -5.411829e-20 	 1.051248e-03 	 -1.735567e-20 
297 	 1.181042e-03 	 -3.300889e-20 	 4.670987e-03 	 -4.658222e-21 	 5.489703e-04 	 5.483422e-19 	 1.049557e-03 	 -1.545096e-20 
298 	 1.181042e-03 	 -3.300889e-20 	 4.659276e-03 	 -4.753358e-21 	 5.489703e-04 	 5.483422e-19 	 1.047877e-03 	 -1.355904e-20 
299 	 5.120233e-04 	 1.644088e-19 	 4.645406e-03 	 -4.187598e-21 	 -5.441038e-04 	 6.024274e-20 	 1.042553e-03 	 -1.331221e-20 
300 	 3.911888e-03 	 2.497243e-20 	 4.642961e-03 	 -4.090398e-21 	 -3.153099e-03 	 -2.105909e-19 	 1.028567e-03 	 -1.396981e-20 
