#Beta=5.425000e+00, Nt=6, Ns=12^3 
#Iter 	 TraceF3iF3iMinusF4iF4i.real 	 TraceF3iF3iMinusF4iF4i.imag 	 AvgTraceF3iF3iMinusF4iF4i.real 	 AvgTraceF3iF3iMinusF4iF4i.imag 	 TraceF4iF3iPlusF3iF4i.real 	 TraceF4iF3iPlusF3iF4i.imag 	 AvgTraceF4iF3iPlusF3iF4i.real 	 AvgTraceF4iF3iPlusF3iF4i.imag 
35 	 -5.602060e-02 	 9.179746e-19 	 1.144991e-02 	 1.281326e-19 	 5.706779e-02 	 -2.129253e-18 	 -2.224023e-03 	 8.204161e-19 
36 	 -3.295509e-02 	 -4.055023e-18 	 1.021644e-02 	 1.193383e-20 	 5.821672e-02 	 6.139127e-18 	 -5.451134e-04 	 9.681581e-19 
37 	 -1.286610e-02 	 -5.939832e-19 	 9.592589e-03 	 -4.442302e-21 	 3.961774e-02 	 1.388716e-19 	 5.403692e-04 	 9.457449e-19 
38 	 -1.064638e-02 	 -8.767000e-19 	 9.059985e-03 	 -2.739645e-20 	 5.231246e-02 	 -8.459454e-19 	 1.902793e-03 	 8.985952e-19 
39 	 8.059291e-03 	 -1.500890e-18 	 9.034326e-03 	 -6.517834e-20 	 3.617381e-02 	 -3.407875e-18 	 2.781537e-03 	 7.881729e-19 
40 	 -1.062558e-02 	 4.994789e-19 	 8.542828e-03 	 -5.106191e-20 	 6.882890e-02 	 6.428248e-19 	 4.432721e-03 	 7.845392e-19 
41 	 -2.523234e-02 	 3.376152e-19 	 7.719044e-03 	 -4.158198e-20 	 6.956861e-02 	 -5.271096e-18 	 6.021401e-03 	 6.368407e-19 
42 	 -1.810480e-02 	 -1.003474e-18 	 7.104190e-03 	 -6.448417e-20 	 5.209075e-02 	 7.950816e-19 	 7.118290e-03 	 6.406084e-19 
43 	 -1.710654e-02 	 1.819773e-18 	 6.541150e-03 	 -2.066423e-20 	 5.403249e-02 	 -3.016358e-18 	 8.209318e-03 	 5.555627e-19 
44 	 -1.349067e-02 	 1.685538e-18 	 6.085881e-03 	 1.811309e-20 	 4.659534e-02 	 2.188482e-18 	 9.081727e-03 	 5.926745e-19 
45 	 -2.670928e-02 	 -1.289738e-18 	 5.357100e-03 	 -1.095027e-20 	 4.625853e-02 	 3.533696e-18 	 9.907879e-03 	 6.580305e-19 
46 	 -3.456842e-04 	 1.357919e-19 	 5.233127e-03 	 -7.760226e-21 	 3.735799e-02 	 6.157198e-20 	 1.050462e-02 	 6.450640e-19 
47 	 -3.097712e-02 	 1.865990e-18 	 4.462696e-03 	 3.210680e-20 	 2.197792e-02 	 -1.994397e-18 	 1.074873e-02 	 5.889053e-19 
48 	 -1.027579e-02 	 -4.617139e-18 	 4.155644e-03 	 -6.475249e-20 	 5.305629e-02 	 4.111937e-18 	 1.163014e-02 	 6.623018e-19 
49 	 -2.745419e-03 	 -1.069283e-18 	 4.014806e-03 	 -8.525311e-20 	 3.103630e-02 	 -8.004357e-19 	 1.202618e-02 	 6.324500e-19 
50 	 -3.234558e-02 	 1.099301e-18 	 3.287598e-03 	 -6.156202e-20 	 3.855576e-02 	 3.925548e-18 	 1.255678e-02 	 6.983119e-19 
51 	 1.712871e-02 	 -2.534696e-18 	 3.558993e-03 	 -1.100549e-19 	 2.849717e-02 	 -6.391439e-20 	 1.286933e-02 	 6.833663e-19 
52 	 2.782779e-02 	 -4.048072e-19 	 4.025700e-03 	 -1.157232e-19 	 6.562581e-02 	 3.029408e-18 	 1.388388e-02 	 7.284825e-19 
53 	 2.607251e-02 	 5.810986e-18 	 4.441678e-03 	 -3.898470e-21 	 4.232200e-02 	 -3.544739e-18 	 1.442045e-02 	 6.478557e-19 
54 	 4.274564e-02 	 5.428776e-18 	 5.151011e-03 	 9.670661e-20 	 4.437514e-02 	 -1.270257e-18 	 1.497517e-02 	 6.123351e-19 
55 	 3.785310e-02 	 -5.281213e-18 	 5.745594e-03 	 -1.073753e-21 	 7.601545e-02 	 -1.837120e-18 	 1.608499e-02 	 5.677996e-19 
56 	 2.362500e-02 	 -9.567237e-19 	 6.064869e-03 	 -1.813893e-20 	 1.001165e-01 	 1.010182e-17 	 1.758555e-02 	 7.380499e-19 
57 	 1.696081e-02 	 5.364967e-18 	 6.256026e-03 	 7.630153e-20 	 1.033770e-01 	 -6.257587e-19 	 1.909066e-02 	 7.141234e-19 
58 	 9.414163e-03 	 2.259560e-18 	 6.310477e-03 	 1.139439e-19 	 1.174690e-01 	 8.191750e-19 	 2.078684e-02 	 7.159347e-19 
59 	 -1.543393e-02 	 -4.661969e-18 	 5.941928e-03 	 3.299624e-20 	 1.110358e-01 	 -1.777556e-18 	 2.231648e-02 	 6.736721e-19 
60 	 1.580224e-02 	 -4.042875e-18 	 6.106266e-03 	 -3.493495e-20 	 9.056725e-02 	 2.219268e-18 	 2.345400e-02 	 6.994321e-19 
61 	 7.345821e-03 	 6.147914e-18 	 6.126587e-03 	 6.642323e-20 	 4.748791e-02 	 3.111727e-18 	 2.384799e-02 	 7.389779e-19 
62 	 -4.390762e-03 	 -3.200611e-18 	 5.956952e-03 	 1.372913e-20 	 -1.092138e-02 	 -1.220731e-18 	 2.328720e-02 	 7.073697e-19 
63 	 -2.021741e-02 	 -2.985790e-18 	 5.5466877e-18 	 2.027307e-02 	 2.342857e-19 	 -4.774500e-02 	 3.980762e-18 	 -5.789046e-03 	 2.057877e-19 
64 	 7.055984e-02 	 3.221679e-18 	 2.105880e-02 	 2.809637e-19 	 -7.097154e-02 	 -2.939727e-18 	 -6.807522e-03 	 1.566390e-19 
65 	 9.532191e-02 	 3.667091e-19 	 2.220131e-02 	 2.822829e-19 	 -5.887139e-02 	 -1.816039e-18 	 -7.608505e-03 	 1.262901e-19 
66 	 7.883983e-02 	 -5.134379e-18 	 2.305947e-02 	 2.002122e-19 	 -3.246608e-02 	 -1.931486e-18 	 -7.985135e-03 	 9.511169e-20 
67 	 4.364426e-02 	 -5.586483e-19 	 2.336670e-02 	 1.888859e-19 	 1.264603e-03 	 3.975408e-19 	 -7.847079e-03 	 9.962556e-20 
68 	 6.719860e-02 	 8.482930e-19 	 2.401129e-02 	 1.985831e-19 	 6.796564e-02 	 -9.541648e-18 	 -6.732186e-03 	 -4.215788e-20 
69 	 6.586166e-02 	 -5.694796e-18 	 2.461782e-02 	 1.131718e-19 	 3.706261e-02 	 2.367844e-18 	 -6.097479e-03 	 -7.230318e-21 
70 	 7.701176e-02 	 -5.480659e-18 	 2.536630e-02 	 3.325995e-20 	 8.756604e-02 	 4.429836e-18 	 -4.759429e-03 	 5.615634e-20 
71 	 8.857986e-02 	 -3.873686e-19 	 2.625663e-02 	 2.733560e-20 	 1.138183e-01 	 4.110599e-18 	 -3.089319e-03 	 1.132612e-19 
72 	 3.961700e-02 	 -1.316519e-18 	 2.644219e-02 	 8.670952e-21 	 9.237947e-02 	 4.965663e-18 	 -1.763364e-03 	 1.806556e-19 
73 	 4.144094e-02 	 2.459325e-18 	 2.664765e-02 	 4.224155e-20 	 1.004171e-01 	 1.871253e-18 	 -3.636319e-04 	 2.038145e-19 
74 	 5.847182e-02 	 1.527862e-20 	 2.707771e-02 	 4.187719e-20 	 9.128293e-02 	 -2.615303e-18 	 8.748352e-04 	 1.657183e-19 
75 	 2.803200e-02 	 2.942615e-18 	 2.709043e-02 	 8.055369e-20 	 1.213987e-01 	 1.303552e-18 	 2.481820e-03 	 1.808894e-19 
76 	 2.864294e-03 	 2.248191e-18 	 2.677167e-02 	 1.090752e-19 	 1.373777e-01 	 2.925338e-18 	 4.256765e-03 	 2.170006e-19 
77 	 2.240602e-03 	 -2.715305e-18 	 2.645308e-02 	 7.239497e-20 	 1.248309e-01 	 -4.045680e-18 	 5.822663e-03 	 1.616411e-19 
78 	 4.293732e-02 	 -2.503982e-18 	 2.666442e-02 	 3.936449e-20 	 1.314611e-01 	 -2.405587e-18 	 7.433413e-03 	 1.287279e-19 
79 	 4.475499e-02 	 -3.371786e-19 	 2.689342e-02 	 3.459812e-20 	 1.340998e-01 	 1.302381e-18 	 9.036784e-03 	 1.435843e-19 
80 	 5.927581e-02 	 1.272442e-18 	 2.729820e-02 	 5.007116e-20 	 8.358669e-02 	 3.684949e-18 	 9.968658e-03 	 1.878513e-19 
81 	 4.358217e-02 	 4.738783e-19 	 2.749923e-02 	 5.530335e-20 	 6.704498e-02 	 3.808093e-19 	 1.067330e-02 	 1.902335e-19 
82 	 5.466838e-02 	 3.404317e-18 	 2.783056e-02 	 9.614498e-20 	 7.384985e-02 	 2.350443e-18 	 1.144375e-02 	 2.165776e-19 
83 	 3.698813e-02 	 2.304071e-18 	 2.794090e-02 	 1.227465e-19 	 8.329166e-02 	 6.734100e-18 	 1.230939e-02 	 2.951019e-19 
84 	 6.540947e-02 	 3.107599e-18 	 2.838695e-02 	 1.582804e-19 	 5.265927e-02 	 2.498350e-18 	 1.278974e-02 	 3.213311e-19 
85 	 6.376157e-02 	 6.764212e-19 	 2.880312e-02 	 1.643762e-19 	 6.830316e-02 	 1.470366e-18 	 1.344284e-02 	 3.348491e-19 
86 	 3.760444e-02 	 6.042642e-18 	 2.890546e-02 	 2.327281e-19 	 6.551669e-02 	 -4.122645e-19 	 1.404835e-02 	 3.261618e-19 
87 	 -3.945096e-03 	 1.154033e-18 	 2.852787e-02 	 2.433179e-19 	 9.526039e-02 	 1.665790e-18 	 1.498182e-02 	 3.415598e-19 
88 	 5.199192e-03 	 3.805892e-18 	 2.826277e-02 	 2.838016e-19 	 7.845188e-02 	 1.472373e-20 	 1.570307e-02 	 3.378457e-19 
89 	 4.552117e-03 	 4.280303e-18 	 2.799636e-02 	 3.287062e-19 	 9.611334e-02 	 -1.320451e-18 	 1.660656e-02 	 3.192132e-19 
90 	 1.537334e-02 	 -1.908102e-18 	 2.785610e-02 	 3.038527e-19 	 1.418130e-01 	 3.513451e-18 	 1.799774e-02 	 3.547047e-19 
91 	 3.487169e-02 	 -2.537741e-18 	 2.793320e-02 	 2.726264e-19 	 1.111403e-01 	 2.797509e-18 	 1.902129e-02 	 3.815487e-19 
92 	 3.551327e-02 	 4.039060e-18 	 2.801559e-02 	 3.135659e-19 	 8.485740e-02 	 6.722890e-18 	 1.973690e-02 	 4.504763e-19 
93 	 4.693634e-02 	 6.302736e-19 	 2.821904e-02 	 3.169714e-19 	 3.403483e-02 	 4.909445e-18 	 1.989064e-02 	 4.984222e-19 
94 	 2.569654e-03 	 5.130107e-18 	 2.794617e-02 	 3.681749e-19 	 5.231876e-02 	 -1.817712e-18 	 2.023562e-02 	 4.737825e-19 
95 	 -2.600222e-03 	 3.221993e-18 	 2.762463e-02 	 3.982151e-19 	 4.095120e-03 	 -1.456980e-18 	 2.006572e-02 	 4.534587e-19 
96 	 -2.797232e-02 	 5.338164e-19 	 2.704550e-02 	 3.996276e-19 	 4.424174e-02 	 -8.283773e-19 	 2.031755e-02 	 4.401062e-19 
97 	 -4.568090e-02 	 4.127345e-18 	 2.629574e-02 	 4.380577e-19 	 4.730380e-02 	 1.333334e-18 	 2.059576e-02 	 4.493148e-19 
98 	 -4.992968e-02 	 -6.505108e-19 	 2.551793e-02 	 4.269499e-19 	 5.663077e-02 	 -1.852513e-18 	 2.096347e-02 	 4.258267e-19 
99 	 -2.828747e-02 	 -3.996118e-18 	 2.497444e-02 	 3.822724e-19 	 4.088516e-02 	 6.214085e-19 	 2.116469e-02 	 4.278023e-19 
100 	 -2.920205e-02 	 6.938261e-18 	 2.443268e-02 	 4.478323e-19 	 4.412901e-03 	 4.274567e-18 	 2.099718e-02 	 4.662700e-19 
101 	 -3.092556e-02 	 -3.886783e-19 	 2.388458e-02 	 4.395500e-19 	 4.923412e-02 	 -4.967252e-18 	 2.127675e-02 	 4.124727e-19 
102 	 -2.439261e-02 	 1.614727e-18 	 2.341127e-02 	 4.510714e-19 	 3.122305e-02 	 1.775381e-18 	 2.137426e-02 	 4.258346e-19 
103 	 -6.172447e-03 	 1.844111e-18 	 2.312405e-02 	 4.645960e-19 	 3.629367e-03 	 2.107251e-18 	 2.120198e-02 	 4.421590e-19 
104 	 -2.454461e-02 	 3.202650e-18 	 2.266570e-02 	 4.909235e-19 	 2.654306e-02 	 2.469237e-18 	 2.125334e-02 	 4.616501e-19 
105 	 7.740490e-03 	 -1.494059e-18 	 2.252355e-02 	 4.720189e-19 	 1.773000e-02 	 5.461334e-18 	 2.121978e-02 	 5.092662e-19 
106 	 3.525842e-03 	 1.674703e-18 	 2.234433e-02 	 4.833650e-19 	 7.593891e-03 	 -2.062159e-18 	 2.109124e-02 	 4.850074e-19 
107 	 4.464243e-03 	 1.316998e-18 	 2.217722e-02 	 4.911559e-19 	 2.061092e-02 	 4.161462e-18 	 2.108675e-02 	 5.193668e-19 
108 	 1.210589e-02 	 2.047029e-18 	 2.208397e-02 	 5.055621e-19 	 -2.807179e-02 	 8.098053e-19 	 2.063158e-02 	 5.220561e-19 
109 	 3.054992e-02 	 -1.896214e-18 	 2.216164e-02 	 4.835275e-19 	 -5.147718e-02 	 -3.457400e-18 	 1.997003e-02 	 4.855473e-19 
110 	 4.103580e-02 	 1.183964e-18 	 2.233322e-02 	 4.898951e-19 	 -4.005033e-02 	 -1.593844e-18 	 1.942439e-02 	 4.666437e-19 
111 	 5.776980e-02 	 4.104434e-18 	 2.265247e-02 	 5.224585e-19 	 -3.966600e-02 	 -6.945587e-18 	 1.889204e-02 	 3.998669e-19 
112 	 3.177150e-02 	 1.291621e-18 	 2.273389e-02 	 5.293260e-19 	 -3.814731e-02 	 -3.986534e-18 	 1.838276e-02 	 3.607026e-19 
113 	 1.579334e-02 	 -1.560376e-18 	 2.267247e-02 	 5.108331e-19 	 6.412926e-03 	 -1.612918e-18 	 1.827684e-02 	 3.432369e-19 
114 	 -1.904078e-02 	 4.074145e-18 	 2.230657e-02 	 5.420902e-19 	 -1.812733e-02 	 -6.457026e-18 	 1.795750e-02 	 2.835855e-19 
115 	 -4.232899e-02 	 1.152493e-18 	 2.174452e-02 	 5.473981e-19 	 -3.332302e-02 	 2.858412e-18 	 1.751158e-02 	 3.059753e-19 
116 	 -6.014539e-02 	 -6.721363e-19 	 2.103857e-02 	 5.368848e-19 	 -2.788734e-02 	 -5.050240e-18 	 1.712021e-02 	 2.598010e-19 
117 	 -8.039730e-02 	 -5.299866e-18 	 2.017160e-02 	 4.869981e-19 	 1.002913e-02 	 2.211237e-18 	 1.705961e-02 	 2.764799e-19 
118 	 -6.164677e-02 	 8.688545e-19 	 1.947822e-02 	 4.902342e-19 	 2.273682e-02 	 -3.183003e-18 	 1.710772e-02 	 2.471623e-19 
119 	 -4.122585e-02 	 2.661749e-19 	 1.896810e-02 	 4.883513e-19 	 9.628742e-03 	 -4.366925e-18 	 1.704487e-02 	 2.083884e-19 
120 	 -6.307214e-02 	 2.579034e-18 	 1.828443e-02 	 5.057737e-19 	 -5.882159e-03 	 5.340700e-19 	 1.685381e-02 	 2.111025e-19 
121 	 -4.589218e-02 	 -7.724078e-19 	 1.775405e-02 	 4.952102e-19 	 9.870884e-03 	 -2.483626e-18 	 1.679610e-02 	 1.888320e-19 
122 	 -4.758856e-02 	 2.106743e-18 	 1.721845e-02 	 5.084195e-19 	 2.239444e-02 	 5.710131e-18 	 1.684199e-02 	 2.340885e-19 
123 	 -4.256398e-02 	 -9.974194e-19 	 1.673242e-02 	 4.961769e-19 	 1.179573e-02 	 2.156358e-18 	 1.680096e-02 	 2.497167e-19 
124 	 -3.659890e-02 	 -2.284061e-19 	 1.630233e-02 	 4.903335e-19 	 2.293049e-02 	 2.067681e-18 	 1.685039e-02 	 2.643777e-19 
125 	 -2.221805e-02 	 -1.702135e-18 	 1.599416e-02 	 4.727937e-19 	 2.811045e-02 	 -4.738365e-19 	 1.694047e-02 	 2.584720e-19 
126 	 -3.486322e-02 	 -3.975805e-18 	 1.559053e-02 	 4.374874e-19 	 7.321668e-02 	 -3.331579e-18 	 1.738711e-02 	 2.299795e-19 
127 	 -4.297649e-02 	 -1.510830e-18 	 1.512938e-02 	 4.221463e-19 	 4.601463e-02 	 3.431968e-18 	 1.761252e-02 	 2.551921e-19 
128 	 -4.397096e-02 	 6.936311e-19 	 1.466765e-02 	 4.242673e-19 	 3.675010e-02 	 4.164474e-18 	 1.776204e-02 	 2.857333e-19 
129 	 -4.130075e-02 	 -3.843378e-18 	 1.423379e-02 	 3.911847e-19 	 4.754375e-02 	 -1.279961e-18 	 1.799290e-02 	 2.735962e-19 
130 	 -6.045779e-02 	 -4.167047e-18 	 1.365924e-02 	 3.561214e-19 	 5.990936e-02 	 -3.119089e-18 	 1.831534e-02 	 2.474986e-19 
131 	 -2.054868e-02 	 2.138682e-18 	 1.339811e-02 	 3.697288e-19 	 4.272078e-02 	 1.471704e-18 	 1.850164e-02 	 2.568437e-19 
132 	 1.566965e-02 	 -1.387900e-18 	 1.341532e-02 	 3.564134e-19 	 3.773905e-02 	 6.823112e-19 	 1.864738e-02 	 2.600669e-19 
133 	 1.679715e-02 	 1.542921e-18 	 1.344075e-02 	 3.653345e-19 	 3.617057e-03 	 1.417494e-18 	 1.853437e-02 	 2.687694e-19 
134 	 -1.934048e-02 	 4.903704e-18 	 1.319611e-02 	 3.992029e-19 	 9.196186e-04 	 1.830428e-18 	 1.840291e-02 	 2.804235e-19 
135 	 1.045377e-03 	 1.652368e-19 	 1.310611e-02 	 3.974698e-19 	 2.007562e-02 	 -3.602630e-18 	 1.841530e-02 	 2.516602e-19 
136 	 1.889692e-02 	 3.041057e-19 	 1.314868e-02 	 3.967833e-19 	 3.087146e-03 	 3.812108e-18 	 1.830260e-02 	 2.778399e-19 
137 	 4.754200e-03 	 -3.481107e-18 	 1.308741e-02 	 3.684776e-19 	 5.756514e-02 	 -4.251813e-18 	 1.858918e-02 	 2.447768e-19 
138 	 5.704579e-03 	 -7.732825e-18 	 1.303391e-02 	 3.097725e-19 	 2.880088e-02 	 -8.277499e-19 	 1.866318e-02 	 2.370048e-19 
139 	 1.791211e-02 	 -3.610167e-18 	 1.306901e-02 	 2.815715e-19 	 2.047964e-02 	 9.832860e-18 	 1.867625e-02 	 3.060398e-19 
140 	 5.497919e-03 	 2.377752e-18 	 1.301493e-02 	 2.965442e-19 	 2.955388e-02 	 1.592840e-19 	 1.875395e-02 	 3.049915e-19 
141 	 6.993326e-03 	 -1.732709e-18 	 1.297222e-02 	 2.821523e-19 	 5.620666e-02 	 -5.113151e-18 	 1.901957e-02 	 2.665650e-19 
142 	 -1.222541e-02 	 9.313637e-19 	 1.279477e-02 	 2.867242e-19 	 7.597941e-02 	 3.978754e-19 	 1.942069e-02 	 2.674897e-19 
143 	 -2.498211e-02 	 8.407769e-19 	 1.253060e-02 	 2.905987e-19 	 6.337875e-02 	 -7.369898e-18 	 1.972809e-02 	 2.140814e-19 
144 	 -2.868431e-02 	 3.669715e-18 	 1.224438e-02 	 3.140648e-19 	 7.801703e-02 	 4.091106e-18 	 2.013288e-02 	 2.410052e-19 
145 	 -3.844928e-02 	 -1.595075e-19 	 1.189477e-02 	 3.107988e-19 	 5.814587e-02 	 -4.653202e-18 	 2.039504e-02 	 2.072520e-19 
146 	 -4.344566e-02 	 -4.723387e-18 	 1.151573e-02 	 2.763181e-19 	 4.353065e-02 	 -4.011883e-18 	 2.055350e-02 	 1.783538e-19 
147 	 -4.385279e-02 	 2.818239e-18 	 1.113907e-02 	 2.936101e-19 	 3.398037e-02 	 3.751206e-18 	 2.064484e-02 	 2.026590e-19 
148 	 -5.342676e-02 	 1.510647e-18 	 1.070282e-02 	 3.018333e-19 	 4.844842e-02 	 1.619945e-18 	 2.083270e-02 	 2.122352e-19 
149 	 -6.733660e-02 	 1.285148e-18 	 1.017906e-02 	 3.084327e-19 	 7.177836e-02 	 -5.146614e-18 	 2.117462e-02 	 1.762698e-19 
150 	 -2.786687e-02 	 1.051619e-18 	 9.925423e-03 	 3.133873e-19 	 7.961041e-02 	 -1.339860e-18 	 2.156419e-02 	 1.661623e-19 
151 	 -4.526595e-02 	 2.360285e-18 	 9.559917e-03 	 3.269429e-19 	 1.140533e-01 	 2.750661e-19 	 2.217670e-02 	 1.668835e-19 
152 	 -4.526595e-02 	 2.360285e-18 	 9.199221e-03 	 3.403202e-19 	 1.140533e-01 	 2.750661e-19 	 2.278115e-02 	 1.675952e-19 
153 	 -5.925867e-02 	 2.262647e-18 	 8.751783e-03 	 3.528844e-19 	 7.949898e-02 	 6.356637e-18 	 2.315186e-02 	 2.080465e-19 
154 	 -5.595745e-02 	 9.320107e-19 	 8.331594e-03 	 3.566449e-19 	 1.078725e-01 	 2.402478e-18 	 2.370199e-02 	 2.222960e-19 
155 	 -6.137267e-02 	 3.396205e-18 	 7.881889e-03 	 3.762550e-19 	 7.787758e-02 	 -6.410847e-18 	 2.405151e-02 	 1.795015e-19 
156 	 -5.170386e-02 	 3.077208e-18 	 7.499929e-03 	 3.935688e-19 	 7.680861e-02 	 -3.948638e-20 	 2.438970e-02 	 1.780978e-19 
157 	 -9.261788e-02 	 -8.867043e-19 	 6.862236e-03 	 3.854142e-19 	 7.689047e-02 	 -8.203796e-18 	 2.472410e-02 	 1.247099e-19 
158 	 -7.173212e-02 	 -2.293950e-18 	 6.364803e-03 	 3.684562e-19 	 4.489268e-02 	 1.363953e-18 	 2.485175e-02 	 1.325532e-19 
