#Iter 	 Plaquette 	 PLoop 
1 	 3.000000e+00 	 3.000000e+00 	 3.000000e+00 	 0.000000e+00 	 3.000000e+00 	 0.000000e+00 
2 	 2.509572e+00 	 2.754786e+00 	 2.239549e+00 	 8.040133e-05 	 2.619775e+00 	 4.020067e-05 
3 	 2.257943e+00 	 2.589172e+00 	 1.813494e+00 	 -3.217733e-03 	 2.351014e+00 	 -1.045777e-03 
4 	 2.104726e+00 	 2.468060e+00 	 1.517815e+00 	 4.261175e-03 	 2.142714e+00 	 2.809606e-04 
5 	 1.997194e+00 	 2.373887e+00 	 1.309189e+00 	 7.332874e-03 	 1.976009e+00 	 1.691343e-03 
6 	 1.920698e+00 	 2.298356e+00 	 1.159520e+00 	 -2.274011e-03 	 1.839928e+00 	 1.030451e-03 
7 	 1.855268e+00 	 2.235057e+00 	 1.033709e+00 	 -1.417483e-02 	 1.724754e+00 	 -1.141732e-03 
8 	 1.808163e+00 	 2.181696e+00 	 9.556519e-01 	 -6.095308e-03 	 1.628616e+00 	 -1.760929e-03 
9 	 1.770284e+00 	 2.135983e+00 	 8.424608e-01 	 4.748421e-05 	 1.541265e+00 	 -1.559994e-03 
10 	 1.738798e+00 	 2.096265e+00 	 7.824126e-01 	 2.198242e-02 	 1.465380e+00 	 7.942475e-04 
11 	 1.706654e+00 	 2.060845e+00 	 7.099750e-01 	 1.360691e-02 	 1.396707e+00 	 1.959035e-03 
12 	 1.683922e+00 	 2.029435e+00 	 6.519072e-01 	 2.007025e-02 	 1.334640e+00 	 3.468303e-03 
13 	 1.663503e+00 	 2.001287e+00 	 6.136922e-01 	 2.658746e-03 	 1.279183e+00 	 3.406029e-03 
14 	 1.646633e+00 	 1.975954e+00 	 5.677894e-01 	 1.424170e-02 	 1.228369e+00 	 4.180006e-03 
15 	 1.629763e+00 	 1.952875e+00 	 5.550935e-01 	 2.338586e-02 	 1.183484e+00 	 5.460396e-03 
16 	 1.619047e+00 	 1.932011e+00 	 5.173539e-01 	 1.101813e-02 	 1.141851e+00 	 5.807754e-03 
17 	 1.603544e+00 	 1.912689e+00 	 4.935665e-01 	 -1.651587e-03 	 1.103716e+00 	 5.368970e-03 
18 	 1.588564e+00 	 1.894682e+00 	 4.822594e-01 	 -7.333537e-03 	 1.069191e+00 	 4.663275e-03 
19 	 1.576318e+00 	 1.877926e+00 	 4.502199e-01 	 -1.917875e-02 	 1.036614e+00 	 3.408431e-03 
20 	 1.565040e+00 	 1.862282e+00 	 4.171298e-01 	 -1.336706e-02 	 1.005639e+00 	 2.569657e-03 
21 	 1.553950e+00 	 1.847599e+00 	 4.077621e-01 	 1.270382e-03 	 9.771691e-01 	 2.507786e-03 
22 	 1.545270e+00 	 1.833857e+00 	 3.796309e-01 	 -1.470502e-03 	 9.500082e-01 	 2.326955e-03 
23 	 1.537987e+00 	 1.820993e+00 	 3.747543e-01 	 -4.482104e-03 	 9.249972e-01 	 2.030909e-03 
24 	 1.532023e+00 	 1.808953e+00 	 3.498870e-01 	 3.238293e-04 	 9.010343e-01 	 1.959781e-03 
25 	 1.525132e+00 	 1.797600e+00 	 3.408613e-01 	 -1.041709e-02 	 8.786274e-01 	 1.464706e-03 
26 	 1.520536e+00 	 1.786944e+00 	 3.558120e-01 	 -6.481492e-03 	 8.585191e-01 	 1.159083e-03 
27 	 1.514800e+00 	 1.776864e+00 	 3.420406e-01 	 8.554383e-03 	 8.393902e-01 	 1.432983e-03 
28 	 1.508115e+00 	 1.767266e+00 	 3.157588e-01 	 5.230020e-03 	 8.206891e-01 	 1.568592e-03 
29 	 1.500022e+00 	 1.758051e+00 	 3.080635e-01 	 1.957736e-03 	 8.030124e-01 	 1.582010e-03 
30 	 1.497791e+00 	 1.749375e+00 	 2.987595e-01 	 1.398543e-02 	 7.862039e-01 	 1.995458e-03 
31 	 1.493273e+00 	 1.741114e+00 	 2.758524e-01 	 2.999120e-03 	 7.697410e-01 	 2.027834e-03 
32 	 1.484747e+00 	 1.733102e+00 	 2.811653e-01 	 -3.915930e-03 	 7.544730e-01 	 1.842091e-03 
33 	 1.477769e+00 	 1.725365e+00 	 2.459680e-01 	 -3.405603e-03 	 7.390638e-01 	 1.683070e-03 
34 	 1.471234e+00 	 1.717891e+00 	 2.553383e-01 	 -1.875199e-02 	 7.248365e-01 	 1.082039e-03 
35 	 1.468722e+00 	 1.710772e+00 	 2.287506e-01 	 -6.501341e-03 	 7.106627e-01 	 8.653710e-04 
36 	 1.462227e+00 	 1.703868e+00 	 2.059790e-01 	 -1.935306e-02 	 6.966437e-01 	 3.037478e-04 
37 	 1.464336e+00 	 1.697394e+00 	 2.033529e-01 	 -2.407324e-02 	 6.833115e-01 	 -3.550898e-04 
38 	 1.457378e+00 	 1.691078e+00 	 1.855007e-01 	 -1.581803e-02 	 6.702112e-01 	 -7.620093e-04 
39 	 1.455864e+00 	 1.685046e+00 	 2.076338e-01 	 -6.814243e-03 	 6.583502e-01 	 -9.171948e-04 
40 	 1.447696e+00 	 1.679113e+00 	 1.854572e-01 	 9.342866e-03 	 6.465279e-01 	 -6.606932e-04 
41 	 1.447178e+00 	 1.673456e+00 	 1.933880e-01 	 1.050660e-02 	 6.354757e-01 	 -3.883202e-04 
42 	 1.445495e+00 	 1.668028e+00 	 1.917023e-01 	 1.894757e-02 	 6.249097e-01 	 7.205816e-05 
