#Beta=5.480000e+00, Nt=6, Ns=12^3 
#Iters 	 Current_Plaq 	 Average_Plaq 	 CurrentPolyakovLoop.real 	 CurrentPolyakovLoop.imag 	 AveragePolyakovLoop.real 	 AveragePolyakovLoop.imag 	 PBP 	 AveragePBP
1 	 3.000000e+00 	 3.000000e+00 	 3.000000e+00 	 0.000000e+00 	 3.000000e+00 	 0.000000e+00 3.096684e-02 	 3.096684e-02 
2 	 2.850452e+00 	 2.925226e+00 	 2.776667e+00 	 8.557490e-06 	 2.888334e+00 	 4.278745e-06 3.066547e-02 	 3.081616e-02 
3 	 2.725577e+00 	 2.858676e+00 	 2.580112e+00 	 -9.058910e-04 	 2.785593e+00 	 -2.991112e-04 2.899283e-02 	 3.020838e-02 
4 	 2.621605e+00 	 2.799409e+00 	 2.410039e+00 	 -2.822084e-03 	 2.691705e+00 	 -9.298545e-04 2.926751e-02 	 2.997316e-02 
5 	 2.534369e+00 	 2.746401e+00 	 2.263337e+00 	 -1.899389e-03 	 2.606031e+00 	 -1.123761e-03 3.312615e-02 	 3.060376e-02 
6 	 2.455304e+00 	 2.697885e+00 	 2.129578e+00 	 -2.592542e-04 	 2.526622e+00 	 -9.796768e-04 2.940415e-02 	 3.040382e-02 
7 	 2.387151e+00 	 2.653494e+00 	 2.001914e+00 	 4.238835e-04 	 2.451664e+00 	 -7.791682e-04 2.871098e-02 	 3.016199e-02 
8 	 2.326300e+00 	 2.612595e+00 	 1.908202e+00 	 -3.012077e-04 	 2.383731e+00 	 -7.194231e-04 3.784260e-02 	 3.112207e-02 
9 	 2.274258e+00 	 2.575002e+00 	 1.822626e+00 	 -1.561308e-03 	 2.321386e+00 	 -8.129659e-04 2.982309e-02 	 3.097774e-02 
10 	 2.228281e+00 	 2.540330e+00 	 1.740755e+00 	 3.061595e-03 	 2.263323e+00 	 -4.255097e-04 3.213284e-02 	 3.109325e-02 
11 	 2.184739e+00 	 2.508003e+00 	 1.672208e+00 	 1.552276e-03 	 2.209585e+00 	 -2.457110e-04 2.845671e-02 	 3.085356e-02 
12 	 2.145838e+00 	 2.477823e+00 	 1.595413e+00 	 -1.843226e-03 	 2.158404e+00 	 -3.788373e-04 3.362478e-02 	 3.108450e-02 
13 	 2.109433e+00 	 2.449485e+00 	 1.524635e+00 	 4.650212e-04 	 2.109653e+00 	 -3.139251e-04 2.869651e-02 	 3.090080e-02 
14 	 2.078976e+00 	 2.423020e+00 	 1.478307e+00 	 5.586850e-03 	 2.064557e+00 	 1.075588e-04 3.830344e-02 	 3.142956e-02 
15 	 2.048945e+00 	 2.398082e+00 	 1.419047e+00 	 4.191223e-03 	 2.021523e+00 	 3.798031e-04 2.855049e-02 	 3.123763e-02 
16 	 2.022372e+00 	 2.374600e+00 	 1.364194e+00 	 5.700596e-03 	 1.980440e+00 	 7.123527e-04 3.105942e-02 	 3.122649e-02 
17 	 1.997563e+00 	 2.352421e+00 	 1.313798e+00 	 9.401021e-03 	 1.941225e+00 	 1.223451e-03 2.819447e-02 	 3.104813e-02 
18 	 1.975987e+00 	 2.331508e+00 	 1.280935e+00 	 1.363663e-02 	 1.904543e+00 	 1.913072e-03 4.039879e-02 	 3.156762e-02 
19 	 1.955824e+00 	 2.311736e+00 	 1.230236e+00 	 1.948569e-02 	 1.869053e+00 	 2.837947e-03 2.880914e-02 	 3.142243e-02 
20 	 1.935089e+00 	 2.292903e+00 	 1.187247e+00 	 1.965743e-02 	 1.834963e+00 	 3.678921e-03 2.882051e-02 	 3.129234e-02 
21 	 1.915679e+00 	 2.274940e+00 	 1.146776e+00 	 2.535392e-02 	 1.802192e+00 	 4.711064e-03 2.786969e-02 	 3.112935e-02 
22 	 1.898784e+00 	 2.257842e+00 	 1.119811e+00 	 2.150779e-02 	 1.771174e+00 	 5.474551e-03 3.077050e-02 	 3.111304e-02 
23 	 1.882925e+00 	 2.241541e+00 	 1.085024e+00 	 1.869577e-02 	 1.741342e+00 	 6.049387e-03 3.509634e-02 	 3.128623e-02 
24 	 1.867385e+00 	 2.225951e+00 	 1.045968e+00 	 1.634874e-02 	 1.712368e+00 	 6.478527e-03 3.300758e-02 	 3.135795e-02 
25 	 1.853812e+00 	 2.211066e+00 	 1.021239e+00 	 1.310297e-02 	 1.684723e+00 	 6.743504e-03 2.924025e-02 	 3.127324e-02 
