#Beta=5.480000e+00, Nt=6, Ns=12^3 
#Iter 	 TraceF3iF3iMinusF4iF4i.real 	 TraceF3iF3iMinusF4iF4i.imag 	 AvgTraceF3iF3iMinusF4iF4i.real 	 AvgTraceF3iF3iMinusF4iF4i.imag 	 TraceF4iF3iPlusF3iF4i.real 	 TraceF4iF3iPlusF3iF4i.imag 	 AvgTraceF4iF3iPlusF3iF4i.real 	 AvgTraceF4iF3iPlusF3iF4i.imag 
27 	 -2.224711e-02 	 6.268618e-18 	 1.995040e-02 	 1.224381e-18 	 1.982358e-02 	 -1.870918e-18 	 -5.665890e-03 	 2.477736e-19 
28 	 -1.146590e-02 	 -1.054759e-18 	 1.882839e-02 	 1.142983e-18 	 9.212777e-03 	 6.881337e-18 	 -5.134509e-03 	 4.846866e-19 
29 	 1.443418e-02 	 -6.570437e-19 	 1.867686e-02 	 1.080913e-18 	 -2.382411e-02 	 -2.079393e-18 	 -5.778978e-03 	 3.962701e-19 
30 	 1.226028e-04 	 -4.556397e-19 	 1.805839e-02 	 1.029695e-18 	 -1.952184e-02 	 -8.352372e-19 	 -6.237073e-03 	 3.552198e-19 
31 	 -1.693965e-02 	 5.331403e-18 	 1.692942e-02 	 1.168460e-18 	 -2.153946e-02 	 -4.213665e-18 	 -6.730699e-03 	 2.078365e-19 
32 	 -1.374042e-02 	 5.316303e-19 	 1.597099e-02 	 1.148559e-18 	 -4.177085e-03 	 2.687751e-18 	 -6.650898e-03 	 2.853338e-19 
33 	 -1.855518e-02 	 9.137734e-19 	 1.492474e-02 	 1.141444e-18 	 2.458493e-02 	 3.885058e-19 	 -5.704358e-03 	 2.884602e-19 
34 	 -3.839627e-02 	 -4.048141e-18 	 1.335647e-02 	 9.888092e-19 	 5.242481e-02 	 -7.758404e-18 	 -3.994677e-03 	 5.178773e-20 
35 	 -5.602149e-02 	 -2.243105e-18 	 1.137425e-02 	 8.964687e-19 	 5.655409e-02 	 -4.875563e-18 	 -2.264712e-03 	 -8.899373e-20 
36 	 -3.275788e-02 	 3.187981e-18 	 1.014835e-02 	 9.601219e-19 	 5.766775e-02 	 1.845821e-18 	 -5.999214e-04 	 -3.524889e-20 
37 	 -1.261507e-02 	 -3.243277e-18 	 9.533127e-03 	 8.465165e-19 	 3.884027e-02 	 -8.437703e-19 	 4.660297e-04 	 -5.710082e-20 
38 	 -1.028350e-02 	 -3.053262e-18 	 9.011637e-03 	 7.438907e-19 	 5.157489e-02 	 2.705821e-18 	 1.811000e-03 	 1.560764e-20 
39 	 8.335981e-03 	 4.272930e-18 	 8.994312e-03 	 8.343789e-19 	 3.539464e-02 	 -9.336185e-19 	 2.672119e-03 	 -8.731491e-21 
40 	 -1.006683e-02 	 -2.984573e-18 	 8.517784e-03 	 7.389051e-19 	 6.825174e-02 	 -8.479532e-19 	 4.311609e-03 	 -2.971203e-20 
41 	 -2.479557e-02 	 8.098210e-19 	 7.705263e-03 	 7.406348e-19 	 6.898560e-02 	 -2.089766e-18 	 5.889024e-03 	 -7.995726e-20 
42 	 -1.747763e-02 	 -6.439333e-19 	 7.105670e-03 	 7.076689e-19 	 5.144508e-02 	 1.156482e-18 	 6.973692e-03 	 -5.051822e-20 
43 	 -1.672983e-02 	 8.224115e-19 	 6.551356e-03 	 7.103373e-19 	 5.334722e-02 	 -5.534785e-18 	 8.052146e-03 	 -1.780593e-19 
44 	 -1.334503e-02 	 2.072612e-18 	 6.099165e-03 	 7.412981e-19 	 4.598007e-02 	 4.370272e-19 	 8.914144e-03 	 -1.640801e-19 
45 	 -2.640425e-02 	 4.640888e-18 	 5.376867e-03 	 8.279556e-19 	 4.534099e-02 	 -4.097883e-18 	 9.723630e-03 	 -2.514979e-19 
46 	 -1.371419e-04 	 3.528368e-18 	 5.256997e-03 	 8.866603e-19 	 3.690351e-02 	 -6.137120e-19 	 1.031450e-02 	 -2.593721e-19 
47 	 -3.085929e-02 	 -2.322443e-18 	 4.488566e-03 	 8.183815e-19 	 2.134673e-02 	 4.633291e-18 	 1.054922e-02 	 -1.552729e-19 
48 	 -1.003938e-02 	 8.793692e-19 	 4.185900e-03 	 8.196521e-19 	 5.221711e-02 	 2.816249e-18 	 1.141731e-02 	 -9.336621e-20 
49 	 -2.640039e-03 	 -8.477166e-19 	 4.046595e-03 	 7.856241e-19 	 3.039305e-02 	 -3.533696e-18 	 1.180457e-02 	 -1.635770e-19 
50 	 -3.231953e-02 	 -7.941679e-19 	 3.319273e-03 	 7.540283e-19 	 3.832940e-02 	 -6.013306e-19 	 1.233506e-02 	 -1.723321e-19 
51 	 1.694221e-02 	 1.280314e-18 	 3.586389e-03 	 7.643476e-19 	 2.858209e-02 	 4.116287e-18 	 1.265363e-02 	 -8.824152e-20 
52 	 2.766060e-02 	 -2.843711e-19 	 4.049355e-03 	 7.441799e-19 	 6.548310e-02 	 5.862388e-18 	 1.366958e-02 	 2.619367e-20 
53 	 2.594356e-02 	 -1.854997e-18 	 4.462453e-03 	 6.951389e-19 	 4.229643e-02 	 -1.745432e-18 	 1.420971e-02 	 -7.233223e-21 
54 	 4.273985e-02 	 -1.890337e-18 	 5.171294e-03 	 6.472597e-19 	 4.456523e-02 	 4.567704e-19 	 1.477185e-02 	 1.359436e-21 
55 	 3.782465e-02 	 2.419863e-18 	 5.764991e-03 	 6.794888e-19 	 7.600945e-02 	 -3.648809e-18 	 1.588526e-02 	 -6.500726e-20 
56 	 2.342868e-02 	 6.641392e-19 	 6.080414e-03 	 6.792147e-19 	 1.002936e-01 	 1.948218e-18 	 1.739256e-02 	 -2.905682e-20 
57 	 1.690414e-02 	 -1.781593e-19 	 6.270304e-03 	 6.641731e-19 	 1.032172e-01 	 5.929984e-18 	 1.889825e-02 	 7.548775e-20 
58 	 9.343791e-03 	 -8.316400e-19 	 6.323295e-03 	 6.383832e-19 	 1.174392e-01 	 1.694568e-18 	 2.059723e-02 	 1.034029e-19 
59 	 -1.546763e-02 	 -9.473044e-19 	 5.953957e-03 	 6.115072e-19 	 1.111152e-01 	 8.350699e-18 	 2.213144e-02 	 2.431876e-19 
60 	 1.612814e-02 	 6.305543e-18 	 6.123527e-03 	 7.064078e-19 	 9.062876e-02 	 -5.509353e-18 	 2.327306e-02 	 1.473119e-19 
61 	 7.744542e-03 	 7.935660e-18 	 6.150101e-03 	 8.249201e-19 	 4.794671e-02 	 4.524202e-19 	 2.367754e-02 	 1.523137e-19 
62 	 -4.358201e-03 	 1.738404e-19 	 5.980612e-03 	 8.144188e-19 	 -1.040584e-02 	 1.605556e-18 	 2.312781e-02 	 1.757531e-19 
63 	 -2.044072e-02 	 -3.843852e-18 	 5.561226e-03 	 7.404780e-19 	 1.477139e-02 	 2.462963e-18 	 2.299517e-02 	 2.120580e-19 
64 	 -8.123776e-03 	 -3.437887e-18 	 5.347398e-03 	 6.751910e-19 	 2.713472e-03 	 1.266910e-18 	 2.267827e-02 	 2.285401e-19 
65 	 -4.767244e-03 	 9.963330e-19 	 5.191788e-03 	 6.801317e-19 	 2.997098e-03 	 -2.518428e-18 	 2.237548e-02 	 1.862790e-19 
66 	 -8.490288e-03 	 -2.586086e-18 	 4.984484e-03 	 6.306435e-19 	 2.507640e-02 	 -1.115657e-18 	 2.241640e-02 	 1.665527e-19 
67 	 -4.051367e-02 	 4.367109e-18 	 4.305407e-03 	 6.864117e-19 	 3.149696e-02 	 -7.640446e-19 	 2.255194e-02 	 1.526632e-19 
68 	 -4.198016e-02 	 1.041699e-18 	 3.624737e-03 	 6.916365e-19 	 3.168848e-02 	 -8.211828e-18 	 2.268630e-02 	 2.965600e-20 
69 	 1.968254e-03 	 -1.590226e-19 	 3.600730e-03 	 6.793081e-19 	 2.846748e-02 	 -3.147198e-18 	 2.277008e-02 	 -1.638537e-20 
70 	 7.370916e-03 	 3.121944e-19 	 3.654590e-03 	 6.740636e-19 	 3.707968e-02 	 3.337603e-18 	 2.297450e-02 	 3.152875e-20 
71 	 -1.870062e-02 	 1.706615e-19 	 3.339728e-03 	 6.669734e-19 	 -7.244305e-06 	 2.081400e-18 	 2.265082e-02 	 6.040018e-20 
72 	 -3.982562e-02 	 4.288972e-18 	 2.740209e-03 	 7.172790e-19 	 -2.178751e-03 	 2.446817e-18 	 2.230596e-02 	 9.354485e-20 
73 	 -1.846452e-02 	 -1.402341e-18 	 2.449733e-03 	 6.882431e-19 	 -8.220672e-03 	 7.366468e-18 	 2.188779e-02 	 1.931739e-19 
74 	 -4.119251e-02 	 -2.667549e-18 	 1.859973e-03 	 6.428946e-19 	 -6.099885e-03 	 2.565945e-18 	 2.150958e-02 	 2.252384e-19 
75 	 -8.673122e-02 	 -3.052114e-18 	 6.787571e-04 	 5.936278e-19 	 1.199136e-02 	 2.871797e-18 	 2.138267e-02 	 2.605259e-19 
76 	 -9.448054e-02 	 3.623719e-18 	 -5.733389e-04 	 6.334974e-19 	 1.797527e-02 	 -3.104031e-18 	 2.133783e-02 	 2.162554e-19 
77 	 -1.107015e-01 	 -2.910682e-19 	 -2.003574e-03 	 6.214901e-19 	 2.851520e-02 	 5.289585e-18 	 2.143105e-02 	 2.821428e-19 
78 	 -8.825582e-02 	 3.542224e-18 	 -3.109372e-03 	 6.589354e-19 	 4.058001e-03 	 6.859921e-20 	 2.120832e-02 	 2.794050e-19 
79 	 -7.467185e-02 	 -3.354458e-18 	 -4.015227e-03 	 6.081329e-19 	 6.461587e-03 	 -8.453598e-19 	 2.102165e-02 	 2.651675e-19 
80 	 -6.549701e-02 	 -1.140314e-18 	 -4.783749e-03 	 5.862773e-19 	 3.207206e-02 	 -1.950393e-18 	 2.115978e-02 	 2.374730e-19 
81 	 -5.419205e-02 	 1.994421e-18 	 -5.393728e-03 	 6.036618e-19 	 2.582831e-02 	 2.781447e-18 	 2.121741e-02 	 2.688801e-19 
82 	 -6.532844e-02 	 -9.226280e-19 	 -6.124639e-03 	 5.850485e-19 	 2.941554e-02 	 3.870669e-18 	 2.131739e-02 	 3.128043e-19 
83 	 -7.617717e-02 	 2.562833e-18 	 -6.968645e-03 	 6.088773e-19 	 3.279908e-02 	 3.981431e-18 	 2.145572e-02 	 3.570047e-19 
84 	 -6.207326e-02 	 4.450949e-18 	 -7.624653e-03 	 6.546162e-19 	 2.755077e-02 	 1.542646e-18 	 2.152828e-02 	 3.711194e-19 
85 	 -8.607567e-02 	 8.113628e-19 	 -8.547606e-03 	 6.564603e-19 	 7.099388e-02 	 3.415906e-18 	 2.211023e-02 	 4.069405e-19 
86 	 -8.619247e-02 	 -5.059813e-18 	 -9.450453e-03 	 5.899920e-19 	 6.246052e-02 	 1.143097e-18 	 2.257942e-02 	 4.155004e-19 
87 	 -6.126000e-02 	 4.571493e-18 	 -1.004597e-02 	 6.357564e-19 	 5.401904e-02 	 8.278754e-19 	 2.294080e-02 	 4.202404e-19 
88 	 -3.978405e-02 	 -3.580257e-18 	 -1.038390e-02 	 5.878471e-19 	 2.920920e-02 	 4.752420e-18 	 2.301203e-02 	 4.694697e-19 
89 	 -6.209799e-02 	 -1.292434e-18 	 -1.096496e-02 	 5.667204e-19 	 3.522686e-02 	 -2.317315e-18 	 2.314927e-02 	 4.381575e-19 
90 	 -6.957622e-02 	 -3.430470e-18 	 -1.161619e-02 	 5.223071e-19 	 2.247394e-02 	 -1.292342e-18 	 2.314177e-02 	 4.189297e-19 
91 	 -6.485563e-02 	 -3.947902e-18 	 -1.220124e-02 	 4.731840e-19 	 1.491086e-02 	 2.540011e-18 	 2.305132e-02 	 4.422383e-19 
92 	 -8.864563e-02 	 -8.697042e-19 	 -1.303216e-02 	 4.585874e-19 	 2.778856e-02 	 7.339781e-18 	 2.310281e-02 	 5.172116e-19 
93 	 -6.443510e-02 	 2.519350e-18 	 -1.358488e-02 	 4.807461e-19 	 2.775157e-02 	 -7.328404e-20 	 2.315280e-02 	 5.108622e-19 
94 	 -3.889927e-02 	 1.183551e-18 	 -1.385418e-02 	 4.882227e-19 	 9.746507e-03 	 -2.366171e-18 	 2.301018e-02 	 4.802554e-19 
95 	 -5.165447e-02 	 5.683369e-18 	 -1.425208e-02 	 5.429085e-19 	 2.493114e-02 	 1.161167e-18 	 2.303040e-02 	 4.874229e-19 
96 	 -5.481027e-02 	 -2.926852e-18 	 -1.467456e-02 	 5.067652e-19 	 1.972899e-02 	 -5.019455e-20 	 2.299601e-02 	 4.818228e-19 
97 	 -5.314388e-02 	 -1.078434e-18 	 -1.507115e-02 	 4.904229e-19 	 2.053458e-02 	 -2.924000e-18 	 2.297063e-02 	 4.467112e-19 
98 	 -4.583863e-02 	 5.041140e-19 	 -1.538510e-02 	 4.905626e-19 	 4.892338e-03 	 -2.730583e-19 	 2.278616e-02 	 4.393666e-19 
99 	 -4.686792e-02 	 -5.115099e-19 	 -1.570311e-02 	 4.804407e-19 	 1.766110e-02 	 9.971983e-19 	 2.273439e-02 	 4.450013e-19 
100 	 -4.819040e-02 	 -2.013864e-18 	 -1.602798e-02 	 4.554976e-19 	 3.367450e-02 	 -1.718661e-18 	 2.284380e-02 	 4.233646e-19 
101 	 -4.935563e-02 	 9.234838e-18 	 -1.635796e-02 	 5.424218e-19 	 -1.217754e-03 	 5.770700e-19 	 2.260556e-02 	 4.248865e-19 
102 	 -8.257915e-02 	 -1.992191e-18 	 -1.700719e-02 	 5.175726e-19 	 1.367483e-02 	 -3.734474e-18 	 2.251801e-02 	 3.841084e-19 
103 	 -8.154547e-02 	 6.130323e-19 	 -1.763377e-02 	 5.184994e-19 	 2.966623e-02 	 8.288793e-19 	 2.258741e-02 	 3.884266e-19 
104 	 -1.024321e-01 	 -3.199546e-18 	 -1.844914e-02 	 4.827490e-19 	 5.403388e-02 	 2.722552e-18 	 2.288978e-02 	 4.108701e-19 
105 	 -1.216095e-01 	 -3.863152e-18 	 -1.943162e-02 	 4.413595e-19 	 -1.465859e-03 	 4.528217e-18 	 2.265782e-02 	 4.500829e-19 
106 	 -1.006178e-01 	 -5.775152e-18 	 -2.019753e-02 	 3.827131e-19 	 -1.398277e-02 	 2.841011e-18 	 2.231215e-02 	 4.726389e-19 
107 	 -1.025109e-01 	 1.436669e-18 	 -2.096681e-02 	 3.925632e-19 	 2.618114e-02 	 5.712307e-18 	 2.234831e-02 	 5.216077e-19 
108 	 -1.309708e-01 	 9.550610e-19 	 -2.198537e-02 	 3.977715e-19 	 -3.306919e-03 	 -3.312840e-19 	 2.211076e-02 	 5.137106e-19 
109 	 -1.268699e-01 	 -1.292204e-18 	 -2.294761e-02 	 3.822671e-19 	 -3.454923e-02 	 -1.217218e-18 	 2.159095e-02 	 4.978305e-19 
110 	 -1.181925e-01 	 -6.713860e-19 	 -2.381347e-02 	 3.726885e-19 	 -7.958454e-02 	 1.509183e-19 	 2.067117e-02 	 4.946767e-19 
111 	 -1.224557e-01 	 6.145646e-20 	 -2.470214e-02 	 3.698846e-19 	 -9.386745e-02 	 2.148996e-18 	 1.963929e-02 	 5.095805e-19 
112 	 -7.673075e-02 	 4.819897e-18 	 -2.516668e-02 	 4.096168e-19 	 -1.017357e-01 	 -6.648937e-18 	 1.855558e-02 	 4.456652e-19 
113 	 -5.577458e-02 	 3.829436e-18 	 -2.543755e-02 	 4.398807e-19 	 -9.613546e-02 	 -1.776887e-18 	 1.754062e-02 	 4.259966e-19 
114 	 -5.284343e-02 	 3.670631e-18 	 -2.567795e-02 	 4.682206e-19 	 -9.523319e-02 	 1.423517e-18 	 1.655137e-02 	 4.347468e-19 
115 	 -2.242488e-02 	 7.250843e-18 	 -2.564967e-02 	 5.272000e-19 	 -8.287796e-02 	 -1.579455e-18 	 1.568677e-02 	 4.172320e-19 
116 	 -1.450906e-02 	 -1.503891e-18 	 -2.555363e-02 	 5.096905e-19 	 -5.251971e-02 	 3.411891e-18 	 1.509878e-02 	 4.430480e-19 
117 	 2.275863e-02 	 7.962925e-18 	 -2.514070e-02 	 5.733934e-19 	 -3.004155e-02 	 1.871253e-18 	 1.471297e-02 	 4.552549e-19 
118 	 3.373943e-02 	 -2.557396e-18 	 -2.464172e-02 	 5.468613e-19 	 -2.795252e-02 	 2.705151e-18 	 1.435140e-02 	 4.743218e-19 
119 	 9.179603e-04 	 7.124871e-18 	 -2.442693e-02 	 6.021387e-19 	 -1.521807e-02 	 1.583471e-18 	 1.410292e-02 	 4.836424e-19 
120 	 -6.620740e-02 	 3.480552e-18 	 -2.477510e-02 	 6.261255e-19 	 -1.157017e-02 	 -9.946049e-19 	 1.388897e-02 	 4.713236e-19 
121 	 -5.242371e-02 	 -2.566567e-18 	 -2.500360e-02 	 5.997396e-19 	 -8.725360e-03 	 -6.438287e-18 	 1.370208e-02 	 4.142194e-19 
122 	 -7.415087e-02 	 4.774194e-18 	 -2.540645e-02 	 6.339564e-19 	 -2.999391e-03 	 3.561387e-18 	 1.356518e-02 	 4.400159e-19 
123 	 -4.178235e-02 	 -1.019394e-18 	 -2.553958e-02 	 6.205145e-19 	 -2.204671e-02 	 1.629650e-18 	 1.327565e-02 	 4.496877e-19 
124 	 -3.841229e-02 	 1.094027e-18 	 -2.564340e-02 	 6.243332e-19 	 -4.581441e-02 	 -9.490450e-18 	 1.279912e-02 	 3.695253e-19 
125 	 -2.693769e-02 	 -2.859654e-18 	 -2.565375e-02 	 5.964613e-19 	 -2.961940e-02 	 -6.813073e-18 	 1.245977e-02 	 3.120645e-19 
126 	 -1.960100e-02 	 7.845172e-19 	 -2.560571e-02 	 5.979538e-19 	 -3.728118e-02 	 -1.377673e-18 	 1.206500e-02 	 2.986539e-19 
127 	 -2.415993e-02 	 9.795871e-19 	 -2.559433e-02 	 6.009588e-19 	 -5.452738e-02 	 1.572762e9e-19 	 4.501265e-02 	 -3.025727e-18 	 1.746352e-02 	 1.310495e-19 
128 	 -4.289342e-02 	 -3.278948e-18 	 1.449457e-02 	 -2.871136e-19 	 3.583543e-02 	 -7.134318e-18 	 1.760705e-02 	 7.428883e-20 
129 	 -4.043715e-02 	 5.985352e-18 	 1.406874e-02 	 -2.384899e-19 	 4.652946e-02 	 -3.205758e-18 	 1.783125e-02 	 4.886210e-20 
130 	 -5.979375e-02 	 7.247831e-19 	 1.350057e-02 	 -2.310801e-19 	 5.865258e-02 	 2.587696e-18 	 1.814526e-02 	 6.839160e-20 
131 	 -1.920636e-02 	 -5.983922e-19 	 1.325090e-02 	 -2.338840e-19 	 4.053649e-02 	 -4.915050e-18 	 1.831619e-02 	 3.035006e-20 
132 	 1.639209e-02 	 4.477502e-18 	 1.327469e-02 	 -1.981917e-19 	 3.552247e-02 	 5.561890e-18 	 1.844654e-02 	 7.225567e-20 
133 	 1.787198e-02 	 -1.308888e-18 	 1.330926e-02 	 -2.065428e-19 	 1.245305e-03 	 -1.370646e-18 	 1.831720e-02 	 6.140678e-20 
134 	 -1.892282e-02 	 -3.643026e-19 	 1.306872e-02 	 -2.077201e-19 	 -1.146305e-03 	 -1.636677e-18 	 1.817195e-02 	 4.873452e-20 
135 	 2.104855e-03 	 1.469475e-18 	 1.298751e-02 	 -1.952964e-19 	 1.799432e-02 	 -2.424062e-18 	 1.817064e-02 	 3.041751e-20 
136 	 1.973528e-02 	 -6.107787e-19 	 1.303712e-02 	 -1.983514e-19 	 1.803977e-03 	 3.182334e-18 	 1.805030e-02 	 5.359336e-20 
137 	 5.693011e-03 	 -3.145823e-18 	 1.298352e-02 	 -2.198658e-19 	 5.526615e-02 	 -3.230856e-18 	 1.832194e-02 	 2.961929e-20 
138 	 6.265746e-03 	 7.049092e-19 	 1.293484e-02 	 -2.131645e-19 	 2.724945e-02 	 1.477058e-18 	 1.838664e-02 	 4.010797e-20 
139 	 1.881927e-02 	 1.390409e-18 	 1.297717e-02 	 -2.016280e-19 	 1.981307e-02 	 -3.891750e-18 	 1.839690e-02 	 1.182122e-20 
140 	 6.089733e-03 	 2.074001e-18 	 1.292798e-02 	 -1.853735e-19 	 2.951347e-02 	 -6.906769e-19 	 1.847630e-02 	 6.803378e-21 
141 	 7.746677e-03 	 1.312862e-19 	 1.289123e-02 	 -1.831277e-19 	 5.562755e-02 	 9.086551e-18 	 1.873979e-02 	 7.119875e-20 
142 	 -1.268836e-02 	 3.240722e-18 	 1.271109e-02 	 -1.590161e-19 	 7.558475e-02 	 3.129965e-18 	 1.914010e-02 	 9.273936e-20 
143 	 -2.615955e-02 	 -1.599653e-18 	 1.243927e-02 	 -1.690905e-19 	 6.261596e-02 	 7.679765e-18 	 1.944413e-02 	 1.457955e-19 
144 	 -2.892705e-02 	 -1.806293e-18 	 1.215200e-02 	 -1.804600e-19 	 7.694445e-02 	 -1.047058e-18 	 1.984344e-02 	 1.375118e-19 
145 	 -3.877041e-02 	 -4.597245e-20 	 1.180081e-02 	 -1.795325e-19 	 5.860638e-02 	 2.621410e-18 	 2.011077e-02 	 1.546421e-19 
146 	 -4.246973e-02 	 -1.508960e-18 	 1.142910e-02 	 -1.886381e-19 	 4.349567e-02 	 -4.236420e-19 	 2.027094e-02 	 1.506813e-19 
147 	 -4.323506e-02 	 -4.567858e-18 	 1.105723e-02 	 -2.184287e-19 	 3.399973e-02 	 -1.646381e-18 	 2.036433e-02 	 1.384563e-19 
148 	 -5.262792e-02 	 -4.901542e-18 	 1.062693e-02 	 -2.500714e-19 	 4.857972e-02 	 -5.192124e-18 	 2.055498e-02 	 1.024389e-19 
149 	 -6.776327e-02 	 7.436625e-18 	 1.010082e-02 	 -1.984828e-19 	 7.275594e-02 	 1.125027e-18 	 2.090532e-02 	 1.093019e-19 
150 	 -2.860768e-02 	 -1.698431e-19 	 9.842762e-03 	 -1.982919e-19 	 8.042199e-02 	 -1.681183e-18 	 2.130210e-02 	 9.736536e-20 
151 	 -4.572496e-02 	 -1.454078e-18 	 9.474764e-03 	 -2.066084e-19 	 1.134904e-01 	 -4.654457e-18 	 2.191262e-02 	 6.589634e-20 
152 	 -4.572496e-02 	 -1.454078e-18 	 9.111608e-03 	 -2.148154e-19 	 1.134904e-01 	 -4.654457e-18 	 2.251510e-02 	 3.484138e-20 
153 	 -5.961119e-02 	 4.671013e-18 	 8.662439e-03 	 -1.828819e-19 	 7.994410e-02 	 -1.851175e-18 	 2.289045e-02 	 2.251448e-20 
154 	 -5.685118e-02 	 -3.645693e-19 	 8.237026e-03 	 -1.840617e-19 	 1.087666e-01 	 1.138412e-18 	 2.344809e-02 	 2.976057e-20 
155 	 -6.259081e-02 	 -5.107542e-18 	 7.780072e-03 	 -2.158261e-19 	 7.893977e-02 	 -7.314349e-18 	 2.380610e-02 	 -1.762078e-20 
156 	 -5.355483e-02 	 -6.164619e-19 	 7.386900e-03 	 -2.183942e-19 	 7.770245e-02 	 -3.636762e-18 	 2.415159e-02 	 -4.082041e-20 
157 	 -9.456165e-02 	 -2.132371e-18 	 6.737546e-03 	 -2.305852e-19 	 7.699276e-02 	 -1.270424e-18 	 2.448816e-02 	 -4.865227e-20 
