#Beta=5.425000e+00, Nt=6, Ns=12^3 
#Iters 	 Current_Plaq 	 Average_Plaq 	 CurrentPolyakovLoop.real 	 CurrentPolyakovLoop.imag 	 AveragePolyakovLoop.real 	 AveragePolyakovLoop.imag 	 PBP 	 AveragePBP
1 	 3.000000e+00 	 3.000000e+00 	 3.000000e+00 	 0.000000e+00 	 3.000000e+00 	 0.000000e+00 3.096684e-02 	 3.096684e-02 
2 	 2.850383e+00 	 2.925191e+00 	 2.776609e+00 	 8.567568e-06 	 2.888304e+00 	 4.283784e-06 3.066556e-02 	 3.081620e-02 
3 	 2.725284e+00 	 2.858556e+00 	 2.579861e+00 	 -9.069593e-04 	 2.785490e+00 	 -2.994639e-04 2.899362e-02 	 3.020867e-02 
4 	 2.621001e+00 	 2.799167e+00 	 2.409515e+00 	 -2.825513e-03 	 2.691496e+00 	 -9.309763e-04 2.926895e-02 	 2.997374e-02 
5 	 2.533409e+00 	 2.746015e+00 	 2.262499e+00 	 -1.900480e-03 	 2.605697e+00 	 -1.124877e-03 3.312848e-02 	 3.060469e-02 
6 	 2.453962e+00 	 2.697340e+00 	 2.128400e+00 	 -2.605027e-04 	 2.526147e+00 	 -9.808146e-04 2.940627e-02 	 3.040495e-02 
7 	 2.385417e+00 	 2.652779e+00 	 2.000378e+00 	 4.261565e-04 	 2.451037e+00 	 -7.798188e-04 2.871369e-02 	 3.016334e-02 
8 	 2.324172e+00 	 2.611703e+00 	 1.906328e+00 	 -3.086162e-04 	 2.382949e+00 	 -7.209184e-04 3.784371e-02 	 3.112339e-02 
9 	 2.271738e+00 	 2.573929e+00 	 1.820408e+00 	 -1.565150e-03 	 2.320444e+00 	 -8.147220e-04 2.982872e-02 	 3.097954e-02 
10 	 2.225385e+00 	 2.539075e+00 	 1.738205e+00 	 3.070752e-03 	 2.262220e+00 	 -4.261746e-04 3.214044e-02 	 3.109563e-02 
11 	 2.181478e+00 	 2.506566e+00 	 1.669333e+00 	 1.561740e-03 	 2.208321e+00 	 -2.454551e-04 2.846316e-02 	 3.085631e-02 
