#Iter 	 TraceF3iF3iMinusF4iF4i.real 	 TraceF3iF3iMinusF4iF4i.imag 	 TraceF4iF3iPlusF3iF4i.real 	 TraceF4iF3iPlusF3iF4i.imag 
300 	 -2.504426e-02 	 -1.481889e-18 	 -3.343157e-02 	 1.097587e-18 
301 	 -2.504426e-02 	 -1.481889e-18 	 -3.343157e-02 	 1.097587e-18 
302 	 -2.616990e-02 	 -2.834549e-18 	 -4.655243e-02 	 -2.399969e-18 
303 	 1.769413e-02 	 -8.800725e-19 	 -7.172034e-02 	 -1.252521e-18 
304 	 1.769413e-02 	 -8.800725e-19 	 -7.172034e-02 	 -1.252521e-18 
305 	 1.769413e-02 	 -8.800725e-19 	 -7.172034e-02 	 -1.252521e-18 
306 	 1.769413e-02 	 -8.800725e-19 	 -7.172034e-02 	 -1.252521e-18 
307 	 -1.122530e-02 	 -4.491397e-18 	 3.034414e-02 	 2.039237e-18 
308 	 2.976096e-02 	 -5.383833e-18 	 1.109112e-02 	 8.392528e-19 
309 	 2.301466e-02 	 2.198291e-18 	 -6.802373e-02 	 6.920155e-19 
310 	 2.301466e-02 	 2.198291e-18 	 -6.802373e-02 	 6.920155e-19 
311 	 2.301466e-02 	 2.198291e-18 	 -6.802373e-02 	 6.920155e-19 
312 	 2.301466e-02 	 2.198291e-18 	 -6.802373e-02 	 6.920155e-19 
313 	 3.790670e-02 	 1.659347e-18 	 -7.465982e-02 	 -3.898443e-18 
314 	 3.790670e-02 	 1.659347e-18 	 -7.465982e-02 	 -3.898443e-18 
315 	 4.725266e-02 	 -1.392020e-18 	 -3.875305e-02 	 1.463004e-18 
316 	 4.725266e-02 	 -1.392020e-18 	 -3.875305e-02 	 1.463004e-18 
317 	 4.725266e-02 	 -1.392020e-18 	 -3.875305e-02 	 1.463004e-18 
318 	 4.725266e-02 	 -1.392020e-18 	 -3.875305e-02 	 1.463004e-18 
319 	 4.725266e-02 	 -1.392020e-18 	 -3.875305e-02 	 1.463004e-18 
320 	 4.725266e-02 	 -1.392020e-18 	 -3.875305e-02 	 1.463004e-18 
321 	 6.949973e-02 	 3.260951e-18 	 -1.966219e-02 	 1.410132e-18 
322 	 6.949973e-02 	 3.260951e-18 	 -1.966219e-02 	 1.410132e-18 
323 	 6.949973e-02 	 3.260951e-18 	 -1.966219e-02 	 1.410132e-18 
324 	 5.870152e-02 	 -3.309400e-18 	 -9.946003e-03 	 -1.019953e-18 
325 	 5.870152e-02 	 -3.309400e-18 	 -9.946003e-03 	 -1.019953e-18 
326 	 5.870152e-02 	 -3.309400e-18 	 -9.946003e-03 	 -1.019953e-18 
327 	 1.994522e-02 	 3.820996e-18 	 1.224034e-02 	 2.057307e-18 
328 	 -6.931423e-03 	 -1.261452e-18 	 2.024555e-02 	 1.353245e-18 
329 	 -6.931423e-03 	 -1.261452e-18 	 2.024555e-02 	 1.353245e-18 
330 	 9.275850e-03 	 -6.006091e-20 	 5.370770e-02 	 2.796171e-18 
331 	 9.275850e-03 	 -6.006091e-20 	 5.370770e-02 	 2.796171e-18 
332 	 1.851530e-02 	 1.165381e-18 	 6.580354e-02 	 -1.394739e-18 
333 	 1.851530e-02 	 1.165381e-18 	 6.580354e-02 	 -1.394739e-18 
334 	 1.916136e-02 	 -2.312073e-19 	 6.195847e-02 	 -2.037229e-18 
335 	 2.251956e-02 	 9.964245e-19 	 2.913070e-02 	 -1.437572e-18 
336 	 2.251956e-02 	 9.964245e-19 	 2.913070e-02 	 -1.437572e-18 
337 	 2.251956e-02 	 9.964245e-19 	 2.913070e-02 	 -1.437572e-18 
338 	 3.770018e-02 	 -4.046857e-19 	 4.319810e-02 	 3.268000e-18 
339 	 3.770018e-02 	 -4.046857e-19 	 4.319810e-02 	 3.268000e-18 
340 	 3.770018e-02 	 -4.046857e-19 	 4.319810e-02 	 3.268000e-18 
341 	 3.770018e-02 	 -4.046857e-19 	 4.319810e-02 	 3.268000e-18 
342 	 9.378520e-02 	 -9.361737e-19 	 4.537474e-02 	 5.765011e-18 
343 	 9.378520e-02 	 -9.361737e-19 	 4.537474e-02 	 5.765011e-18 
344 	 9.378520e-02 	 -9.361737e-19 	 4.537474e-02 	 5.765011e-18 
345 	 9.378520e-02 	 -9.361737e-19 	 4.537474e-02 	 5.765011e-18 
346 	 9.378520e-02 	 -9.361737e-19 	 4.537474e-02 	 5.765011e-18 
347 	 9.378520e-02 	 -9.361737e-19 	 4.537474e-02 	 5.765011e-18 
348 	 9.378520e-02 	 -9.361737e-19 	 4.537474e-02 	 5.765011e-18 
349 	 6.555654e-02 	 9.386589e-19 	 1.092002e-02 	 4.199610e-18 
350 	 6.555654e-02 	 9.386589e-19 	 1.092002e-02 	 4.199610e-18 
351 	 6.555654e-02 	 9.386589e-19 	 1.092002e-02 	 4.199610e-18 
352 	 6.302217e-02 	 -2.013638e-18 	 -1.150775e-02 	 9.337859e-19 
353 	 6.302217e-02 	 -2.013638e-18 	 -1.150775e-02 	 9.337859e-19 
354 	 6.302217e-02 	 -2.013638e-18 	 -1.150775e-02 	 9.337859e-19 
355 	 3.414606e-02 	 6.666066e-18 	 3.171346e-02 	 -4.751750e-19 
356 	 6.284448e-04 	 2.724370e-18 	 2.747355e-02 	 2.564607e-18 
357 	 6.284448e-04 	 2.724370e-18 	 2.747355e-02 	 2.564607e-18 
358 	 6.284448e-04 	 2.724370e-18 	 2.747355e-02 	 2.564607e-18 
359 	 6.284448e-04 	 2.724370e-18 	 2.747355e-02 	 2.564607e-18 
360 	 2.127243e-02 	 -1.630303e-18 	 1.023230e-02 	 4.401727e-18 
361 	 2.127243e-02 	 -1.630303e-18 	 1.023230e-02 	 4.401727e-18 
362 	 2.127243e-02 	 -1.630303e-18 	 1.023230e-02 	 4.401727e-18 
363 	 4.528090e-02 	 -3.639439e-18 	 6.769645e-04 	 -2.851050e-19 
364 	 3.925654e-02 	 -1.559158e-18 	 1.240123e-02 	 2.307611e-18 
365 	 2.241879e-02 	 2.253443e-18 	 1.639731e-02 	 1.412140e-18 
366 	 2.241879e-02 	 2.253443e-18 	 1.639731e-02 	 1.412140e-18 
367 	 2.241879e-02 	 2.253443e-18 	 1.639731e-02 	 1.412140e-18 
368 	 2.241879e-02 	 2.253443e-18 	 1.639731e-02 	 1.412140e-18 
369 	 2.241879e-3.921867e-18 
368 	 -8.577124e-03 	 -1.336652e-18 	 -1.891595e-02 	 -3.921867e-18 
369 	 -8.577124e-03 	 -1.336652e-18 	 -1.891595e-02 	 -3.921867e-18 
370 	 -1.531248e-02 	 1.805616e-18 	 -4.590967e-02 	 -1.635673e-18 
371 	 -1.531248e-02 	 1.805616e-18 	 -4.590967e-02 	 -1.635673e-18 
372 	 -1.531248e-02 	 1.805616e-18 	 -4.590967e-02 	 -1.635673e-18 
373 	 -1.531248e-02 	 1.805616e-18 	 -4.590967e-02 	 -1.635673e-18 
374 	 3.948817e-03 	 7.031618e-18 	 -2.579391e-02 	 -1.880622e-19 
375 	 2.536357e-03 	 -1.607449e-18 	 -5.858050e-02 	 -1.755136e-19 
376 	 2.536357e-03 	 -1.607449e-18 	 -5.858050e-02 	 -1.755136e-19 
377 	 6.603410e-02 	 3.968168e-18 	 -6.940241e-03 	 3.174972e-18 
378 	 2.411673e-02 	 3.060869e-18 	 -4.574101e-03 	 3.541058e-18 
379 	 2.912207e-03 	 -1.622879e-18 	 -5.673545e-02 	 -6.317820e-19 
380 	 2.912207e-03 	 -1.622879e-18 	 -5.673545e-02 	 -6.317820e-19 
381 	 -9.347886e-03 	 9.222463e-19 	 -9.787156e-03 	 -1.803657e-18 
382 	 -9.347886e-03 	 9.222463e-19 	 -9.787156e-03 	 -1.803657e-18 
383 	 -9.347886e-03 	 9.222463e-19 	 -9.787156e-03 	 -1.803657e-18 
384 	 -9.347886e-03 	 9.222463e-19 	 -9.787156e-03 	 -1.803657e-18 
385 	 -1.101255e-02 	 -2.205716e-18 	 -2.727404e-02 	 4.492077e-18 
386 	 -1.101255e-02 	 -2.205716e-18 	 -2.727404e-02 	 4.492077e-18 
387 	 -1.101255e-02 	 -2.205716e-18 	 -2.727404e-02 	 4.492077e-18 
388 	 -1.663315e-02 	 4.769491e-18 	 -6.180834e-02 	 5.136575e-20 
389 	 -1.663315e-02 	 4.769491e-18 	 -6.180834e-02 	 5.136575e-20 
390 	 -2.051085e-02 	 4.302195e-19 	 -6.195933e-03 	 -5.554863e-19 
391 	 -2.051085e-02 	 4.302195e-19 	 -6.195933e-03 	 -5.554863e-19 
392 	 -2.051085e-02 	 4.302195e-19 	 -6.195933e-03 	 -5.554863e-19 
393 	 -2.051085e-02 	 4.302195e-19 	 -6.195933e-03 	 -5.554863e-19 
394 	 -2.051085e-02 	 4.302195e-19 	 -6.195933e-03 	 -5.554863e-19 
395 	 -2.051085e-02 	 4.302195e-19 	 -6.195933e-03 	 -5.554863e-19 
396 	 -2.051085e-02 	 4.302195e-19 	 -6.195933e-03 	 -5.554863e-19 
397 	 -2.878550e-02 	 -4.166566e-19 	 -3.383279e-02 	 3.584560e-18 
398 	 -2.878550e-02 	 -4.166566e-19 	 -3.383279e-02 	 3.584560e-18 
399 	 -5.198812e-02 	 1.165517e-18 	 -2.481818e-02 	 -3.439999e-19 
400 	 -1.439525e-02 	 -1.820831e-18 	 -2.456324e-02 	 -1.792280e-18 
1.618926e-18 	 -7.693792e-02 	 7.067392e-19 
.352135e-02 	 -2.970942e-19 	 7.466239e-03 	 -2.961478e-18 
