#Beta=5.400000e+00, Nt=6, Ns=12^3 
#Iter 	 TraceF3iF3iMinusF4iF4i.real 	 TraceF3iF3iMinusF4iF4i.imag 	 AvgTraceF3iF3iMinusF4iF4i.real 	 AvgTraceF3iF3iMinusF4iF4i.imag 	 TraceF4iF3iPlusF3iF4i.real 	 TraceF4iF3iPlusF3iF4i.imag 	 AvgTraceF4iF3iPlusF3iF4i.real 	 AvgTraceF4iF3iPlusF3iF4i.imag 
45 	 6.766375e-02 	 -6.499690e-19 	 1.305200e-02 	 -3.333215e-19 	 7.641201e-02 	 9.359609e-19 	 1.516380e-02 	 -3.311841e-20 
46 	 7.544721e-02 	 1.365267e-18 	 1.440842e-02 	 -2.963957e-19 	 1.195610e-01 	 2.922996e-18 	 1.743331e-02 	 3.114494e-20 
47 	 3.150068e-02 	 -1.501141e-18 	 1.477208e-02 	 -3.220286e-19 	 1.349703e-01 	 7.950816e-19 	 1.993409e-02 	 4.739891e-20 
48 	 2.448027e-02 	 -4.266228e-18 	 1.497434e-02 	 -4.041994e-19 	 1.457800e-01 	 3.475972e-20 	 2.255588e-02 	 4.713560e-20 
49 	 3.870833e-02 	 3.375416e-18 	 1.545870e-02 	 -3.270644e-19 	 1.376416e-01 	 2.313969e-18 	 2.490457e-02 	 9.339749e-20 
50 	 5.065075e-02 	 1.921196e-18 	 1.616254e-02 	 -2.820992e-19 	 1.409353e-01 	 5.518054e-18 	 2.722519e-02 	 2.018906e-19 
51 	 3.066290e-03 	 3.086795e-19 	 1.590575e-02 	 -2.705153e-19 	 1.256819e-01 	 4.279587e-18 	 2.915571e-02 	 2.818454e-19 
52 	 1.272077e-02 	 2.270258e-18 	 1.584451e-02 	 -2.216543e-19 	 1.100133e-01 	 2.755346e-18 	 3.071066e-02 	 3.294128e-19 
53 	 -2.262097e-03 	 -5.022456e-18 	 1.550287e-02 	 -3.122354e-19 	 1.130445e-01 	 5.291174e-18 	 3.226413e-02 	 4.230309e-19 
54 	 -4.569671e-03 	 -1.108599e-18 	 1.513116e-02 	 -3.269829e-19 	 1.108940e-01 	 -3.240894e-18 	 3.372024e-02 	 3.551804e-19 
55 	 -8.476667e-03 	 -3.667815e-18 	 1.470192e-02 	 -3.877253e-19 	 6.358644e-02 	 -4.489735e-18 	 3.426326e-02 	 2.670911e-19 
56 	 -2.475619e-02 	 2.332995e-18 	 1.399732e-02 	 -3.391410e-19 	 6.714763e-02 	 -7.129257e-18 	 3.485048e-02 	 1.350134e-19 
57 	 -3.895941e-02 	 -4.048221e-18 	 1.306825e-02 	 -4.042126e-19 	 4.934456e-02 	 -5.755641e-20 	 3.510477e-02 	 1.316350e-19 
58 	 -5.097828e-02 	 1.059128e-18 	 1.196400e-02 	 -3.789826e-19 	 5.071674e-02 	 -3.220817e-19 	 3.537394e-02 	 1.238123e-19 
59 	 -4.160508e-02 	 9.482599e-19 	 1.105605e-02 	 -3.564869e-19 	 8.253161e-03 	 4.377634e-18 	 3.491426e-02 	 1.959110e-19 
60 	 -2.050477e-02 	 -4.071170e-18 	 1.053003e-02 	 -4.183983e-19 	 1.968921e-02 	 9.101944e-19 	 3.466051e-02 	 2.078157e-19 
61 	 -2.139780e-02 	 4.526630e-18 	 1.000663e-02 	 -3.373323e-19 	 4.254509e-02 	 -2.429081e-18 	 3.478977e-02 	 1.645879e-19 
62 	 -6.481147e-03 	 -4.854711e-19 	 9.740696e-03 	 -3.397216e-19 	 6.718222e-02 	 -3.430002e-18 	 3.531223e-02 	 1.066106e-19 
63 	 -2.924234e-03 	 4.117072e-18 	 9.539665e-03 	 -2.6893e-19 	 2.283846e-02 	 5.872093e-18 	 5.926067e-03 	 6.057751e-19 
64 	 1.306768e-02 	 -5.674519e-19 	 1.180022e-02 	 1.287741e-19 	 -2.858947e-03 	 5.453637e-18 	 5.788801e-03 	 6.815230e-19 
65 	 6.024690e-02 	 -1.863342e-18 	 1.254555e-02 	 9.812611e-20 	 -7.840816e-03 	 -1.551262e-18 	 5.579114e-03 	 6.471724e-19 
66 	 4.115258e-02 	 3.371526e-18 	 1.297899e-02 	 1.477231e-19 	 -2.070936e-03 	 7.328404e-19 	 5.463204e-03 	 6.484704e-19 
67 	 3.531089e-02 	 4.924429e-18 	 1.331230e-02 	 2.190172e-19 	 2.803232e-02 	 -4.170832e-18 	 5.800057e-03 	 5.765405e-19 
68 	 2.772149e-02 	 6.189484e-19 	 1.352420e-02 	 2.248985e-19 	 5.439163e-02 	 -1.616264e-18 	 6.514639e-03 	 5.442934e-19 
69 	 4.207968e-02 	 2.087892e-18 	 1.393805e-02 	 2.518984e-19 	 5.563869e-02 	 1.366630e-18 	 7.226582e-03 	 5.562113e-19 
70 	 3.247244e-02 	 -9.164334e-19 	 1.420283e-02 	 2.352080e-19 	 6.068427e-02 	 -1.024973e-18 	 7.990263e-03 	 5.336230e-19 
71 	 1.058458e-02 	 -7.081614e-19 	 1.415187e-02 	 2.219211e-19 	 5.794810e-02 	 2.037899e-19 	 8.693894e-03 	 5.289775e-19 
72 	 -2.590164e-02 	 7.820944e-19 	 1.359557e-02 	 2.297013e-19 	 6.631667e-02 	 -2.268793e-18 	 9.494211e-03 	 4.901195e-19 
73 	 -3.927431e-02 	 4.344926e-18 	 1.287132e-02 	 2.860742e-19 	 5.806931e-02 	 -2.776428e-18 	 1.015962e-02 	 4.453723e-19 
74 	 -3.714668e-02 	 3.351651e-20 	 1.219540e-02 	 2.826613e-19 	 7.694402e-02 	 -1.061447e-18 	 1.106211e-02 	 4.250099e-19 
75 	 -5.658534e-02 	 1.828519e-18 	 1.127833e-02 	 3.032727e-19 	 4.383805e-02 	 -2.721548e-18 	 1.149913e-02 	 3.830558e-19 
76 	 -8.300794e-02 	 2.067596e-18 	 1.003772e-02 	 3.264875e-19 	 6.446529e-02 	 -1.091229e-18 	 1.219605e-02 	 3.636573e-19 
77 	 -2.183706e-02 	 5.016419e-18 	 9.623761e-03 	 3.873957e-19 	 3.380719e-02 	 2.298241e-18 	 1.247671e-02 	 3.887817e-19 
78 	 -1.309128e-02 	 7.346233e-19 	 9.332543e-03 	 3.918473e-19 	 4.518124e-02 	 2.216424e-18 	 1.289600e-02 	 4.122130e-19 
79 	 -4.806967e-02 	 -7.276442e-18 	 8.605933e-03 	 2.947804e-19 	 2.333905e-02 	 -3.410552e-18 	 1.302819e-02 	 3.638236e-19 
80 	 -3.827840e-02 	 -7.389016e-19 	 8.019878e-03 	 2.818594e-19 	 4.777519e-02 	 -2.173591e-18 	 1.346253e-02 	 3.321059e-19 
81 	 -1.362469e-02 	 2.011669e-18 	 7.752662e-03 	 3.032150e-19 	 6.123401e-02 	 -1.027984e-18 	 1.405230e-02 	 3.153147e-19 
82 	 -5.633499e-03 	 -4.688873e-19 	 7.589416e-03 	 2.937992e-19 	 5.401381e-02 	 4.316731e-20 	 1.453964e-02 	 3.119958e-19 
83 	 1.868582e-02 	 1.856701e-18 	 7.723107e-03 	 3.126293e-19 	 4.113197e-02 	 -3.641782e-18 	 1.486003e-02 	 2.643600e-19 
84 	 2.543482e-02 	 -3.104342e-18 	 7.933961e-03 	 2.719511e-19 	 7.411153e-02 	 6.295065e-18 	 1.556540e-02 	 3.361541e-19 
85 	 3.221313e-02 	 -1.772671e-18 	 8.219598e-03 	 2.478967e-19 	 5.353091e-02 	 2.289206e-18 	 1.601206e-02 	 3.591311e-19 
86 	 -1.417733e-02 	 1.751541e-18 	 7.959169e-03 	 2.653809e-19 	 1.795041e-02 	 1.742085e-18 	 1.603459e-02 	 3.752120e-19 
87 	 -1.926760e-02 	 -6.842154e-18 	 7.646218e-03 	 1.836851e-19 	 1.229962e-02 	 -5.585984e-18 	 1.599166e-02 	 3.066925e-19 
88 	 -3.283223e-02 	 2.661650e-18 	 7.186235e-03 	 2.118438e-19 	 8.299756e-03 	 -1.851300e-18 	 1.590426e-02 	 2.821699e-19 
89 	 -2.204068e-02 	 1.119378e-19 	 6.857843e-03 	 2.107213e-19 	 3.243058e-02 	 1.872257e-18 	 1.608995e-02 	 3.000360e-19 
90 	 -4.293020e-03 	 -3.410892e-18 	 6.733945e-03 	 1.704811e-19 	 4.401271e-02 	 -4.223034e-19 	 1.640020e-02 	 2.920100e-19 
91 	 -3.001191e-03 	 1.519718e-18 	 6.626965e-03 	 1.853079e-19 	 5.343265e-02 	 -3.270007e-18 	 1.680715e-02 	 2.528670e-19 
92 	 -1.311261e-02 	 5.285575e-19 	 6.412404e-03 	 1.890389e-19 	 5.016385e-02 	 -1.555654e-18 	 1.716972e-02 	 2.332091e-19 
93 	 -1.167827e-02 	 3.098708e-18 	 6.217881e-03 	 2.203257e-19 	 9.021299e-03 	 -4.260680e-19 	 1.708210e-02 	 2.261201e-19 
94 	 -3.955732e-03 	 5.673918e-19 	 6.109651e-03 	 2.240178e-19 	 -5.759680e-03 	 5.742256e-19 	 1.683911e-02 	 2.298234e-19 
95 	 -2.227970e-02 	 5.993750e-18 	 5.810816e-03 	 2.847519e-19 	 -9.020209e-03 	 -3.010334e-18 	 1.656690e-02 	 1.957165e-19 
96 	 -1.686305e-02 	 -1.031397e-18 	 5.574630e-03 	 2.710420e-19 	 -4.055220e-03 	 -1.211529e-18 	 1.635209e-02 	 1.810576e-19 
97 	 -1.943837e-02 	 -3.537919e-18 	 5.316764e-03 	 2.317743e-19 	 -1.993557e-02 	 -4.049696e-18 	 1.597799e-02 	 1.374416e-19 
98 	 3.450356e-03 	 -4.494542e-18 	 5.297719e-03 	 1.835466e-19 	 -4.076202e-02 	 3.963361e-18 	 1.539901e-02 	 1.764816e-19 
99 	 -3.558259e-02 	 5.565634e-18 	 4.884787e-03 	 2.379111e-19 	 -4.835295e-02 	 1.356257e-18 	 1.475505e-02 	 1.883985e-19 
100 	 -4.108427e-02 	 2.037224e-18 	 4.425096e-03 	 2.559043e-19 	 -7.042805e-02 	 1.986700e-18 	 1.390322e-02 	 2.063816e-19 
101 	 -1.421503e-02 	 -5.350385e-18 	 4.240540e-03 	 2.003965e-19 	 -5.305944e-02 	 -3.774964e-18 	 1.324022e-02 	 1.669623e-19 
102 	 -1.188997e-02 	 1.205235e-17 	 4.082398e-03 	 3.165920e-19 	 -7.038305e-02 	 2.980887e-18 	 1.242039e-02 	 1.945498e-19 
103 	 -3.454334e-02 	 -1.176124e-18 	 3.707391e-03 	 3.020997e-19 	 -5.335372e-02 	 1.468023e-18 	 1.178180e-02 	 2.069136e-19 
104 	 -3.405248e-02 	 -4.252826e-18 	 3.344315e-03 	 2.583023e-19 	 -6.277448e-02 	 6.930194e-19 	 1.106492e-02 	 2.115877e-19 
105 	 -9.015313e-02 	 -1.636116e-18 	 2.453863e-03 	 2.402602e-19 	 -1.358543e-02 	 -3.348478e-18 	 1.083015e-02 	 1.776823e-19 
106 	 -5.729462e-02 	 -1.009444e-18 	 1.890198e-03 	 2.284706e-19 	 -1.174146e-02 	 8.392528e-19 	 1.061721e-02 	 1.839235e-19 
107 	 -5.211047e-02 	 2.381997e-18 	 1.385519e-03 	 2.485970e-19 	 -9.582960e-03 	 7.788855e-18 	 1.042842e-02 	 2.549977e-19 
108 	 -6.014323e-02 	 -4.958384e-18 	 8.158085e-04 	 2.003842e-19 	 -2.532513e-02 	 4.251143e-18 	 1.009737e-02 	 2.919990e-19 
109 	 -1.681875e-02 	 -2.140013e-18 	 6.540235e-04 	 1.789126e-19 	 -1.291981e-02 	 2.421385e-18 	 9.886206e-03 	 3.115347e-19 
110 	 -1.509789e-02 	 3.129515e-18 	 5.108243e-04 	 2.057363e-19 	 -2.965763e-02 	 -2.306272e-18 	 9.526717e-03 	 2.877364e-19 
111 	 -1.264461e-02 	 -2.574991e-18 	 3.923069e-04 	 1.806847e-19 	 -4.980586e-02 	 -5.366131e-18 	 8.992189e-03 	 2.368007e-19 
112 	 -2.376733e-02 	 -3.301074e-19 	 1.765959e-04 	 1.761241e-19 	 -2.795004e-02 	 6.913462e-19 	 8.662348e-03 	 2.408591e-19 
113 	 -5.439823e-03 	 -8.916087e-18 	 1.268930e-04 	 9.566202e-20 	 -3.161613e-02 	 4.726988e-18 	 8.305901e-03 	 2.805594e-19 
114 	 -2.312001e-03 	 -3.482037e-19 	 1.054992e-04 	 9.176846e-20 	 -3.285370e-02 	 -2.861089e-18 	 7.944852e-03 	 2.530011e-19 
115 	 -1.045999e-03 	 -2.072717e-18 	 9.548621e-05 	 7.294685e-20 	 -2.380876e-02 	 1.517883e-18 	 7.668734e-03 	 2.640000e-19 
116 	 1.075958e-02 	 -1.295627e-19 	 1.874180e-04 	 7.120107e-20 	 -5.891011e-02 	 -5.260388e-18 	 7.094778e-03 	 2.163760e-19 
117 	 2.183431e-02 	 -3.381884e-19 	 3.724342e-04 	 6.770202e-20 	 -2.381467e-02 	 -2.468568e-18 	 6.830595e-03 	 1.934278e-19 
118 	 2.922045e-02 	 -9.484821e-19 	 6.169089e-04 	 5.909029e-20 	 3.943982e-02 	 -5.872762e-18 	 7.106944e-03 	 1.420194e-19 
119 	 2.403557e-02 	 -1.401868e-18 	 8.137044e-04 	 4.681333e-20 	 7.116276e-02 	 -3.168949e-18 	 7.645228e-03 	 1.141961e-19 
120 	 -1.374569e-02 	 1.466491e-18 	 6.923761e-04 	 5.864398e-20 	 5.586979e-02 	 -3.907478e-18 	 8.047100e-03 	 8.068215e-20 
121 	 -3.314520e-03 	 1.066059e-18 	 6.592613e-04 	 6.696972e-20 	 2.909087e-02 	 6.557415e-18 	 8.221015e-03 	 1.342089e-19 
122 	 1.236657e-03 	 -3.869285e-19 	 6.639940e-04 	 6.324924e-20 	 -6.016261e-03 	 1.095580e-18 	 8.104316e-03 	 1.420890e-19 
123 	 -6.070360e-03 	 -3.420549e-20 	 6.092432e-04 	 6.245693e-20 	 3.850372e-02 	 4.962400e-18 	 8.351466e-03 	 1.812785e-19 
124 	 -5.280033e-02 	 1.209134e-18 	 1.785208e-04 	 7.170432e-20 	 4.159396e-02 	 1.580794e-18 	 8.619550e-03 	 1.925649e-19 
125 	 -3.131399e-02 	 -2.185711e-18 	 -7.341929e-05 	 5.364500e-20 	 2.856242e-02 	 1.754634e-18 	 8.779093e-03 	 2.050614e-19 
126 	 -3.368111e-02 	 7.124321e-18 	 -3.401470e-04 	 1.097615e-19 	 3.074077e-02 	 -5.176061e-18 	 8.953392e-03 	 1.623541e-19 
127 	 -2.959370e-02 	 -1.081295e-18 	 -5.704899e-04 	 1.003831e-19 	 5.553428e-03 	 4.732342e-18 	 8.926621e-03 	 1.983383e-19 
128 	 -2.959370e-02 	 -1.081295e-18 	 -7.972337e-04 	 9.115121e-20 	 5.553428e-03 	 4.732342e-18 	 8.900268e-03 	 2.337602e-19 
129 	 -1.035608e-02 	 2.570097e-18 	 -8.713332e-04 	 1.103678e-19 	 5.869831e-04 	 -4.795420e-18 	 8.835824e-03 	 1.947743e-19 
130 	 -1.843976e-02 	 1.021696e-18 	 -1.006475e-03 	 1.173781e-19 	 3.393865e-02 	 7.356513e-18 	 9.028923e-03 	 2.498646e-19 
131 	 -3.169840e-02 	 9.676613e-19 	 -1.240764e-03 	 1.238688e-19 	 5.114229e-02 	 5.508684e-18 	 9.350399e-03 	 2.900082e-19 
132 	 -3.176005e-02 	 -3.517095e-19 	 -1.471971e-03 	 1.202659e-19 	 1.659599e-02 	 -3.858371e-18 	 9.405289e-03 	 2.585811e-19 
133 	 -9.696839e-03 	 2.057532e-18 	 -1.533812e-03 	 1.348318e-19 	 1.304624e-02 	 2.778770e-18 	 9.432665e-03 	 2.775299e-19 
134 	 3.559436e-02 	 -2.872191e-18 	 -1.256736e-03 	 1.123913e-19 	 1.746438e-02 	 -3.420591e-18 	 9.492603e-03 	 2.499320e-19 
135 	 2.724366e-03 	 1.574977e-18 	 -1.227247e-03 	 1.232253e-19 	 4.542956e-03 	 -3.623377e-18 	 9.455939e-03 	 2.212408e-19 
136 	 4.693544e-03 	 -9.129447e-19 	 -1.183712e-03 	 1.156064e-19 	 7.996940e-03 	 4.376295e-18 	 9.445211e-03 	 2.517927e-19 
137 	 -2.681184e-02 	 -2.341946e-18 	 -1.370778e-03 	 9.766808e-20 	 6.733002e-03 	 -4.032295e-18 	 9.425414e-03 	 2.205220e-19 
138 	 -1.471366e-02 	 -1.298601e-18 	 -1.467466e-03 	 8.755019e-20 	 6.309734e-03 	 -2.615805e-18 	 9.402837e-03 	 1.999689e-19 
139 	 -2.468652e-02 	 2.829772e-18 	 -1.634509e-03 	 1.072784e-19 	 3.666582e-02 	 1.827081e-18 	 9.598973e-03 	 2.116747e-19 
140 	 -4.977097e-02 	 2.347154e-18 	 -1.978341e-03 	 1.232775e-19 	 3.726463e-02 	 2.643579e-19 	 9.796585e-03 	 2.120510e-19 
141 	 -3.816560e-02 	 -1.119793e-18 	 -2.234988e-03 	 1.144614e-19 	 2.994073e-02 	 2.901245e-18 	 9.939451e-03 	 2.311233e-19 
142 	 -4.208019e-02 	 -2.897885e-18 	 -2.515588e-03 	 9.324770e-20 	 6.925019e-03 	 2.165058e-18 	 9.918223e-03 	 2.447426e-19 
143 	 -1.817119e-02 	 4.056262e-19 	 -2.625068e-03 	 9.543217e-20 	 3.210603e-02 	 6.367345e-18 	 1.007338e-02 	 2.875580e-19 
144 	 -4.439023e-03 	 6.293626e-18 	 -2.637665e-03 	 1.384752e-19 	 7.439538e-02 	 -2.737360e-18 	 1.052006e-02 	 2.665516e-19 
145 	 -1.372119e-02 	 5.626354e-18 	 -2.714103e-03 	 1.763226e-19 	 6.723488e-02 	 1.681183e-18 	 1.091120e-02 	 2.763077e-19 
146 	 3.544463e-02 	 4.194949e-18 	 -2.452742e-03 	 2.038475e-19 	 2.535106e-02 	 -3.267330e-18 	 1.101010e-02 	 2.520362e-19 
147 	 6.266857e-02 	 1.677130e-18 	 -2.009740e-03 	 2.138698e-19 	 5.552706e-02 	 -2.725229e-18 	 1.131294e-02 	 2.317827e-19 
148 	 5.695739e-03 	 -4.524395e-18 	 -1.957676e-03 	 1.818545e-19 	 5.565300e-02 	 -8.727158e-19 	 1.161253e-02 	 2.243199e-19 
149 	 8.485374e-04 	 -3.271097e-18 	 -1.938842e-03 	 1.586803e-19 	 7.081464e-02 	 -6.384746e-19 	 1.200986e-02 	 2.185293e-19 
150 	 2.651644e-02 	 -1.887231e-18 	 -1.749140e-03 	 1.450409e-19 	 4.120599e-02 	 4.616225e-18 	 1.220450e-02 	 2.478473e-19 
151 	 -4.060371e-03 	 -9.961787e-20 	 -1.764446e-03 	 1.434206e-19 	 7.248631e-02 	 3.130634e-18 	 1.260372e-02 	 2.669386e-19 
152 	 -5.907545e-02 	 -2.080287e-18 	 -2.141492e-03 	 1.287910e-19 	 7.501839e-02 	 -3.184760e-18 	 1.301434e-02 	 2.442300e-19 
153 	 -6.023037e-02 	 -3.144390e-18 	 -2.521158e-03 	 1.073976e-19 	 3.036017e-02 	 -2.653618e-19 	 1.312772e-02 	 2.408994e-19 
154 	 -4.966858e-02 	 2.088485e-18 	 -2.827310e-03 	 1.202619e-19 	 -7.701840e-03 	 -3.346303e-22 	 1.299246e-02 	 2.393329e-19 
155 	 -2.228860e-02 	 -1.655357e-18 	 -2.952867e-03 	 1.088063e-19 	 -3.415115e-02 	 -1.257541e-18 	 1.268831e-02 	 2.296757e-19 
156 	 -4.737694e-03 	 -1.252249e-21 	 -2.964308e-03 	 1.081007e-19 	 -7.595792e-02 	 8.138209e-19 	 1.212006e-02 	 2.334202e-19 
157 	 -9.505444e-03 	 3.314163e-18 	 -3.005972e-03 	 1.285215e-19 	 -6.485492e-02 	 3.018365e-18 	 1.162978e-02 	 2.511587e-19 
158 	 -4.083512e-02 	 -4.394381e-18 	 -3.245397e-03 	 9.989556e-20 	 -3.500933e-02 	 -2.634879e-18 	 1.133459e-02 	 2.328926e-19 
