#Beta=5.440000e+00, Nt=6, Ns=12^3 
#Iters 	 Current_Plaq 	 Average_Plaq 	 CurrentPolyakovLoop.real 	 CurrentPolyakovLoop.imag 	 AveragePolyakovLoop.real 	 AveragePolyakovLoop.imag 	 PBP 	 AveragePBP
1 	 3.000000e+00 	 3.000000e+00 	 3.000000e+00 	 0.000000e+00 	 3.000000e+00 	 0.000000e+00 3.096684e-02 	 3.096684e-02 
2 	 2.850402e+00 	 2.925201e+00 	 2.776625e+00 	 8.564819e-06 	 2.888312e+00 	 4.282410e-06 3.066553e-02 	 3.081619e-02 
3 	 2.725364e+00 	 2.858588e+00 	 2.579929e+00 	 -9.066679e-04 	 2.785518e+00 	 -2.993677e-04 2.899340e-02 	 3.020859e-02 
4 	 2.621166e+00 	 2.799233e+00 	 2.409658e+00 	 -2.824578e-03 	 2.691553e+00 	 -9.306702e-04 2.926856e-02 	 2.997359e-02 
5 	 2.533671e+00 	 2.746120e+00 	 2.262727e+00 	 -1.900183e-03 	 2.605788e+00 	 -1.124573e-03 3.312784e-02 	 3.060444e-02 
6 	 2.454328e+00 	 2.697488e+00 	 2.128721e+00 	 -2.601623e-04 	 2.526277e+00 	 -9.805043e-04 2.940569e-02 	 3.040465e-02 
7 	 2.385891e+00 	 2.652974e+00 	 2.000797e+00 	 4.255356e-04 	 2.451208e+00 	 -7.796415e-04 2.871295e-02 	 3.016297e-02 
8 	 2.324753e+00 	 2.611947e+00 	 1.906840e+00 	 -3.065915e-04 	 2.383162e+00 	 -7.205102e-04 3.784341e-02 	 3.112303e-02 
9 	 2.272427e+00 	 2.574222e+00 	 1.821013e+00 	 -1.564101e-03 	 2.320701e+00 	 -8.142425e-04 2.982718e-02 	 3.097905e-02 
10 	 2.226176e+00 	 2.539418e+00 	 1.738901e+00 	 3.068252e-03 	 2.262521e+00 	 -4.259931e-04 3.213837e-02 	 3.109498e-02 
11 	 2.182369e+00 	 2.506959e+00 	 1.670118e+00 	 1.559153e-03 	 2.208666e+00 	 -2.455253e-04 2.846140e-02 	 3.085556e-02 
12 	 2.143207e+00 	 2.476646e+00 	 1.593109e+00 	 -1.839136e-03 	 2.157370e+00 	 -3.783262e-04 3.362798e-02 	 3.108660e-02 
13 	 2.106548e+00 	 2.448177e+00 	 1.522106e+00 	 4.669822e-04 	 2.108503e+00 	 -3.133025e-04 2.870042e-02 	 3.090304e-02 
14 	 2.075856e+00 	 2.421583e+00 	 1.475598e+00 	 5.598777e-03 	 2.063296e+00 	 1.089889e-04 3.831158e-02 	 3.143222e-02 
15 	 2.045592e+00 	 2.396517e+00 	 1.416131e+00 	 4.206773e-03 	 2.020152e+00 	 3.821746e-04 2.855709e-02 	 3.124055e-02 
16 	 2.018797e+00 	 2.372909e+00 	 1.361105e+00 	 5.714330e-03 	 1.978961e+00 	 7.154343e-04 3.106707e-02 	 3.122971e-02 
17 	 1.993777e+00 	 2.350607e+00 	 1.310501e+00 	 9.422176e-03 	 1.939640e+00 	 1.227596e-03 2.820217e-02 	 3.105162e-02 
18 	 1.971998e+00 	 2.329573e+00 	 1.277441e+00 	 1.365470e-02 	 1.902851e+00 	 1.917990e-03 4.041704e-02 	 3.157192e-02 
19 	 1.951640e+00 	 2.309682e+00 	 1.226588e+00 	 1.951409e-02 	 1.867258e+00 	 2.844101e-03 2.881735e-02 	 3.142694e-02 
20 	 1.930711e+00 	 2.290734e+00 	 1.183464e+00 	 1.969319e-02 	 1.833069e+00 	 3.686555e-03 2.882971e-02 	 3.129708e-02 
21 	 1.911119e+00 	 2.272657e+00 	 1.142862e+00 	 2.540736e-02 	 1.800202e+00 	 4.720879e-03 2.787982e-02 	 3.113435e-02 
22 	 1.894039e+00 	 2.255447e+00 	 1.115732e+00 	 2.152447e-02 	 1.769089e+00 	 5.484679e-03 3.078297e-02 	 3.111838e-02 
23 	 1.878011e+00 	 2.239037e+00 	 1.080786e+00 	 1.872729e-02 	 1.739163e+00 	 6.060444e-03 3.510888e-02 	 3.129188e-02 
